hofid,yearid,votedby,ballots,needed,votes,inducted,category
wittwh01h,1949,ББВАА,153,115.0,1,Н,Игрок
hermaba01h,1948,ББВАА,121,91.0,2,Н,Игрок
berrych02h,1955,ББВАА,251,189.0,1,Н,Игрок
willsma01h,1987,ББВАА,413,310.0,113,Н,Игрок
hoytwa01h,1939,ББВАА,274,206.0,1,Н,Игрок
dawsoan01h,2010,ББВАА,539,405.0,420,Y,Игрок
tennefr01h,1946,Выдвижение кандидатур,202,,1,Н,Игрок
werbebi01h,1952,ББВАА,234,176.0,1,Н,Игрок
ricesa01h,1951,ББВАА,226,170.0,1,Н,Игрок
reesepe01h,1970,ББВАА,300,225.0,97,Н,Игрок
hackst01h,1949,ББВАА,153,115.0,4,Н,Игрок
mesajo01h,2013,ББВАА,569,427.0,0,Н,Игрок
kellyge01h,1958,ББВАА,266,200.0,2,Н,Игрок
parkeda01h,1999,ББВАА,497,373.0,80,Н,Игрок
hoopeha01h,1951,ББВАА,226,170.0,3,Н,Игрок
lolicmi01h,1993,ББВАА,423,318.0,43,Н,Игрок
knabeot01h,1939,ББВАА,274,206.0,1,Н,Игрок
collied01h,1938,ББВАА,262,197.0,175,Н,Игрок
ruthba01h,1936,ББВАА,226,170.0,215,Y,Игрок
mungova01h,1960,ББВАА,269,202.0,2,Н,Игрок
stephri01h,1962,ББВАА,160,120.0,1,Н,Игрок
foxxji01h,1946,Выдвижение кандидатур,202,,26,Н,Игрок
hortowi01h,1986,ББВАА,425,319.0,4,Н,Игрок
crosefr01h,1950,ББВАА,168,126.0,1,Н,Игрок
mcgwima01h,2012,ББВАА,573,430.0,112,Н,Игрок
lopezal01h,1958,ББВАА,266,200.0,34,Н,Менеджер
hootobu01h,1991,ББВАА,443,333.0,1,Н,Игрок
gehrich01h,1946,Выдвижение кандидатур,202,,43,Н,Игрок
youngcy01h,1936,ББВАА,226,170.0,111,Н,Игрок
deshaji01h,2001,ББВАА,515,387.0,1,Н,Игрок
hubbeca01h,1946,Выдвижение кандидатур,202,,101,Н,Игрок
parkeda01h,2000,ББВАА,499,375.0,104,Н,Игрок
rusieam01h,1942,ББВАА,233,175.0,1,Н,Игрок
santoro01h,1987,ББВАА,413,310.0,78,Н,Игрок
dickebi01h,1954,ББВАА,252,189.0,202,Y,Игрок
marquru01h,1946,Выдвижение кандидатур,202,,6,Н,Игрок
vernomi01h,1972,ББВАА,396,297.0,12,Н,Игрок
thomsbo01h,1970,ББВАА,300,225.0,4,Н,Игрок
derripa01h,1955,ББВАА,251,189.0,1,Н,Игрок
lavagco01h,1958,ББВАА,266,200.0,4,Н,Игрок
bakerfr01h,1942,ББВАА,233,175.0,39,Н,Игрок
