playerid,awardid,yearid,lgid,tie,notes
gonzaju03,Most Valuable Player,1998,AL,,
sislege01,Baseball Magazine All-Star,1921,ML,,1B
johnsra05,Babe Ruth Award,2001,NL,Y,Р
lynnfr01,TSN All-Star,1978,AL,,В ЛЮБОЙ ЧАСТИ
stanlmi01,Gold Glove,1968,AL,,В ЛЮБОЙ ЧАСТИ
aparilu01,Gold Glove,1958,AL,,СС
powervi01,Gold Glove,1959,AL,,1B
simmoal01,TSN All-Star,1934,ML,,В ЛЮБОЙ ЧАСТИ
gibsobo01,Gold Glove,1965,NL,,Р
gehrich01,Baseball Magazine All-Star,1936,AL,,2B
leonadu02,Baseball Magazine All-Star,1941,AL,,С-5
stephve01,Baseball Magazine All-Star,1942,AL,,СС
averiea01,Baseball Magazine All-Star,1936,AL,,CF
mccanbr01,TSN All-Star,2006,NL,,C
kurowwh01,Baseball Magazine All-Star,1946,NL,,3B
foxne01,Gold Glove,1957,ML,,2B
edmonji01,Silver Slugger,2004,NL,,В ЛЮБОЙ ЧАСТИ
brocklo01,Hutch Award,1979,ML,,
thurssl01,Baseball Magazine All-Star,1924,AL,,С2
grichbo01,Gold Glove,1973,AL,,2B
sislege01,Baseball Magazine All-Star,1921,AL,,1B
cobbty01,Baseball Magazine All-Star,1912,AL,,В ЛЮБОЙ ЧАСТИ
sislege01,Baseball Magazine All-Star,1919,ML,,1B
sandbry01,Silver Slugger,1991,NL,,2B
lyonste01,Baseball Magazine All-Star,1927,ML,,С2
johnsra05,Cy Young Award,1995,AL,,
oglivbe01,TSN All-Star,1980,AL,,В ЛЮБОЙ ЧАСТИ
grangwa01,TSN Fireman of the Year,1970,NL,,
robinbr01,TSN All-Star,1965,AL,,3B
mathech01,Baseball Magazine All-Star,1908,NL,,С2
garvest01,TSN All-Star,1974,NL,,1B
palmede01,TSN All-Star,1999,AL,,3B
rodrial01,TSN Major League Player of the Year,2007,ML,,
willite01,TSN All-Star,1955,ML,,В ЛЮБОЙ ЧАСТИ
landiji01,Gold Glove,1961,AL,,В ЛЮБОЙ ЧАСТИ
rodriiv01,Silver Slugger,1994,AL,,C
koufasa01,TSN Pitcher of the Year,1963,NL,,
bakerfr01,Baseball Magazine All-Star,1914,ML,,3B
rodrial01,Gold Glove,2002,AL,,СС
rolensc01,Gold Glove,2004,NL,,3B
mitchke01,TSN Player of the Year,1989,NL,,
gordojo01,Most Valuable Player,1942,AL,,
carltst01,Cy Young Award,1977,NL,,
applilu01,Baseball Magazine All-Star,1936,AL,,СС
hermabi01,Baseball Magazine All-Star,1940,NL,,2B
gosligo01,TSN All-Star,1925,ML,,В ЛЮБОЙ ЧАСТИ
mcreyke01,TSN All-Star,1988,NL,,В ЛЮБОЙ ЧАСТИ
lombaer01,Baseball Magazine All-Star,1938,NL,,C1
clemero01,TSN All-Star,1961,NL,,В ЛЮБОЙ ЧАСТИ
gonzaju03,TSN All-Star,1993,AL,,В ЛЮБОЙ ЧАСТИ
mcraeha01,TSN All-Star,1982,AL,,ДГ
hamptmi01,Silver Slugger,2003,NL,,Р
deandi01,TSN All-Star,1934,ML,,Р
hollima01,Silver Slugger,2010,NL,,В ЛЮБОЙ ЧАСТИ
schilcu01,World Series MVP,2001,ML,Y,
bagweje01,TSN All-Star,1997,NL,,1B
cobbty01,Baseball Magazine All-Star,1914,AL,,В ЛЮБОЙ ЧАСТИ
pennohe01,TSN All-Star,1926,ML,,Р
foxxji01,TSN Guide MVP,1932,AL,,
jossad01,Baseball Magazine All-Star,1908,AL,,С4
pujolal01,TSN Major League Player of the Year,2009,ML,,
wheatza01,Baseball Magazine All-Star,1923,NL,,В ЛЮБОЙ ЧАСТИ
seaveto01,TSN Pitcher of the Year,1969,NL,,
belleal01,Silver Slugger,1994,AL,,В ЛЮБОЙ ЧАСТИ
kalinal01,TSN All-Star,1963,AL,,В ЛЮБОЙ ЧАСТИ
powelbo01,TSN All-Star,1970,AL,,1B
rayjo01,Silver Slugger,1983,NL,,2B
schmiwa01,Baseball Magazine All-Star,1920,NL,,C
kellge01,Baseball Magazine All-Star,1946,AL,,3B
ripkeca01,Gold Glove,1991,AL,,СС
collied01,Baseball Magazine All-Star,1909,AL,,2B
griffke02,Gold Glove,1990,AL,,В ЛЮБОЙ ЧАСТИ
knoblch01,Silver Slugger,1997,AL,,2B
