corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
35,Corp. Driven OperaInc., , ,,,,,2004-10-12T10:41:26,3,
126,Corp. Computer PetroleumCo., , ,,,,,2004-10-12T10:41:26,6,
131,Corp. Driven Key StonesCo., , ,,,,,2004-10-12T10:41:26,8,
227,Corp. Computer QuestsCorp., , ,,,,,2004-10-12T10:41:26,2,
242,Corp. Expert LightingCorp., , ,,,,,2004-10-12T10:41:26,3,
254,Corp. Famous NeedleworkCorp., , ,,,,,2004-10-12T10:41:26,3,
301,Corp. Apex Key StonesLtd., , ,,,,,2004-10-12T10:41:26,5,
306,Corp. Apex PetroleumLtd., , ,,,,,2004-10-12T10:41:26,8,
330,Corp. Computer TransitLtd., , ,,,,,2004-10-12T10:41:26,3,
352,Corp. Famous LightingLtd., , ,,,,,2004-10-12T10:41:26,1,
371,Corp. Humble Key StonesLtd., , ,,,,,2004-10-12T10:41:26,3,
394,Corp. Just NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,4,
408,Corp. Apex RestaurantsAg., , ,,,,,2004-10-12T10:41:26,8,
456,Corp. Famous PetroleumAg., , ,,,,,2004-10-12T10:41:26,5,
496,Corp. Just PetroleumAg., , ,,,,,2004-10-12T10:41:26,3,
132,Corp. Driven LightingCo., , ,,,,,2004-10-12T10:41:26,8,
174,Corp. Humble NeedleworkCo., , ,,,,,2004-10-12T10:41:26,4,
214,Corp. Boston NeedleworkCorp., , ,,,,,2004-10-12T10:41:26,2,
344,Corp. Expert NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,4,
384,Corp. Imperial NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,5,
393,Corp. Just MachineryLtd., , ,,,,,2004-10-12T10:41:26,1,
477,Corp. Humble QuestsAg., , ,,,,,2004-10-12T10:41:26,5,
500,Corp. Just TransitAg., , ,,,,,2004-10-12T10:41:26,3,
106,Corp. Apex PetroleumCo., , ,,,,,2004-10-12T10:41:26,2,
135,Corp. Driven OperaCo., , ,,,,,2004-10-12T10:41:26,3,
193,Corp. Just MachineryCo., , ,,,,,2004-10-12T10:41:26,3,
230,Corp. Computer TransitCorp., , ,,,,,2004-10-12T10:41:26,3,
313,Corp. Boston MachineryLtd., , ,,,,,2004-10-12T10:41:26,6,
342,Corp. Expert LightingLtd., , ,,,,,2004-10-12T10:41:26,5,
349,Corp. Expert Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,3,
354,Corp. Famous NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,5,
372,Corp. Humble LightingLtd., , ,,,,,2004-10-12T10:41:26,4,
390,Corp. Imperial TransitLtd., , ,,,,,2004-10-12T10:41:26,3,
432,Corp. Driven LightingAg., , ,,,,,2004-10-12T10:41:26,1,
478,Corp. Humble RestaurantsAg., , ,,,,,2004-10-12T10:41:26,7,
492,Corp. Just LightingAg., , ,,,,,2004-10-12T10:41:26,3,
177,Corp. Humble QuestsCo., , ,,,,,2004-10-12T10:41:26,4,
160,Corp. Famous TransitCo., , ,,,,,2004-10-12T10:41:26,8,
310,Corp. Apex TransitLtd., , ,,,,,2004-10-12T10:41:26,3,
495,Corp. Just OperaAg., , ,,,,,2004-10-12T10:41:26,3,
157,Corp. Famous QuestsCo., , ,,,,,2004-10-12T10:41:26,3,
499,Corp. Just Sail MakersAg., , ,,,,,2004-10-12T10:41:26,4,
462,Corp. Giant LightingAg., , ,,,,,2004-10-12T10:41:26,7,
92,Corp. Just LightingInc., , ,,,,,2004-10-12T10:41:26,8,
203,Corp. Apex MachineryCorp., , ,,,,,2004-10-12T10:41:26,8,
8,Corp. Apex RestaurantsInc., , ,,,,,2004-10-12T10:41:26,1,
423,Corp. Computer MachineryAg., , ,,,,,2004-10-12T10:41:26,7,
