charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
77556,8892,499,10,1999-06-30T10:49:35,684.0,8892,
1783156,2365,500,7,1999-06-17T10:50:01,4318.0,2365,
754501,8544,416,8,1999-09-15T10:47:49,1134.0,28544,
685186,9984,465,2,1999-07-01T10:50:11,1684.0,9984,
836543,8207,338,6,1999-08-04T10:46:26,1867.0,8207,
844996,5707,500,2,1999-08-31T10:47:05,3405.0,15707,
681352,9891,377,3,1999-08-02T10:49:53,2619.0,9891,
1333218,6507,440,2,1999-09-17T10:46:11,4487.0,26507,
1418952,8706,422,4,1999-06-16T10:45:02,4162.0,8706,
1450210,7274,476,3,1999-08-04T10:47:29,2296.0,7274,
994210,9534,461,9,1999-07-23T10:50:53,3608.0,9534,
1682734,6092,408,3,1999-07-25T10:49:59,4966.0,6092,
99425,9933,332,2,1999-08-02T10:51:17,1128.0,9933,
1776225,9997,356,4,1999-08-29T10:49:30,1985.0,19997,
1241885,4694,372,9,1999-08-31T10:46:50,1172.0,14694,
632237,9219,351,5,1999-08-28T10:46:06,1798.0,19219,
679720,6983,499,9,1999-08-14T10:49:45,1242.0,16983,
819659,9902,487,9,1999-07-05T10:45:06,2436.0,9902,
1945196,9332,494,8,1999-09-13T10:47:06,989.0,29332,
592034,8515,475,6,1999-06-20T10:50:43,3655.0,8515,
827530,8870,499,10,1999-09-15T10:45:43,1779.0,28870,
1972289,9930,470,7,1999-09-10T10:49:11,1324.0,19930,
950435,9513,500,7,1999-10-07T10:47:30,3372.0,29513,
43171,4454,466,10,1999-08-25T10:46:56,3143.0,14454,
1757363,9709,493,8,1999-06-28T10:48:01,1370.0,9709,
1820169,9714,467,3,1999-09-19T10:45:08,3466.0,29714,
943792,9531,456,4,1999-06-19T10:46:59,4345.0,9531,
84351,4052,451,6,1999-07-07T10:50:07,2126.0,4052,
1650895,9410,460,9,1999-07-06T10:47:32,1995.0,9410,
1864363,9078,383,2,1999-06-27T10:48:34,4537.0,9078,
1551152,8639,491,2,1999-06-30T10:47:33,1590.0,8639,
1835154,4983,409,10,1999-09-19T10:46:19,582.0,24983,
546824,2585,475,6,1999-09-27T10:47:13,2076.0,22585,
918341,1767,356,5,1999-10-12T10:45:00,4988.0,21767,
699221,3808,500,3,1999-06-20T10:51:16,4612.0,3808,
1931175,9003,378,2,1999-06-25T10:46:00,2761.0,9003,
1555815,8736,427,6,1999-08-14T10:47:54,2278.0,18736,
1304286,6354,474,9,1999-06-28T10:43:57,243.0,6354,
1936927,9968,500,9,1999-09-25T10:46:28,2551.0,29968,
1993677,4093,497,5,1999-06-21T10:50:51,4764.0,4093,
879723,8760,434,5,1999-06-24T10:49:45,4621.0,8760,
509605,7223,492,8,1999-08-12T10:44:20,3685.0,7223,
1603545,9411,460,5,1999-08-15T10:43:53,4399.0,19411,
1634225,814,407,7,1999-09-28T10:46:15,1634.0,20814,
1361652,9350,431,8,1999-06-30T10:48:21,304.0,9350,
1942618,8080,475,2,1999-06-19T10:46:54,1636.0,8080,
1372822,9975,465,9,1999-09-06T10:49:14,315.0,19975,
816847,6138,495,10,1999-08-31T10:44:53,4460.0,16138,
70137,9973,474,6,1999-07-02T10:49:01,4044.0,9973,
1185334,7801,478,8,1999-09-02T10:50:12,2983.0,17801,
1007232,8272,457,2,1999-07-16T10:44:09,2075.0,8272,
1039105,7624,446,2,1999-08-30T10:46:37,3665.0,17624,
1821452,9886,480,6,1999-07-14T10:45:14,2682.0,9886,
1551060,9008,315,9,1999-08-14T10:47:33,3934.0,19008,
1158386,5841,474,8,1999-09-20T10:48:06,4982.0,25841,
1683878,6717,423,3,1999-07-10T10:50:05,1656.0,6717,
1261856,6445,480,8,1999-07-27T10:48:22,439.0,6445,
1382648,6004,398,3,1999-08-24T10:49:59,2599.0,16004,
1283099,6097,401,4,1999-07-06T10:50:01,2753.0,6097,
64571,4441,478,8,1999-08-31T10:48:35,4015.0,14441,
1089372,9469,459,7,1999-07-17T10:50:31,3403.0,9469,
1854172,9765,488,8,1999-09-24T10:47:47,1134.0,29765,
1423322,7148,493,2,1999-08-27T10:45:22,3794.0,17148,
1232731,9631,346,4,1999-07-15T10:46:09,186.0,9631,
1301506,7178,462,5,1999-09-21T10:43:44,2779.0,27178,
1563108,9423,270,5,1999-08-30T10:48:27,4269.0,19423,
1688874,7142,491,3,1999-10-10T10:50:28,3879.0,27142,
931190,6991,472,3,1999-09-06T10:46:00,2264.0,16991,
1519471,6410,460,8,1999-09-25T10:45:05,3090.0,26410,
1303520,8670,489,9,1999-06-18T10:43:53,1316.0,8670,
863354,5745,500,3,1999-06-27T10:48:29,2315.0,5745,
581198,9155,500,3,1999-08-08T10:49:52,3284.0,9155,
932305,4425,499,7,1999-09-25T10:46:07,2949.0,24425,
1309891,7043,498,6,1999-09-05T10:44:21,4530.0,17043,
1210809,6818,474,4,1999-07-11T10:44:25,3422.0,6818,
1658079,7676,499,4,1999-07-14T10:48:04,4906.0,7676,
1617315,8956,478,2,1999-08-09T10:44:55,354.0,8956,
1568596,6149,495,7,1999-07-21T10:48:54,4323.0,6149,
1750996,8881,334,7,1999-08-19T10:47:33,3449.0,18881,
1144211,8999,417,8,1999-07-05T10:47:01,2552.0,8999,
1568405,8666,499,4,1999-08-15T10:48:53,3510.0,18666,
944646,5034,417,5,1999-07-19T10:47:03,2361.0,5034,
780646,9642,500,2,1999-10-06T10:49:50,3604.0,29642,
599817,6774,495,5,1999-07-08T10:51:19,1584.0,6774,
553241,5253,391,8,1999-07-04T10:47:43,1441.0,5253,
519603,9296,358,10,1999-09-13T10:45:05,4858.0,29296,
1092440,9506,475,4,1999-06-21T10:50:45,625.0,9506,
1639623,5484,457,4,1999-07-24T10:46:40,4899.0,5484,
1087938,8602,244,10,1999-09-17T10:50:24,2467.0,28602,
1726338,6535,482,5,1999-07-11T10:45:38,1873.0,6535,
1031139,2540,263,9,1999-08-01T10:46:00,4260.0,2540,
1022276,9924,495,2,1999-10-04T10:45:18,2137.0,29924,
1296495,9750,499,7,1999-07-01T10:51:04,2838.0,9750,
20015,5536,384,5,1999-09-01T10:45:08,453.0,15536,
590351,4707,481,5,1999-09-22T10:50:35,1090.0,24707,
1822055,6018,483,10,1999-09-25T10:45:17,1554.0,26018,
1527495,1287,490,5,1999-08-07T10:45:43,3978.0,1287,
577608,2680,426,4,1999-10-07T10:49:36,2338.0,22680,
1673846,9998,458,10,1999-06-20T10:49:18,1162.0,9998,
1337055,8679,493,9,1999-08-07T10:46:28,2773.0,8679,
1719713,9354,428,2,1999-09-10T10:45:06,3802.0,19354,
713397,9939,399,10,1999-06-25T10:44:37,1730.0,9939,
1008117,6986,320,8,1999-09-02T10:44:14,3639.0,16986,
1257739,8509,260,7,1999-08-14T10:48:03,4918.0,18509,
1819320,7882,333,10,1999-06-30T10:45:04,4853.0,7882,
83284,4069,500,3,1999-08-08T10:50:02,3271.0,4069,
5465,9801,488,3,1999-09-12T10:44:02,3001.0,19801,
642220,9461,492,6,1999-09-20T10:46:52,566.0,29461,
1582657,8399,275,6,1999-07-30T10:49:59,766.0,8399,
723507,7164,493,7,1999-09-11T10:45:23,4952.0,17164,
923307,1641,329,9,1999-08-02T10:45:22,2539.0,1641,
1544066,9730,427,9,1999-10-08T10:47:01,1958.0,29730,
1752486,8788,296,8,1999-08-31T10:47:40,3555.0,18788,
1124887,8769,500,9,1999-07-10T10:45:31,2686.0,8769,
759163,9900,392,5,1999-07-30T10:48:09,2609.0,9900,
952682,8574,470,5,1999-07-11T10:47:41,88.0,8574,
1571320,8573,497,6,1999-07-14T10:49:06,1138.0,8573,
1117553,9742,466,8,1999-09-24T10:44:56,130.0,29742,
598082,5719,491,3,1999-08-05T10:51:11,2001.0,5719,
