File,Row,Column,Length_Orig,Length_Trans,Diff_%,Original,Translated
players.csv,70,birthcity,10,45,350.0,Elk Rapids,Elk Rapids ( &lt; &lt; Рапиды Элк &gt; &gt; )
players.csv,82,deathcity,9,41,355.6,Englewood,Englewood ( &lt; &lt; Энглвуд &gt; &gt; )
players.csv,154,deathcity,6,19,216.7,Chetek,&quot; Хетек &quot;
players.csv,530,birthcity,8,29,262.5,LaMirada,&lt; &lt; Ла-Мирада &gt; &gt;
players.csv,617,namenick,6,20,233.3,Gunner,Огнестрельное оружие
players.csv,1016,namelast,8,28,250.0,Destrade,&lt; &lt; Дезтрейд &gt; &gt;
players.csv,1162,namelast,6,20,233.3,Egloff,&quot; Эглофф &quot;
players.csv,1202,namelast,7,27,285.7,Estrada,&lt; &lt; Эстрада &gt; &gt;
players.csv,1358,college,9,29,222.2,Merced CC,&lt; &lt; Мерсед CC &gt; &gt;
players.csv,1488,birthcity,8,41,412.5,Crescent,Организация &lt; &lt; Полумесяц &gt; &gt;
players.csv,1563,deathcity,7,27,285.7,Manteca,&lt; &lt; Мантека &gt; &gt;
players.csv,1564,deathcity,8,29,262.5,Altadena,&lt; &lt; Альтадена &gt; &gt;
players.csv,1755,namelast,4,23,475.0,Held,"состоявшемся в пятницу,"
players.csv,1879,namelast,4,19,375.0,Host,Принимающая сторона
players.csv,2183,namelast,5,21,320.0,Knott,Узел@ info: whatsthis
players.csv,2211,birthcity,5,28,460.0,Media,Средства массовой информации
players.csv,2247,birthcity,6,24,300.0,Summit,Встреча на высшем уровне
players.csv,2385,birthcity,6,24,300.0,Summit,Встреча на высшем уровне
players.csv,2427,namenick,6,28,366.7,Psycho,Психологическое расстройство
players.csv,2633,namenick,6,20,233.3,Gunner,Огнестрельное оружие
players.csv,2694,namelast,7,27,285.7,Mercado,&lt; &lt; Меркадо &gt; &gt;
players.csv,2700,birthcity,8,29,262.5,Altadena,&lt; &lt; Альтадена &gt; &gt;
players.csv,2913,college,8,28,250.0,Marin CC,&lt; &lt; Марин CC &gt; &gt;
players.csv,3048,namelast,6,19,216.7,Outlaw,Незаконченное право
players.csv,3320,namenick,6,20,233.3,Gunner,Огнестрельное оружие
players.csv,3647,namefirst,4,23,475.0,Scot,Шотландский шотландский
players.csv,3974,namefirst,4,23,475.0,Scot,Шотландский шотландский
players.csv,3988,namenick,9,30,233.3,El Tiante,&lt; &lt; Эль-Тианте &gt; &gt;
players.csv,4073,namelast,5,16,220.0,Urban,Городские районы
players.csv,4090,namelast,8,30,275.0,Van Camp,Лагерь &lt; &lt; Ван &gt; &gt;
players.csv,4338,deathcity,7,27,285.7,Edmonds,&lt; &lt; Эдмондс &gt; &gt;
players.csv,4450,deathcity,9,41,355.6,Englewood,Englewood ( &lt; &lt; Энглвуд &gt; &gt; )
players.csv,4561,birthcity,7,27,285.7,Edmonds,&lt; &lt; Эдмондс &gt; &gt;
players.csv,4581,namelast,5,21,320.0,Knott,Узел@ info: whatsthis
schools.csv,537,schoolnick,6,25,316.7,Pilots,Экспериментальные проекты
schools.csv,636,schoolnick,6,25,316.7,Pilots,Экспериментальные проекты
schools.csv,720,schoolnick,6,27,350.0,Miners,Горнодобывающие предприятия
