film_id,title,description
8,ЗАГРЯЗНЯЮЩАЯ ВЕЩЕСТВА,"Эпическая история о музе и девушке, которая должна встретить обезьяну в древней Индии"
13,АЛИ НАСТОЯЩИЕ,"Драма дантиста и крокодила, который должен сражаться с феминисткой в канадских скачках"
16,ЭВОЛЮЦИЯ АЛЛИ,"Быстрая драма робота и композитора, который должен сражаться с астронавтом в Новом Орлеане"
19,АМАДЕУС ХОЛИЯ,"Эмоциональная демонстрация пионера и технического писателя, который должен сражаться с человеком в Балуне"
21,АМЕРИКАНСКИЙ ЦЕРКУС,"Разумная драма девушки и астронавта, которая должна встретиться с администратором базы данных в акульем танке"
22,МИССАММЕР МАССАД,"Эмоциональный характер исследования дантиста и крокодила, который должен встретиться с сумо-рестлером в Калифорнии"
25,АНГЕЛЬСКАЯ ЖИЗНЬ,"Разумное представление женщины и астронавта, которая должна сразиться с роботом в Берлине"
27,ЧЕЛОВЕЧЕСКОЕ ЧЕЛОВЕЧЕСТВО,"Удивительное отражение администратора базы данных и астронавта, который должен выпустить администратора базы данных в акульем танке"
31,ПАШЕ ДИВИН,"Тревожное воспоминание о пирожном-поваре и учителе, который должен преодолеть сумо-рестлер в U-Boat"
36,АРГОНАВЫ ОТ НАСТОЯЩИХ,"Эмоциональная эмоция судебно-психиатра и дворецкого, который должен бросить вызов официантке в оставленных шахтах"
38,АРК-МОДЕЛИРОВАНИЕ,"Прекрасная ярна пионера и обезьяны, которые должны преследовать исследователь в пустыне Сахара"
45,НЬЮ-ТОН,"Поразительная панорама композитора и фрисби, которая должна дотянуться до мужа в Древней Японии"
55,БАРБЕЛЛА СТРЕТКАР,"Историю феминистки и кошку, которая должна побеждать собаку в монастыре"
58,БЕДНЫЕ УЧАСТНИКИ,"Ужасное представление о женщине и безумном учёном, который должен перестрелять акулу в Советской Грузии"
60,БЕЖЕНЦАТАЯ ГУМАНКА,"Побуждает благоговейный порыв студента и белки, которые должны позорить мальчика в Древнем Китае"
78,ЧАСТНЫЙ ЧАСТНЫЙ,"Вспыльчивая ярна пекарского шеф-повара и безумного учёного, который должен бросить вызов секретному агенту в Древней Японии"
82,БЛИЖНИЕ АРГОНАУТЫ,"Скучная драма Исследователя и человека, который должен убить лумберджека в Манхэттенском пентхаусе"
85,БОННИ ГОЛОКАУСТ,"Быстрая история о крокодиле и роботе, который должен найти мус в Древней Японии"
88,РОЖДЕННЫЙ СПИНАЛ,"Прикосновение фрисби и мужа, который должен преследовать студента в Нигерии"
