film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
3,АДАПТАЦИОННЫЕ ХОЛЫ,"Потрясающее воспоминание о люмберджеке и машине, которая должна поглотить люмберджек на фабрике в Балуне",2006,1,,7,2.99,50,18.99,НС-17,"Прицепы, изъятые из эксплуатации",2006-02-15T04:03:42
19,АМАДЕУС ХОЛИЯ,"Эмоциональная демонстрация пионера и технического писателя, который должен сражаться с человеком в Балуне",2006,1,,6,0.99,113,20.99,ГУ,"Комментаторы, Изъятые Сцены, За Сценами",2006-02-15T04:03:42
21,АМЕРИКАНСКИЙ ЦЕРКУС,"Разумная драма девушки и астронавта, которая должна встретиться с администратором базы данных в акульем танке",2006,1,,3,4.99,129,17.99,Р,"Комментаторы, За сценами",2006-02-15T04:03:42
29,АНТИТРУТНЫЕ ПОТОМКИ,"Ужасная ярна женщины и феминистки, которые должны украсть администратора базы данных в древней Индии",2006,1,,5,2.99,168,11.99,НС-17,"Прицепы, комментаторы, изъятые сцены",2006-02-15T04:03:42
56,ЧЕЛОВЕЧЕСКИЙ БАРЕФОТ,"Беспокойная история о кошке и студентке, которая должна исцелить девушку в заброшенном парке развлечений",2006,1,,6,2.99,129,15.99,G,"Прицепы, комментаторы",2006-02-15T04:03:42
67,БЕРЕТСКИЙ АГЕНТ,"Таут Сага крокодил и мальчик, который должен преодолеть технического писателя в Древнем Китае",2006,1,,5,2.99,77,24.99,ГУ-13,Сцены удалены,2006-02-15T04:03:42
85,БОННИ ГОЛОКАУСТ,"Быстрая история о крокодиле и роботе, который должен найти мус в Древней Японии",2006,1,,4,0.99,63,29.99,G,Сцены удалены,2006-02-15T04:03:42
97,ТОРМОЗНЫЙ ИНТРОГОВ,"Эпическая история о роботе и обезьяне, которая должна искоренять человека в Новом Орлеане",2006,1,,7,0.99,56,24.99,G,"Прицепы, комментаторы, за сценами",2006-02-15T04:03:42
101,БРОДУШНЫЙ БЛАНКЕТ,"Удовлетворительный характер исследования дворецкого и технического писателя, который должен поглотить астронавта в древней Японии",2006,1,,3,0.99,73,26.99,Р,За сценами,2006-02-15T04:03:42
105,БОЛЬШАЯ ШАУШАНКА,"Фантастическая драма муз и белка, которые должны побеждать пионера в канадских скалистых скалах",2006,1,,6,0.99,125,21.99,НС-17,Сцены удалены,2006-02-15T04:03:42
107,МЕЖПРАВИТЕЛЬСТВЕННЫЕ МИНИСТЕРСТВА,"Эмоциональная история феминистки и феминистки, которая должна сбежать от пасторского шеф-повара в конвенции MySQL",2006,1,,4,2.99,63,13.99,G,За сценами,2006-02-15T04:03:42
111,КАДИССКИЙ ДЖЕДИК,"Побуждающий благоговейный порыв женщины и безумца, который должен сражаться с роботом в Советской Грузии",2006,1,,3,0.99,52,17.99,НС-17,"Комментаторы, Исключенные сцены",2006-02-15T04:03:42
