playerid,award,year,lgid,note,pos
conacli01,Вторая команда всех звезд,1936,NHL,,D
trembjc01,Первая команда всех звезд,1972,WHA,,D
hasekdo01,Первая команда всех звезд,1998,NHL,,G
gainebo01,Селке,1978,NHL,,
tayloda01,Король Клэнси,1990,NHL,,
howego01,Арт Росс,1952,NHL,,
harvedo01,Норрис,1954,NHL,,
rozsimi01,Плюс минус,2005,NHL,галстук,
hullbo01,Арт Росс,1965,NHL,,
smithbi01,Везина,1981,NHL,,
clarkbo01,Вторая команда всех звезд,1972,NHL,,C
carsoji01,Все новички,1986,NHL,,C
vachoro01,Вторая команда всех звезд,1976,NHL,,G
richama01,Первая команда всех звезд,1946,NHL,,RW
johnsch01,Вторая команда всех звезд,1933,NHL,,D
charazd01,Плюс минус,2010,NHL,,
smithbi01,Первая команда всех звезд,1981,NHL,,G
drydeda01,Хоу,1978,WHA,МВП,
bathgan01,Вторая команда всех звезд,1962,NHL,,RW
jovaned01,Все новички,1995,NHL,,D
kellyre01,Вторая команда всех звезд,1949,NHL,,D
jacksbu01,Первая команда всех звезд,1936,NHL,,ЛВ
gadsbbi01,Вторая команда всех звезд,1956,NHL,,D
leachre01,Конн Смайт,1975,NHL,,
shanabr01,Первая команда всех звезд,1999,NHL,,ЛВ
jenseda02,Дженнингс,1985,NHL,Совместное использование,
eschero01,Дженнингс,2002,NHL,Совместное использование,
ridlemi01,Все новички,1985,NHL,,C
belivje01,Вторая команда всех звезд,1965,NHL,,C
iginlja01,Первая команда всех звезд,2001,NHL,,RW
waltomi01,Охотник,1973,WHA,Скручивание,
hullbo01,Первая команда всех звезд,1967,NHL,,ЛВ
flamafe01,Вторая команда всех звезд,1956,NHL,,D
hollefl01,Вторая команда всех звезд,1942,NHL,,D
gorinbu01,Конн Смайт,1980,NHL,,
forsbpe01,Харт,2002,NHL,,
leetcbr01,Вторая команда всех звезд,1990,NHL,,D
esposph01,Арт Росс,1973,NHL,,
messima01,Пирсон,1989,NHL,,
lidstni01,Норрис,2001,NHL,,
shanabr01,Первая команда всех звезд,1993,NHL,,ЛВ
hasekdo01,Дженнингс,1993,NHL,Совместное использование,
niedesc01,Первая команда всех звезд,2006,NHL,,D
backsra01,Дено,1973,WHA,Самый джентльменский,
smithge01,Все новички,1989,NHL,,D
clarkbo01,Харт,1972,NHL,,
juneajo01,Все новички,1992,NHL,,ЛВ
potvide01,Норрис,1977,NHL,,
kehoeri01,Леди Бинг,1980,NHL,,
mccoofr01,Колдер,1944,NHL,,
drydeke01,Конн Смайт,1970,NHL,,
parkbr01,Первая команда всех звезд,1969,NHL,,D
bourqra01,Первая команда всех звезд,1991,NHL,,D
langeda01,Вторая команда всех звезд,1978,WHA,,D
mikitst01,Арт Росс,1964,NHL,,
niedesc01,Конн Смайт,2006,NHL,,
bossymi01,Вторая команда всех звезд,1978,NHL,,RW
bouchbu01,Первая команда всех звезд,1945,NHL,,D
turekro01,Вторая команда всех звезд,1999,NHL,,G
durnabi01,Везина,1944,NHL,,
esposph01,Первая команда всех звезд,1969,NHL,,C
vickest01,Колдер,1972,NHL,,
lemiema01,Арт Росс,1996,NHL,,
kellyre01,Леди Бинг,1960,NHL,,
sevigri01,Везина,1980,NHL,Совместное использование,
daneyke01,Мастертон,1999,NHL,,
howego01,Вторая команда всех звезд,1958,NHL,,RW
howego01,Арт Росс,1950,NHL,,
smithcl01,Леди Бинг,1938,NHL,,
bossymi01,Леди Бинг,1983,NHL,,
rogermi01,Дено,1974,WHA,Самый джентльменский,
wilsodo01,Вторая команда всех звезд,1989,NHL,,D
parenbe01,Везина,1973,NHL,галстук,
mooredi01,Вторая команда всех звезд,1960,NHL,,ЛВ
breweca01,Вторая команда всех звезд,1964,NHL,,D
messima01,Первая команда всех звезд,1981,NHL,,ЛВ
brodema01,Везина,2006,NHL,,
orrbo01,Первая команда всех звезд,1971,NHL,,D
lemiema01,Все новички,1984,NHL,,C
orrbo01,Арт Росс,1974,NHL,,
moreaet01,Король Клэнси,2008,NHL,,
lidstni01,Первая команда всех звезд,1999,NHL,,D
provocl01,Мастертон,1967,NHL,,
lemiema01,Плюс минус,1992,NHL,,
masonst01,Колдер,2008,NHL,,
ftorero01,Первая команда всех звезд,1976,WHA,,C
kellyre01,Первая команда всех звезд,1951,NHL,,D
brimsfr01,Вторая команда всех звезд,1940,NHL,,G
pilotpi01,Вторая команда всех звезд,1960,NHL,,D
hortoti01,Первая команда всех звезд,1968,NHL,,D
laflegu01,Харт,1977,NHL,,
dennecy01,Арт Росс,1923,NHL,,
coultar01,Вторая команда всех звезд,1939,NHL,,D
sheppra01,Все новички,1987,NHL,,RW
sakicjo01,Пирсон,2000,NHL,,
barrato01,Все новички,1983,NHL,,G
meaghri01,Селке,1989,NHL,,
amontto01,Все новички,1991,NHL,,RW
delveal01,Вторая команда всех звезд,1958,NHL,,ЛВ
yzermst01,Пирсон,1988,NHL,,
laflegu01,Первая команда всех звезд,1975,NHL,,RW
belfoed01,Крозье,1999,NHL,,
hallgl01,Первая команда всех звезд,1956,NHL,,G
datsypa01,Леди Бинг,2005,NHL,,
orrbo01,Норрис,1970,NHL,,
seibeea01,Вторая команда всех звезд,1939,NHL,,D
jenseal01,Дженнингс,1983,NHL,Совместное использование,
richama01,Первая команда всех звезд,1954,NHL,,RW
ovechal01,Линдси,2009,NHL,,
crosbsi01,Мессье,2009,NHL,,
goodfeb01,Вторая команда всех звезд,1935,NHL,,D
trottbr01,Король Клэнси,1988,NHL,,
primejo01,Леди Бинг,1931,NHL,,
leclajo01,Первая команда всех звезд,1994,NHL,,ЛВ
laflegu01,Пирсон,1977,NHL,,
hejdumi01,Ричард,2002,NHL,,
shuttst01,Вторая команда всех звезд,1977,NHL,,ЛВ
neelyca01,Мастертон,1993,NHL,,
bourqra01,Первая команда всех звезд,1990,NHL,,D
shoreed01,Харт,1932,NHL,,
plantja01,Первая команда всех звезд,1955,NHL,,G
turekro01,Дженнингс,1998,NHL,Совместное использование,
staplpa01,Вторая команда всех звезд,1971,NHL,,D
hullbo01,Дэвидсон,1972,WHA,МВП,
hedbean01,Первая команда всех звезд,1975,WHA,,RW
drurych01,Колдер,1998,NHL,,
nasluma02,Первая команда всех звезд,2003,NHL,,ЛВ
thomati01,Дженнингс,2008,NHL,Совместное использование,
iginlja01,Все новички,1996,NHL,,F
jacksbu01,Первая команда всех звезд,1934,NHL,,ЛВ
nilsske01,Каплан,1977,WHA,Новичок,
howego01,Первая команда всех звезд,1956,NHL,,RW
lindste01,Арт Росс,1949,NHL,,
daousda01,Все новички,1982,NHL,,C
bergfni01,Все новички,2009,NHL,,F
drurych01,Все новички,1998,NHL,,F
orrbo01,Арт Росс,1969,NHL,,
shoreed01,Первая команда всех звезд,1931,NHL,,D
crawfco01,Все новички,2010,NHL,,G
bourqra01,Король Клэнси,1991,NHL,,
ovechal01,Первая команда всех звезд,2007,NHL,,ЛВ
barrato01,Вторая команда всех звезд,1984,NHL,,G
cleghod01,Арт Росс,1918,NHL,,
leyri01,Мёрфи,1978,WHA,Лучший защитник,
shoreed01,Первая команда всех звезд,1938,NHL,,D
sawchte01,Везина,1951,NHL,,
salmibo01,Первая команда всех звезд,1976,NHL,,D
schmimi01,Арт Росс,1939,NHL,,
alfreda01,Вторая команда всех звезд,2005,NHL,,RW
mikitst01,Вторая команда всех звезд,1964,NHL,,C
