charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1782838,2378,354,8,1999-07-26T10:50:00,2.0,2378,
1388814,9759,500,4,1999-06-19T10:50:28,2194.0,9759,
5149,2427,480,6,1999-09-04T10:44:00,1373.0,12427,
47908,7536,481,2,1999-09-21T10:47:18,2746.0,27536,
1048864,8265,411,8,1999-09-15T10:47:23,3965.0,28265,
980431,3448,359,8,1999-07-14T10:49:49,4522.0,3448,
48867,9051,492,2,1999-06-19T10:47:23,2156.0,9051,
939390,9469,445,6,1999-09-21T10:46:39,3529.0,29469,
1662357,6685,435,3,1999-10-06T10:48:24,187.0,26685,
1101262,9940,450,3,1999-08-04T10:43:43,2068.0,9940,
1673925,8283,414,2,1999-06-27T10:49:19,2118.0,8283,
1621014,2559,499,8,1999-07-13T10:45:12,2891.0,2559,
1686892,6158,500,6,1999-06-25T10:50:19,1836.0,6158,
1497086,9495,467,9,1999-09-11T10:51:07,237.0,19495,
9561,9540,499,3,1999-09-23T10:44:20,4235.0,29540,
1744596,8335,500,9,1999-08-03T10:47:03,614.0,8335,
583701,7402,484,8,1999-07-11T10:50:04,4799.0,7402,
735416,9266,500,6,1999-10-03T10:46:20,3799.0,29266,
740222,9389,452,5,1999-09-15T10:46:43,452.0,29389,
827787,9966,435,8,1999-07-08T10:45:45,3637.0,9966,
918889,8708,51,10,1999-07-29T10:45:02,2751.0,8708,
1901754,2848,496,4,1999-06-30T10:43:45,2601.0,2848,
854295,6577,429,9,1999-10-12T10:47:48,1356.0,26577,
1856921,8943,466,4,1999-10-13T10:47:59,3298.0,0,
16848,9793,407,4,1999-10-04T10:44:53,176.0,29793,
22179,7193,411,7,1999-08-16T10:45:17,1335.0,17193,
1040045,4138,348,4,1999-07-25T10:46:42,848.0,4138,
1962299,7410,446,3,1999-06-30T10:48:24,4284.0,7410,
1817761,8456,490,6,1999-08-21T10:44:57,3859.0,18456,
1909537,8632,329,8,1999-07-03T10:44:20,3453.0,8632,
76560,9434,470,7,1999-06-16T10:49:31,2095.0,9434,
580090,2633,347,4,1999-08-17T10:49:47,3101.0,12633,
1439435,2524,500,2,1999-07-27T10:46:39,1079.0,2524,
1029038,8833,116,5,1999-09-17T10:45:51,3511.0,28833,
1826700,5379,460,9,1999-09-06T10:45:40,2850.0,15379,
569060,9930,489,6,1999-08-04T10:48:56,3978.0,9930,
30820,9690,350,3,1999-07-07T10:45:59,2788.0,9690,
1141582,6937,390,3,1999-07-03T10:46:49,2174.0,6937,
1232571,7350,500,3,1999-07-15T10:46:08,1589.0,7350,
1625336,1267,486,7,1999-09-12T10:45:33,2354.0,11267,
1704858,9493,463,9,1999-08-12T10:43:59,4057.0,9493,
1015704,9886,499,10,1999-09-16T10:44:47,1704.0,29886,
714847,6828,391,9,1999-10-13T10:44:43,4686.0,0,
1406453,8321,432,7,1999-07-24T10:44:06,1812.0,8321,
1752176,8417,354,2,1999-08-19T10:47:39,4605.0,18417,
669088,2290,464,2,1999-09-20T10:48:56,4273.0,22290,
851488,4471,449,3,1999-10-07T10:47:35,495.0,24471,
917132,7512,445,5,1999-08-02T10:44:54,3711.0,7512,
1800474,9450,404,7,1999-08-06T10:43:40,840.0,9450,
1461078,7758,336,7,1999-07-15T10:48:18,4140.0,7758,
564446,8880,400,7,1999-08-16T10:48:34,887.0,18880,
1972290,9520,319,7,1999-07-14T10:49:11,2967.0,9520,
916305,9627,475,10,1999-06-29T10:44:51,2508.0,9627,
1405440,8547,362,5,1999-09-19T10:44:02,3290.0,28547,
887317,9999,455,3,1999-07-27T10:50:21,564.0,9999,
975583,6354,475,9,1999-06-16T10:49:26,2338.0,6354,
1033828,9607,390,10,1999-09-19T10:46:13,4446.0,29607,
622399,9664,370,4,1999-08-15T10:45:18,4900.0,19664,
1027323,9370,500,9,1999-06-28T10:45:43,2407.0,9370,
1688523,9198,499,3,1999-08-18T10:50:27,4889.0,19198,
771458,5379,184,9,1999-07-28T10:49:07,1268.0,5379,
1036757,6808,403,10,1999-09-30T10:46:27,900.0,26808,
1477287,8533,403,4,1999-08-13T10:49:34,4501.0,18533,
1286212,3863,295,4,1999-07-28T10:50:16,4101.0,3863,
1958393,7926,385,6,1999-06-26T10:48:06,4832.0,7926,
1230012,7228,498,8,1999-09-21T10:45:55,4837.0,27228,
522444,7945,173,5,1999-10-07T10:45:18,3727.0,27945,
762239,9290,490,10,1999-07-26T10:48:23,4416.0,9290,
1838202,3388,482,5,1999-06-18T10:46:33,2630.0,3388,
648550,8405,500,4,1999-07-22T10:47:21,3572.0,8405,
23108,4271,412,4,1999-10-08T10:45:21,3948.0,24271,
1143056,8236,488,10,1999-10-01T10:46:56,3704.0,28236,
1308535,5842,424,4,1999-09-14T10:44:15,3713.0,25842,
1966641,9865,213,8,1999-09-14T10:48:44,348.0,29865,
631607,9507,483,4,1999-06-24T10:46:02,171.0,9507,
859606,4620,498,6,1999-06-30T10:48:11,2066.0,4620,
898046,4678,475,2,1999-07-28T10:51:11,2981.0,4678,
1996337,9310,234,8,1999-07-29T10:51:03,234.0,9310,
1951392,9977,488,5,1999-07-30T10:47:34,228.0,9977,
882509,9374,466,10,1999-08-16T10:49:58,4325.0,19374,
958733,4477,390,8,1999-09-18T10:48:07,4148.0,24477,
551106,9240,498,8,1999-08-02T10:47:33,2812.0,9240,
1817453,5018,498,2,1999-09-24T10:44:56,1669.0,25018,
578704,8302,356,5,1999-10-13T10:49:41,4349.0,0,
1568713,3851,499,9,1999-09-19T10:48:54,4723.0,23851,
1522573,9934,484,2,1999-09-01T10:45:19,3517.0,19934,
1849795,9821,454,3,1999-06-16T10:47:27,3185.0,9821,
1586076,9771,498,8,1999-09-16T10:50:15,575.0,29771,
1812148,6819,446,5,1999-09-13T10:44:32,3682.0,26819,
1257555,9831,494,9,1999-06-19T10:48:02,2161.0,9831,
83652,9846,477,10,1999-09-30T10:50:04,3782.0,29846,
1455009,8643,459,8,1999-10-11T10:47:51,3959.0,28643,
1392854,7189,408,9,1999-09-02T10:50:47,258.0,17189,
