raceid,driverid,lap,position,time,milliseconds
68,37,11,7,1:47.000,107000
95,13,31,8,1:23.953,83953
850,815,28,12,1:38.107,98107
141,56,45,8,1:32.888,92888
895,17,21,2,1:37.878,97878
915,8,34,10,1:44.789,104789
48,11,1,17,1:36.907,96907
156,57,9,5,1:16.773,76773
854,17,16,5,1:54.117,114117
172,25,53,11,1:17.008,77008
56,33,19,19,1:29.463,89463
855,811,44,16,1:39.160,99160
171,57,38,2,1:26.320,86320
179,23,31,7,1:26.924,86924
234,77,11,1,1:47.887,107887
27,2,1,11,1:30.714,90714
867,154,31,2,2:35.020,155020
854,13,42,13,2:16.302,136302
165,56,1,22,4:21.594,261594
83,2,36,7,1:23.753,83753
956,831,12,9,1:13.518,73518
226,50,4,8,1:35.600,95600
43,14,68,13,1:17.447,77447
215,14,8,3,1:28.238,88238
89,8,15,3,1:34.659,94659
974,828,52,16,1:17.444,77444
16,21,15,16,1:15.831,75831
99,21,50,12,1:17.357,77357
18,5,34,2,1:28.565,88565
201,14,18,2,1:46.314,106314
972,815,46,6,1:39.255,99255
976,839,39,4,1:45.634,105634
75,14,64,8,1:17.156,77156
101,2,35,16,1:20.225,80225
101,42,64,7,1:15.016,75016
191,63,15,11,1:36.569,96569
232,71,15,1,1:19.709,79709
853,4,2,1,2:21.991,141991
852,15,32,16,2:08.735,128735
204,22,19,15,1:28.450,88450
206,65,23,12,1:43.531,103531
139,11,50,12,1:39.138,99138
76,17,4,5,1:17.665,77665
81,22,49,7,1:23.686,83686
98,31,3,14,2:02.217,122217
206,35,37,6,1:42.574,102574
64,23,19,14,1:18.501,78501
146,54,63,11,1:13.776,73776
177,68,10,15,1:32.509,92509
132,2,56,7,1:34.224,94224
883,13,11,9,1:58.659,118659
202,49,54,5,1:26.164,86164
345,155,5,18,1:44.661,104661
160,15,36,8,1:29.309,89309
232,55,72,3,1:21.380,81380
153,23,1,4,1:26.877,86877
160,35,32,5,1:29.325,89325
972,8,17,3,1:39.021,99021
182,70,36,10,1:31.045,91045
38,17,41,10,1:36.192,96192
11,16,14,12,1:40.892,100892
209,55,35,5,1:29.538,89538
939,829,20,18,1:57.966,117966
56,30,15,1,1:25.572,85572
236,84,8,8,1:56.600,116600
17,154,20,18,1:44.126,104126
87,27,64,14,1:15.903,75903
212,64,46,14,1:24.464,84464
231,14,51,4,1:23.706,83706
195,75,34,16,1:30.366,90366
939,828,43,13,1:54.642,114642
953,4,64,5,1:20.187,80187
956,807,25,19,1:28.764,88764
115,8,2,16,1:21.149,81149
187,22,34,8,1:27.097,87097
53,11,35,18,1:39.846,99846
888,1,20,5,1:39.046,99046
885,817,56,13,1:21.538,81538
842,39,10,22,1:52.266,112266
894,17,22,8,1:45.866,105866
62,3,8,8,1:15.856,75856
151,4,8,16,1:28.846,88846
216,57,28,5,1:47.879,107879
128,2,61,4,1:23.000,83000
103,41,26,7,1:47.576,107576
80,2,9,14,1:18.904,78904
150,18,4,16,1:18.751,78751
148,55,23,11,2:04.916,124916
98,22,4,1,2:01.608,121608
144,56,40,9,1:30.161,90161
223,63,7,17,1:27.014,87014
25,3,20,18,1:21.171,81171
