constructorresultsid,raceid,constructorid,points,status
2426,244,17,0.0,
14155,843,6,14.0,
13858,524,59,0.0,
13619,540,56,0.0,
2050,210,24,0.0,
4786,401,34,4.0,
5332,440,4,6.0,
3176,300,22,13.0,
4587,387,6,0.0,
1358,148,6,6.0,
2103,215,24,0.0,
5314,438,51,0.0,
13765,518,54,0.0,
15382,963,209,0.0,
15377,963,10,12.0,
12208,609,81,1.0,
437,58,8,0.0,
14876,906,131,18.0,
6242,497,53,0.0,
6243,497,55,0.0,
12808,584,25,1.0,
12785,582,56,0.0,
1025,116,18,0.0,
683,82,9,2.0,
567,70,14,0.0,
12915,561,58,0.0,
22,19,5,0.0,
4024,358,34,5.0,
12406,594,63,0.0,
5222,432,18,0.0,
2291,232,28,0.0,
11078,690,187,0.0,
4167,365,32,1.0,
3667,328,21,0.0,
70,24,5,1.0,
5548,454,45,0.0,
6244,497,45,0.0,
14332,858,1,40.0,
255,42,9,2.0,
3433,315,17,0.0,
12307,616,6,0.0,
2198,224,25,1.0,
848,99,6,16.0,
2650,262,27,0.0,
6408,509,34,9.0,
10976,708,183,6.0,
3472,317,26,0.0,
5948,480,34,5.0,
446,59,13,0.0,
10029,749,106,0.0,
14682,887,207,0.0,
15517,976,15,1.0,
14121,355,5,2.0,
4694,395,3,9.0,
5547,454,53,0.0,
2099,215,21,1.0,
576,71,15,0.0,
4695,395,1,6.0,
5064,421,21,0.0,
4172,365,18,0.0,
15280,954,1,0.0,
10562,722,86,0.0,
13111,574,67,1.0,
883,102,1,0.0,
14345,859,1,15.0,
5721,465,1,0.0,
3654,327,35,0.0,
12462,598,57,0.0,
4963,414,26,0.0,
1888,196,21,4.0,
4248,369,35,0.0,
4630,390,37,0.0,
15288,955,3,9.0,
1742,183,6,10.0,
13276,552,25,0.0,
13185,546,34,0.0,
1150,128,19,0.0,
4660,392,33,0.0,
3170,299,35,0.0,
238,40,8,0.0,
539,68,11,8.0,
768,91,6,15.0,
5228,432,50,0.0,
15077,932,208,7.0,
4402,377,27,0.0,
915,105,17,0.0,
1778,186,3,2.0,
5558,455,27,0.0,
5512,452,21,1.0,
12279,613,58,0.0,
3820,336,33,0.0,
5233,433,21,1.0,
5538,454,4,13.0,
3260,305,42,0.0,
15379,963,4,1.0,
13839,523,58,0.0,
2841,276,18,1.0,
14482,870,15,0.0,
2216,226,3,16.0,
15352,961,6,27.0,
13290,553,58,0.0,
13330,556,6,6.0,
5437,447,34,9.0,
13990,344,10,3.0,
1880,195,20,0.0,
10912,700,6,6.0,
11733,645,34,6.0,
4741,398,6,3.0,
6245,497,54,0.0,
12113,625,66,0.0,
15051,929,15,0.0,
1229,135,18,0.0,
12172,631,82,0.0,
4293,371,6,0.0,
2349,238,27,0.0,
4491,382,27,0.0,
3129,297,22,7.0,
