constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
9190,374,32,9.0,3,3,0
22945,565,73,1.0,13,13,0
17849,775,127,0.0,9,9,0
23620,537,54,0.0,12,12,0
5500,180,20,2.0,7,7,0
748,89,17,12.0,9,9,0
4790,285,26,0.0,12,12,0
23541,533,63,0.0,13,13,0
20815,684,193,0.0,16,16,0
10302,441,1,46.5,1,1,5
618,76,15,7.0,7,7,0
21316,658,180,15.0,2,2,1
26159,928,131,119.0,1,1,2
25531,258,25,2.0,7,7,0
24227,526,54,2.0,11,11,0
3465,302,18,0.0,12,12,0
24701,854,166,0.0,12,12,0
22198,618,81,1.0,11,11,0
11397,504,56,9.0,6,6,0
20385,701,181,1.0,6,6,0
9351,383,6,59.0,2,2,1
23314,554,58,13.0,7,7,1
10226,436,52,0.0,13,13,0
11126,488,6,17.0,3,3,1
19043,748,101,0.0,8,8,0
24854,865,10,28.0,8,8,0
9406,386,32,19.0,6,6,0
23570,534,32,49.0,1,1,4
19064,750,117,0.0,9,9,0
25366,212,26,0.0,12,12,0
5481,178,16,0.0,10,10,0
3460,302,33,1.0,11,11,0
25555,260,22,40.0,1,1,4
123,29,7,41.0,4,4,0
26078,913,10,117.0,5,5,0
2459,228,3,65.0,1,1,5
9504,392,25,2.0,8,8,0
24107,519,61,0.0,17,17,0
23428,559,70,0.0,19,19,0
11383,503,25,5.0,9,9,0
20789,683,191,27.0,1,1,2
2209,205,25,0.0,11,11,0
2503,232,3,101.0,1,1,7
10608,460,53,0.0,11,11,0
10501,453,21,3.0,5,5,0
22971,566,64,0.0,18,18,0
18872,760,167,0.0,6,6,0
20860,687,170,6.0,9,9,0
22322,597,78,0.0,16,16,0
21979,627,25,33.0,2,2,2
9509,392,18,0.0,15,15,0
5574,187,24,17.0,5,5,0
20126,715,183,21.0,4,4,1
26052,911,131,411.0,1,1,9
25835,45,4,32.0,3,3,0
26014,907,15,0.0,10,10,0
25609,263,29,3.0,9,9,0
21952,625,34,1.0,9,9,0
3464,302,6,16.0,4,4,0
5999,110,3,16.0,4,4,0
