targetid,raceid,driverid,win
15955,323,112,0
48701,737,458,0
48407,730,408,0
44497,822,664,0
53330,638,333,0
20299,415,95,0
49948,751,356,1
54179,628,328,0
54558,650,360,0
64426,843,30,0
54450,647,358,1
64618,851,2,0
66540,271,50,0
18082,14,153,0
6813,291,30,0
67779,957,20,0
53441,641,304,0
66203,262,105,0
48626,735,444,0
18438,363,118,0
21209,442,118,0
53764,674,351,0
6978,295,84,0
53713,673,235,0
66650,901,813,0
58248,556,252,0
43525,838,799,0
55492,596,307,0
50339,755,440,0
45070,813,704,0
54809,606,232,0
12262,116,2,0
21762,458,173,0
48540,734,401,0
13217,70,15,0
21195,441,102,0
19202,379,138,0
43878,829,427,0
51057,700,373,0
56514,560,187,0
21689,456,158,0
22090,467,202,0
19691,395,157,0
58644,518,203,0
56995,573,222,0
63772,338,16,0
19243,380,166,0
46341,797,579,0
65218,871,1,0
55394,593,251,0
48819,693,387,0
17989,10,5,0
54320,631,305,0
53431,640,337,0
59367,511,203,0
44042,831,680,0
56423,588,178,0
17446,315,110,0
54764,655,238,0
51979,806,655,0
45093,814,689,0
43428,837,770,0
22184,470,202,1
12368,121,17,0
63568,725,374,0
225,29,3,0
11455,145,14,0
11670,154,44,0
11946,133,11,0
18428,362,99,0
68074,966,815,0
59292,509,200,0
49457,773,528,0
43821,829,763,0
22456,478,163,0
52630,683,387,0
43626,825,589,0
16468,336,65,0
