driverstandingsid,raceid,driverid,points,position,positiontext,wins
53448,641,333,0.0,30,30,0
66455,269,102,0.0,34,34,0
51402,707,425,0.0,28,28,0
67883,961,18,17.0,15,15,0
53713,673,235,20.0,2,2,1
5246,234,56,9.0,10,10,0
10529,253,55,40.0,5,5,1
56991,573,182,64.0,1,1,5
44656,824,521,0.0,68,68,0
3154,162,15,4.0,9,9,0
12496,94,31,18.0,6,6,0
17362,313,127,0.0,22,22,0
13864,47,17,8.0,11,11,0
67450,942,8,123.0,4,4,0
43824,829,589,0.0,20,20,0
11116,179,49,13.0,4,4,0
19731,396,122,1.0,20,20,0
18574,366,112,0.0,31,31,0
65844,893,807,19.0,13,13,0
19563,390,110,4.0,7,7,0
4501,201,68,0.0,22,22,0
18615,367,129,1.0,23,23,0
44875,811,656,6.0,6,6,0
47189,780,533,0.0,23,23,0
57700,542,182,44.0,4,4,2
51456,708,402,0.0,37,37,0
57033,573,243,1.0,20,20,0
46443,798,589,0.0,28,28,0
43728,827,611,0.0,31,31,0
55168,617,290,3.0,15,15,0
44989,812,693,0.0,33,33,0
51709,803,592,0.0,52,52,0
43638,825,633,0.0,19,19,0
55103,615,332,5.0,11,11,0
62498,764,476,0.0,23,23,0
11167,181,48,0.0,19,19,0
66053,258,30,20.0,1,1,2
48270,744,427,0.0,18,18,0
50321,755,376,1.0,24,24,0
22487,478,136,0.0,35,35,0
11130,179,63,0.0,16,16,0
17314,312,94,3.0,12,12,0
49858,749,430,0.0,22,22,0
46619,787,608,1.5,18,18,0
64667,852,18,149.0,4,4,2
12771,106,13,11.0,12,12,0
17096,306,137,6.0,4,4,0
46663,787,526,0.0,64,64,0
48075,738,360,1.0,6,6,0
3186,163,65,0.0,22,22,0
54182,628,223,13.0,6,6,0
52731,686,390,0.0,22,22,0
19574,390,163,1.0,13,13,0
12861,55,15,0.0,17,17,0
5103,227,83,0.0,19,19,0
11674,154,56,4.0,15,15,0
65449,877,814,46.0,13,13,0
43791,828,700,0.0,46,46,0
62001,757,512,5.0,5,5,0
23004,490,217,0.0,26,26,0
