qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
2799,265,100,33,20,22,1:48.229,,
4704,848,20,9,1,1,1:39.116,1:37.305,1:36.975
4045,122,23,3,4,5,1:12.078,,
2073,226,35,3,6,3,1:30.907,,
7278,975,828,15,9,19,1:14.495,,
1572,173,22,6,4,4,1:36.330,,
702,51,4,1,1,4,1:35.809,1:35.845,1:36.576
2278,243,90,28,22,25,1:28.963,,
7187,971,13,3,19,8,1:31.373,1:30.677,1:30.074
1141,77,17,3,7,3,1:30.368,,
5459,880,821,15,12,18,1:47.776,,
1174,78,32,9,15,16,1:18.249,,
3307,17,20,9,15,2,1:40.666,1:39.984,1:41.615
6073,908,821,15,21,14,1:43.285,1:40.912,
3159,9,15,7,9,14,1:31.760,1:42.771,
5977,904,8,6,7,6,1:28.308,1:27.335,1:27.104
2950,271,70,32,12,17,1:39.721,,
4582,842,10,166,24,21,1:40.648,,
2735,263,49,15,30,10,1:17.830,,
6959,960,832,5,55,15,1:48.876,1:49.038,
2419,249,89,29,10,18,1:22.081,,
3188,11,22,23,23,3,1:39.019,1:38.076,1:39.563
5629,888,814,10,14,12,1:31.322,1:30.697,
943,62,21,4,2,3,1:12.287,1:11.200,1:11.920
4170,94,14,1,5,10,1:16.636,,
5718,893,8,208,7,13,1:45.522,1:45.658,
382,36,18,11,7,14,1:27.540,1:27.264,
6065,908,1,131,44,6,1:41.058,1:34.870,1:39.232
5173,868,18,1,3,18,1:48.044,,
1047,66,24,5,20,19,1:29.250,,
4532,76,27,18,21,14,1:19.229,1:22.977,
6297,918,8,6,7,7,1:42.439,1:42.168,1:42.236
6937,959,154,210,8,15,1:16.328,1:16.086,
2456,251,57,1,8,7,1:25.920,,
6680,945,828,15,9,18,1:43.838,,
248,29,16,10,20,20,1:39.943,,
5045,863,815,15,15,8,1:33.814,1:33.660,1:33.394
260,30,12,4,6,12,1:47.052,1:46.965,
2808,266,79,25,3,5,1:20.232,,
4025,121,48,3,4,5,1:21.834,,
6508,937,815,10,11,5,1:49.006,1:48.792,1:48.599
7190,971,826,5,26,11,1:31.531,1:30.923,
6688,948,13,3,19,6,1:25.918,1:25.644,1:25.458
5660,890,824,206,22,21,1:23.787,,
6737,950,13,3,19,11,1:38.016,1:37.347,
6234,915,820,206,4,21,1:43.649,,
3402,340,18,1,1,5,1:36.122,1:35.443,1:34.979
2833,267,56,17,15,4,2:22.074,,
4928,858,814,10,15,10,1:41.064,1:40.414,
3798,108,52,17,12,17,1:31.242,,
7266,975,13,3,19,7,1:13.435,1:13.012,1:12.858
5662,891,1,131,10,1,2:00.368,1:49.067,2:01.012
5033,862,808,207,21,20,1:38.677,,
5390,877,808,207,21,21,1:45.151,,
818,56,17,3,9,10,1:24.992,1:23.718,1:24.795
6291,918,3,131,6,1,1:41.308,1:41.459,1:40.480
2514,253,97,29,9,17,1:23.689,,
1591,175,57,1,1,1,1:30.462,,
7368,980,839,10,31,9,1:45.277,1:45.006,1:45.369
7130,968,821,210,21,13,1:41.639,1:41.480,
2534,254,88,27,25,13,1:16.519,,
3943,117,30,6,1,3,1:15.480,,
1024,65,3,3,10,18,1:22.084,,
3624,349,30,131,3,11,1:56.313,1:47.874,
6968,961,20,6,5,3,1:23.077,1:22.275,1:21.972
5906,902,817,9,3,3,1:36.220,1:34.592,1:34.051
3080,5,67,5,12,15,1:21.033,1:21.067,
6964,960,828,15,9,20,1:49.071,,
4282,100,22,6,2,2,1:18.305,,
6808,953,825,4,20,16,1:16.253,1:16.058,
957,62,14,9,14,17,1:13.180,,
5111,866,4,6,5,3,1:14.916,1:14.314,1:14.151
3659,350,810,166,25,22,1:25.974,,
6333,927,13,3,19,7,1:40.543,1:41.230,1:52.473
3762,355,17,9,6,5,1:40.690,1:40.074,1:39.925
4630,844,24,164,23,21,1:30.692,,
4624,844,815,15,17,15,1:27.778,1:27.244,
2784,265,87,25,4,7,1:45.474,,
1834,208,57,1,9,4,1:16.692,,
5304,874,815,15,15,6,1:32.147,1:32.169,1:32.022
3019,2,5,1,2,14,1:35.023,1:34.924,
