constructorid,constructorref,name,nationality,url
1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
2,bmw_sauber,BMW Sauber,German,http://en.wikipedia.org/wiki/BMW_Sauber
3,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
4,renault,Renault,French,http://en.wikipedia.org/wiki/Renault_F1
5,toro_rosso,Toro Rosso,Italian,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso
6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
9,red_bull,Red Bull,Austrian,http://en.wikipedia.org/wiki/Red_Bull_Racing
10,force_india,Force India,Indian,http://en.wikipedia.org/wiki/Force_India
17,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix
18,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi
20,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
29,footwork,Footwork,British,http://en.wikipedia.org/wiki/Footwork_Arrows
32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
35,dallara,Dallara,Italian,http://en.wikipedia.org/wiki/Dallara
37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering
40,lambo,Lambo,Italian,http://en.wikipedia.org/wiki/Modena_(racing_team)
49,zakspeed,Zakspeed,German,http://en.wikipedia.org/wiki/Zakspeed
51,alfa,Alfa Romeo,Italian,http://en.wikipedia.org/wiki/Alfa_Romeo_(Formula_One)
56,fittipaldi,Fittipaldi,Brazilian,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29
57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
58,shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
64,hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing
66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM
82,matra,Matra,French,http://en.wikipedia.org/wiki/Matra
105,maserati,Maserati,Italian,http://en.wikipedia.org/wiki/Maserati
108,epperly,Epperly,American,http://en.wikipedia.org/wiki/Epperly
113,kurtis_kraft,Kurtis Kraft,American,http://en.wikipedia.org/wiki/Kurtis_Kraft
125,connaught,Connaught,British,http://en.wikipedia.org/wiki/Connaught_Engineering
129,stevens,Stevens,American,http://en.wikipedia.org/wiki/Stevens_(constructor)
138,nichels,Nichels,American,http://en.wikipedia.org/wiki/Nichels
143,del_roy,Del Roy,American,http://en.wikipedia.org/wiki/Del_Roy
176,lotus-brm,Lotus-BRM,British,http://en.wikipedia.org/wiki/Team_Lotus
199,march-alfa_romeo,March-Alfa Romeo,British,http://en.wikipedia.org/wiki/March_Engineering
207,caterham,Caterham,Malaysian,http://en.wikipedia.org/wiki/Caterham_F1
208,lotus_f1,Lotus F1,British,http://en.wikipedia.org/wiki/Lotus_F1
7,toyota,Toyota,Japanese,http://en.wikipedia.org/wiki/Toyota_Racing
11,honda,Honda,Japanese,http://en.wikipedia.org/wiki/Honda_Racing_F1
15,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber
23,brawn,Brawn,British,http://en.wikipedia.org/wiki/Brawn_GP
27,ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier
28,forti,Forti,Italian,http://en.wikipedia.org/wiki/Forti
