hofid,yearid,votedby,ballots,needed,votes,inducted,category
davissp01h,1949,ББВАА,153.0,115.0,1.0,Н,Игрок
darkal01h,1972,ББВАА,396.0,297.0,55.0,Н,Игрок
sherdbi01h,1960,ББВАА,269.0,202.0,2.0,Н,Игрок
seymocy01h,1945,ББВАА,247.0,186.0,1.0,Н,Игрок
chylane99h,1999,Ветераны,,,,Y,Ампир
dinnebi01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
elliobo01h,1962,ББВАА,160.0,120.0,1.0,Н,Игрок
newhoha01h,1969,ББВАА,340.0,255.0,82.0,Н,Игрок
toneyfr01h,1949,ББВАА,153.0,115.0,1.0,Н,Игрок
crosefr01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
cochrmi01h,1947,ББВАА,161.0,121.0,128.0,Y,Игрок
bottoji01h,1952,ББВАА,234.0,176.0,7.0,Н,Игрок
brownmo01h,1949,Старые таймеры,,,,Y,Игрок
maranra01h,1954,ББВАА,252.0,189.0,209.0,Y,Игрок
cronijo01h,1952,ББВАА,234.0,176.0,48.0,Н,Игрок
gomezle01h,1955,ББВАА,251.0,189.0,71.0,Н,Игрок
vandejo01h,1960,ББВАА,269.0,202.0,31.0,Н,Игрок
mayca01h,1983,ББВАА,374.0,281.0,0.0,Н,Игрок
adamsba01h,1952,ББВАА,234.0,176.0,9.0,Н,Игрок
pendlte01h,2004,ББВАА,506.0,380.0,1.0,Н,Игрок
sainjo01h,1968,ББВАА,283.0,213.0,7.0,Н,Игрок
joynewa01h,2007,ББВАА,545.0,409.0,0.0,Н,Игрок
steinha01h,1937,ББВАА,201.0,151.0,1.0,Н,Игрок
crosefr01h,1958,ББВАА,266.0,200.0,5.0,Н,Игрок
murphda02h,1945,ББВАА,247.0,186.0,1.0,Н,Игрок
kuennha01h,1978,ББВАА,379.0,285.0,58.0,Н,Игрок
cardele01h,1981,ББВАА,401.0,301.0,1.0,Н,Игрок
slaugen01h,1979,ББВАА,432.0,324.0,297.0,Н,Игрок
splitpa01h,1990,ББВАА,444.0,333.0,0.0,Н,Игрок
hermabi01h,1948,ББВАА,121.0,91.0,1.0,Н,Игрок
daubeja01h,1938,ББВАА,262.0,197.0,1.0,Н,Игрок
wathajo01h,1991,ББВАА,443.0,333.0,0.0,Н,Игрок
mazerbi01h,1987,ББВАА,413.0,310.0,125.0,Н,Игрок
mcdougi01h,1973,ББВАА,380.0,285.0,2.0,Н,Игрок
bluegos01h,1956,ББВАА,193.0,145.0,2.0,Н,Игрок
lonboji01h,1986,ББВАА,425.0,319.0,3.0,Н,Игрок
bottoji01h,1950,ББВАА,168.0,126.0,8.0,Н,Игрок
mcdanli01h,1981,ББВАА,401.0,301.0,1.0,Н,Игрок
willsma01h,1981,ББВАА,401.0,301.0,163.0,Н,Игрок
hubbeca01h,1947,ББВАА,161.0,121.0,140.0,Y,Игрок
boddimi01h,1999,ББВАА,497.0,373.0,0.0,Н,Игрок
candito01h,2005,ББВАА,516.0,387.0,2.0,Н,Игрок
sainjo01h,1972,ББВАА,396.0,297.0,21.0,Н,Игрок
newcodo01h,1971,ББВАА,360.0,270.0,8.0,Н,Игрок
niekrph01h,1994,ББВАА,456.0,342.0,273.0,Н,Игрок
garvest01h,1994,ББВАА,456.0,342.0,166.0,Н,Игрок
mcnalda01h,1981,ББВАА,401.0,301.0,5.0,Н,Игрок
allendi01h,1996,ББВАА,470.0,353.0,89.0,Н,Игрок
terrybi01h,1947,ББВАА,161.0,121.0,46.0,Н,Игрок
foxne01h,1972,ББВАА,396.0,297.0,64.0,Н,Игрок
burdele01h,1974,ББВАА,365.0,274.0,7.0,Н,Игрок
marquru01h,1952,ББВАА,234.0,176.0,9.0,Н,Игрок
planked01h,1946,Выдвижение кандидатур,202.0,,34.0,Н,Игрок
parkeda01h,2000,ББВАА,499.0,375.0,104.0,Н,Игрок
riceji01h,1998,ББВАА,473.0,355.0,203.0,Н,Игрок
howarel01h,1982,ББВАА,415.0,312.0,40.0,Н,Игрок
meusebo01h,1938,ББВАА,262.0,197.0,1.0,Н,Игрок
bancrda01h,1955,ББВАА,251.0,189.0,19.0,Н,Игрок
loberha01h,1937,ББВАА,201.0,151.0,2.0,Н,Игрок
adamsba01h,1955,ББВАА,251.0,189.0,24.0,Н,Игрок
pinsova01h,1988,ББВАА,427.0,321.0,67.0,Н,Игрок
gehrilo01h,1939,Специальные выборы,,,,Y,Игрок
lolicmi01h,1995,ББВАА,460.0,345.0,26.0,Н,Игрок
kuennha01h,1981,ББВАА,401.0,301.0,93.0,Н,Игрок
cramedo01h,1964,ББВАА,201.0,151.0,12.0,Н,Игрок
dimagjo01h,1954,ББВАА,252.0,189.0,175.0,Н,Игрок
meusebo01h,1952,ББВАА,234.0,176.0,1.0,Н,Игрок
faberre01h,1956,ББВАА,193.0,145.0,34.0,Н,Игрок
marisro01h,1988,ББВАА,427.0,321.0,184.0,Н,Игрок
schanwa01h,1960,ББВАА,269.0,202.0,11.0,Н,Игрок
averiea01h,1958,ББВАА,266.0,200.0,14.0,Н,Игрок
nixonot01h,2005,ББВАА,516.0,387.0,0.0,Н,Игрок
mcginjo01h,1938,ББВАА,262.0,197.0,36.0,Н,Игрок
bushgu01h,1956,ББВАА,193.0,145.0,2.0,Н,Игрок
cepedor01h,1993,ББВАА,423.0,318.0,252.0,Н,Игрок
blassst01h,1980,ББВАА,385.0,289.0,2.0,Н,Игрок
dobyla01h,1967,ББВАА,292.0,219.0,10.0,Н,Игрок
smithle02h,2013,ББВАА,569.0,427.0,272.0,Н,Игрок
kileda01h,2003,ББВАА,496.0,372.0,7.0,Н,Игрок
slaugen01h,1967,ББВАА,292.0,219.0,123.0,Н,Игрок
riceji01h,2007,ББВАА,545.0,409.0,346.0,Н,Игрок
pruethu01h,1953,ББВАА,264.0,198.0,1.0,Н,Игрок
sundbji01h,1995,ББВАА,460.0,345.0,1.0,Н,Игрок
cepedor01h,1982,ББВАА,415.0,312.0,42.0,Н,Игрок
martipe01h,1952,ББВАА,234.0,176.0,31.0,Н,Игрок
rolfere01h,1953,ББВАА,264.0,198.0,5.0,Н,Игрок
mcginjo01h,1946,Выдвижение кандидатур,202.0,,53.0,Н,Игрок
raschvi01h,1975,ББВАА,362.0,272.0,37.0,Н,Игрок
sosasa01h,2013,ББВАА,569.0,427.0,71.0,Н,Игрок
beaumgi01h,1945,ББВАА,247.0,186.0,1.0,Н,Игрок
keelewi01h,1936,ББВАА,226.0,170.0,40.0,Н,Игрок
newhoha01h,1973,ББВАА,380.0,285.0,79.0,Н,Игрок
sandbry01h,2003,ББВАА,496.0,372.0,244.0,Н,Игрок
marquru01h,1953,ББВАА,264.0,198.0,19.0,Н,Игрок
hafeych01h,1960,ББВАА,269.0,202.0,29.0,Н,Игрок
matheed01h,1978,ББВАА,379.0,285.0,301.0,Y,Игрок
sullibi03h,1936,ББВАА,226.0,170.0,0.0,Н,Игрок
fostege01h,1992,ББВАА,430.0,323.0,24.0,Н,Игрок
suttodo01h,1997,ББВАА,473.0,353.0,346.0,Н,Игрок
wittmi01h,1999,ББВАА,497.0,373.0,0.0,Н,Игрок
pinsova01h,1982,ББВАА,415.0,312.0,6.0,Н,Игрок
luzingr01h,1990,ББВАА,444.0,333.0,1.0,Н,Игрок
torrejo01h,1991,ББВАА,443.0,333.0,41.0,Н,Игрок
leonaje01h,1996,ББВАА,470.0,353.0,0.0,Н,Игрок
ewingbu01h,1936,Ветераны,78.0,59.0,39.0,Н,Игрок
oneilst01h,1953,ББВАА,264.0,198.0,13.0,Н,Игрок
guilloz01h,2006,ББВАА,520.0,390.0,5.0,Н,Игрок
foxne01h,1971,ББВАА,360.0,270.0,39.0,Н,Игрок
howarel01h,1987,ББВАА,413.0,310.0,44.0,Н,Игрок
