country,name,percentage
KWT,Арабский,35.0
ТЗА,Малай,59.0
ДЖА,Афро-восточная часть Индии,3.0
БГ,Рома,2.6
СУД,Арабский,39.0
КАМ,Северо-западный Банту,8.0
РИ,Санданы,14.0
SN,Тукулёр,9.0
ПР,Азиатский,0.4
VN,Вьетнам,85.0
XMAS,Европейская,20.0
УРБ,Африка,80.0
ЛВ,Русский,33.8
БГ,Болгарский,85.3
ПЭ,Индейцы,45.0
АМСА,Белый,2.0
МСП,Javanese,15.3
БГ,Македонский,2.5
SY,Сейшель,100.0
ЗАХОД,Еврейский,17.0
Юзеф,Русский,8.3
IR,Гилаки Мазандарани,8.0
МЭТ,Араб-бербер,99.1
БЕРМ,Белый,34.1
RO,Румынский,89.1
РИМ,Маур,30.0
AL,Албанец,95.0
РММ,Туарег,10.0
ЭАК,Календжин,12.0
МЬЯ,Мон,2.0
Газа,Палестинский арабский,99.4
Q,Арабский,40.0
BZ,Майя,11.0
SK,Словацкий,85.7
GBJ,Норманско-французский,100.0
Р,Русский,81.5
FARX,Скандинавские,100.0
МЕКС,Белый,9.0
ТМ,Туркмен,73.3
БВИР,Индейцы,3.4
Q,Пакистан,18.0
ПР,Черный,8.0
ГБ,Шотландский,9.6
МПК,Индейцы,0.08
МЬЯ,Индейцы,2.0
HELX,Белый,25.0
БВИР,Черный,83.4
HR,Мусульмане,0.9
RG,Маклинке,30.0
ЗАХОД,Палестинский арабский,83.0
МЕКС,Индейцы,30.0
Кл,Ведда,1.0
МНП,Сербский,32.0
УР,Африка,97.0
ПДТ,Европейцы,100.0
TN,Европейская,1.0
WS,Евронезианцы,7.0
ТЗА,Индейцы,9.0
BF,Мосси,24.0
НМИС,Азиатский,56.3
К,Вьетнам,5.0
ГБГ,Норманско-французский,100.0
МПГ,Казак,4.0
SN,Волоф,36.0
VN,Китайцы,3.0
СИН,Индо-Ариан,72.0
РММ,Сонхай,6.0
SK,Немецкий,0.1
РММ,Пёль,17.0
ДЖА,Афро-китайский,1.2
ТДж,Хан Китайский,91.9
НКА,Меланезийский,44.1
JOR,Армянский,1.0
МЭТ,Еврейский,0.2
HR,Хорватский,78.0
J,Японский,99.4
ЭВ,Русский,30.3
СИН,Дравинский,25.0
КАМ,Кирди,11.0
Бен,Африка,99.0
RG,Пёль,40.0
SLO,Хорватский,3.0
БГ,Армянский,0.3
Кейм,Смешанные,40.0
KAZ,Немецкий,4.7
ГЭ,Азербайджан,5.7
Н,Румынский,0.7
HCA,Индейцы,7.0
БОЛ,Европейская,5.0
