country,name,percentage
Кейм,Испанский,3.2
ДН,Африкаанс,60.0
B,Датч,56.0
РЧ,Французский,10.0
Кл,Тамильский,18.0
AZ,Русский,3.0
SF,Финский,93.5
ПНГ,Английский,1.0
ГУАМ,Языки Филиппина,22.2
ТМ,Русский,12.0
ГЭ,Азербайджан,6.0
НМИС,Чаморро,22.4
SF,Шведский,6.3
KAZ,Казак,40.0
НМИС,Английский,10.8
ДА,Арабский,100.0
AZ,Армянский,2.0
IR,Персидский,58.0
AZ,Азербайджан,89.0
Р,Португальский,100.0
ПК,Сираики,10.0
ГЭ,Русский,9.0
ПК,Пушту,8.0
HR,Сербо-хорватский,96.0
ОПП,Венгерский,3.8
АМСА,Тонга,2.4
ПК,Балочи,3.0
ФПОЛ,Полинезийский,31.4
БГ,Болгарский,100.0
ПК,Урду,8.0
Юзеф,Русский,14.2
С.А.,Арабский,100.0
Юзеф,узбекский,74.3
PL,Польский,100.0
Нл,Датч,100.0
МПГ,Кхалька Монголь,90.0
