river,country,province
Шабель,СП,Сомали
Вестердалаэльв,И,Даларна
Янгце,ТДж,Шанхай (шум)
Меконг,VN,Вьетнам
Бахр-эль-Джебель/Альберт-Нил,СУД,Aali a Nil
Лимпопо,МПК,Газа
Adda,I,Ломбардия
Ориноко,YV,Дельта Амакуро
Санага,КАМ,Кот/литератор
Далаэльв,И,Уппсала
Чатанга,Р,Красноярский крей
Тшуапа,ЗРЕ,Уравнение
Парагвай,PY,Парагвай
Уругвай,Ру,Уругвай
Семлики,ЕАС,Уганда
Рио Сан-Хуан,ЧР,Алахуэла
Река Юкон,США,Аляска
Верра,D,Нидераксен
Амазонки,КР,Амапа
Колорадо,МЕКС,Нижняя Калифорния
Ривьер Ришелье,КН,Квебек
Река Муррумбиджи,AUS,Новый Южный Уэльс
Эннс,A,Нижняя Австрия
Арувими,ЗРЕ,Верхний Заир
Колима,Р,Республика Саха
Нил,ЕТ,Эль-Бухайра
Маас,Нл,Зуид Холланд
Гвадалкивир,E,Андалусия
Молдау,CZ,Праха
Темба,ГБ,Эссекс
Po,I,Эмилия Романья
Шари,КАМ,Северная крайность
Тейсс,ОПП,Сербия
Река Грузовик,США,Невада
Иравадди,МЬЯ,Качин
Амударья,Юзеф,Каракальпогистон
Темба,ГБ,Кент
Паатшоки,Н,Финнмарк
Асахан,РИ,Индонезия
Ишим,Р,Тюменская область
Река Мерримак,США,Массачусетс
Ривер Огайо,США,Иллинойс
Aare,CH,АГ
Люкни,ЗРЕ,Бандунду
Джубба,СП,Сомали
Ломами,ЗРЕ,Верхний Заир
Черный кусок,AL,Австралия
Рио Магдалена,CO,Атлантико
Днепр,UA,Херсонска
Бани,РММ,Мали
Оранье,RSA,Северный мыс
Гамбия,ВАГ,Гамбия
Сомнения,F,Бургонский
Кимижоки,SF,Уусимаа
Бому,РСС,Центральноафриканская Республика
Карун,IR,Хузестан
Унасджоки,SF,Лаппия
Бусира,ЗРЕ,Уравнение
Парагвай,РЭ,Чако
Луапула,Z,Луапула
Днестр,UA,Odeska
Уругвай,РЭ,Энтр-Риос
Янгце,ТДж,Цзянсу
Рио-Мамор,БОЛ,Боливия
Нил,ЕТ,Думят
Лукуга,ЗРЕ,Шаба/Катанга
Белый Нил,СУД,Аль-Хартум
Нарва,Р,Псковская область
Иллер,D,Баден Вуртемберг
Замбези,МПК,Маника
Иордания,ЗАХОД,Западный берег
Реус,CH,АГ
