country,name,percentage
БЕРМ,Адвентист седьмого дня,5.0
ЛБ,Мусульмане,20.0
НЬЮ,Римская католическая,7.2
A,Римская католическая,85.0
NEP,Буддисты,5.0
ЗРЕ,Римская католическая,50.0
ZW,Мусульмане,1.0
MS,Кристиан,28.3
E,Римская католическая,99.0
АЗС,Мусульмане,100.0
ТУКА,Англиканский,18.0
СИН,Мусульмане,14.0
BS,Методист,6.0
YV,Римская католическая,96.0
ТМ,Христианская православная,11.0
США,Протестанты,56.0
SF,Христианская православная,1.0
J,Буддисты,84.0
XMAS,Мусульмане,25.0
RL,Мусульмане,70.0
Z,Кристиан,60.0
SLB,Римская католическая,19.0
ЭТО,Мусульмане,45.0
ЛБ,Кристиан,10.0
СПМИ,Римская католическая,99.0
ФСО,Индуистский,38.0
ZW,Кристиан,25.0
ОПП,Римская католическая,5.5
Газа,Еврейский,0.6
AL,Мусульмане,70.0
COM,Мусульмане,86.0
MD,Еврейский,1.5
ФШМ,Протестанты,47.0
ПР,Протестанты,15.0
ЭАК,Протестанты,38.0
БРУ,Кристиан,8.0
РЭ,Еврейский,2.0
КН,Англиканский,8.0
COM,Римская католическая,14.0
Кл,Индуистский,15.0
ЕТ,Мусульмане,94.0
М,Римская католическая,98.0
CO,Римская католическая,95.0
ФЛ,Протестанты,8.3
G,Мусульмане,1.0
КАМ,Кристиан,33.0
ТА,Индуистский,0.1
УР,Кристиан,60.0
BS,Англиканский,20.0
KAZ,Протестанты,2.0
КИР,Протестанты,40.9
СИН,Джейнс,0.5
NEP,Индуистский,90.0
ТА,Мусульмане,3.8
SLB,РБ: ВР:,11.0
СИН,Кристиан,2.4
Z,Мусульмане,1.0
SY,Римская католическая,90.0
