playerid,award,year,lgid,note,pos
kellyre01,Вторая команда всех звезд,1955,NHL,,D
stastpe01,Колдер,1980,NHL,,
samsose01,Колдер,1997,NHL,,
richama01,Первая команда всех звезд,1948,NHL,,RW
mcsorma01,Плюс минус,1990,NHL,галстук,
mikitst01,Арт Росс,1967,NHL,,
durnabi01,Везина,1943,NHL,,
malkiev01,Арт Росс,2008,NHL,,
lemiema01,Плюс минус,1992,NHL,,
barrato01,Колдер,1983,NHL,,
jagrja01,Первая команда всех звезд,1999,NHL,,RW
parkbr01,Первая команда всех звезд,1971,NHL,,D
prongch01,Вторая команда всех звезд,1997,NHL,,D
dyeba01,Арт Росс,1922,NHL,,
schrisw01,Колдер,1934,NHL,,
laperja01,Первая команда всех звезд,1964,NHL,,D
luongro01,Вторая команда всех звезд,2006,NHL,,G
tardima01,Хоу,1977,WHA,МВП,
gretzwa01,Вторая команда всех звезд,1997,NHL,,C
bouchfr01,Леди Бинг,1929,NHL,,
messima01,Харт,1989,NHL,,
howema01,Первая команда всех звезд,1978,WHA,,ЛВ
dionnma01,Первая команда всех звезд,1979,NHL,,C
francro01,Леди Бинг,2001,NHL,,
gainebo01,Селке,1979,NHL,,
kanepa01,Колдер,2007,NHL,,
hampste01,Дено,1972,WHA,Самый джентльменский,
hamilal01,Вторая команда всех звезд,1973,WHA,,D
ftorero01,Хоу,1976,WHA,МВП,
lecavvi01,Ричард,2006,NHL,,
hallgl01,Первая команда всех звезд,1968,NHL,,G
bernise01,Воспроизведение MVP,1976,WHA,,
bibeapa01,Вторая команда всех звезд,1943,NHL,,G
leyri01,Мёрфи,1978,WHA,Лучший защитник,
breweca01,Вторая команда всех звезд,1961,NHL,,D
worslgu01,Вторая команда всех звезд,1965,NHL,,G
ovechal01,Пирсон,2008,NHL,,
jagrja01,Вторая команда всех звезд,1996,NHL,,RW
poilebu01,Вторая команда всех звезд,1947,NHL,,RW
blaketo01,Харт,1938,NHL,,
hamilal01,Первая команда всех звезд,1977,WHA,,D
morenho01,Первая команда всех звезд,1930,NHL,,C
shoreed01,Первая команда всех звезд,1930,NHL,,D
martiri01,Вторая команда всех звезд,1975,NHL,,ЛВ
harvedo01,Первая команда всех звезд,1954,NHL,,D
howego01,Первая команда всех звезд,1965,NHL,,RW
forsbpe01,Первая команда всех звезд,2002,NHL,,C
osgooch01,Дженнингс,1995,NHL,Совместное использование,
esposph01,Первая команда всех звезд,1971,NHL,,C
