playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
coopeca01,,,Карсон,Купер,,Карсон Эрик,Стрельба,67.0,160.0,Р,12323,18922.0,coopeca01,1924.0,1931.0,,,Р,1899.0,7.0,17.0,Канада,ВО ВСТРЕЧЕ,Корнуолл,1955.0,7.0,4.0,Канада,ВО ВСТРЕЧЕ,Гамильтон
laingqu01,,,Квинтин,Складывание,,,,74.0,175.0,L,14779,29161.0,laingqu01,2003.0,2009.0,,,L,1979.0,6.0,8.0,Канада,SK,Харрис,,,,,,
denislu01,,,Лулу,Денис,,Луис Гилберт,,68.0,140.0,Р,12439,1326.0,denislu01,1949.0,1950.0,,,Р,1928.0,6.0,7.0,Канада,SK,Вонда,,,,,,
bakerha01,,,Гамильтон,Бейкер,,Гамильтон Джордж,Хамми,69.0,164.0,Р,,,,,,,,Р,1893.0,7.0,25.0,Канада,БМ,Виннипег,,,,,,
deshada01,,,Дэвид,Дешарнайс,,,,67.0,177.0,L,,73254.0,deshada01,2009.0,2011.0,,,C,1986.0,9.0,14.0,Канада,QC,Квебек,,,,,,
blackja01,,,Джеймс,Черный,,Джеймс,Блэки,72.0,202.0,L,10118,401.0,blackja01,1989.0,2000.0,,,C,1969.0,8.0,15.0,Канада,SK,Регина,,,,,,
dacosst01,,,Стефан,Да Коста,,,,71.0,180.0,,,,dacosst01,2010.0,2011.0,,,Р,1989.0,7.0,11.0,Франция,,Париж,,,,,,
strobar01,,,Искусство,Стробель,,Артур Джордж,,66.0,160.0,L,14470,13793.0,strobar01,1943.0,1943.0,,,L,1922.0,11.0,28.0,Канада,SK,Регина,1991.0,10.0,11.0,,,
waltero01,,,Рон,Уолтеры,,Рональд Уэйн,,72.0,175.0,Р,,5629.0,waltero01,,,1972.0,1974.0,C,1948.0,3.0,9.0,Канада,AB,Кастор,,,,,,
dehaaca01,,,Кельвин,Де Хаан,,,,73.0,187.0,,,,dehaaca01,2011.0,2011.0,,,D,1991.0,5.0,9.0,,,,,,,,,
kostise01,,,Сергей,Костицин,,,,71.0,190.0,L,21816,89832.0,kostise01,2007.0,2011.0,,,L,1987.0,3.0,20.0,Беларусь,,Новополоцкий,,,,,,
ketolve01,,,Вели-Пекка,Кетола,,Вели Пекка,,74.0,220.0,L,13188,4216.0,ketolve01,1981.0,1981.0,1974.0,1976.0,C,1948.0,3.0,28.0,,,,,,,,,
,livined01c,,Эд,Ливингстон,,Эдвард,,,,,,,,,,,,,,,,,,,,,,,,
