driverstandingsid,raceid,driverid,points,position,positiontext,wins
56968,572,278,2.0,18,18,0
58512,513,212,0.0,18,18,0
11300,187,48,0.0,20,20,0
17283,311,119,22.0,3,3,1
18902,370,84,4.0,20,20,0
63823,340,5,0.0,18,18,0
43338,836,747,0.0,53,53,0
19335,383,110,3.0,14,14,0
19796,399,77,18.0,6,6,0
55491,596,199,9.0,9,9,1
46563,786,607,0.0,23,23,0
53230,635,280,0.0,18,18,0
56422,588,296,0.0,43,43,0
53512,642,348,0.0,32,32,0
50932,716,430,0.0,30,30,0
57252,530,232,0.0,25,25,0
51777,804,643,0.0,24,24,0
49924,750,538,0.0,56,56,0
53345,638,342,0.0,27,27,0
50965,717,404,4.0,13,13,0
68038,965,3,331.0,1,1,9
50216,754,527,0.0,59,59,0
5224,233,56,9.0,10,10,0
66847,910,154,8.0,14,14,0
18170,356,112,0.0,12,12,0
57554,538,177,0.0,27,27,0
49538,774,509,2.0,20,20,0
20905,433,163,3.0,17,17,0
46156,794,607,2.0,12,12,0
43936,830,630,0.0,68,68,0
19563,390,110,4.0,7,7,0
54451,647,235,4.0,11,11,0
21303,445,110,3.0,16,16,0
64300,355,22,47.0,10,10,0
10408,249,87,5.0,12,12,0
11826,127,15,0.0,18,18,0
9667,286,22,0.0,21,21,0
4299,191,44,0.0,9,9,0
22973,489,160,0.0,27,27,0
18941,371,105,6.0,13,13,0
18466,363,162,0.0,37,37,0
47329,782,612,2.0,18,18,0
7192,303,105,6.0,10,10,0
44200,818,628,0.0,47,47,0
20698,426,77,0.0,23,23,0
20020,407,137,15.0,3,3,1
58371,558,253,0.0,24,24,0
56245,584,282,0.0,33,33,0
63969,345,15,0.0,22,22,0
56462,589,290,0.0,27,27,0
56268,585,238,3.0,13,13,0
62050,758,550,0.0,40,40,0
53865,677,356,2.0,22,22,0
47409,783,520,0.0,37,37,0
3247,166,57,38.0,3,3,1
5059,225,44,1.0,9,9,0
1493,84,25,6.0,15,15,0
11767,124,56,3.0,4,4,0
50263,755,500,0.0,52,52,0
44930,812,498,11.0,4,4,0
54607,651,327,0.0,22,22,0
43963,830,747,0.0,57,57,0
5165,230,64,1.0,14,14,0
49617,775,525,8.0,13,13,1
54125,626,289,1.0,17,17,0
11376,190,70,0.0,19,19,0
53772,675,358,8.0,12,12,0
56,21,9,19.0,3,3,0
19097,375,160,0.0,22,22,0
46606,786,806,0.0,19,19,0
10285,244,22,0.0,14,14,0
53882,677,379,0.0,27,27,0
