raceid,driverid,lap,position,time,milliseconds
343,24,42,14,1:32.140,92140
239,71,20,1,1:45.018,105018
137,11,3,17,1:52.448,112448
354,67,55,12,1:19.089,79089
227,65,27,11,1:24.259,84259
88,17,25,6,1:34.905,94905
238,73,31,17,1:28.757,88757
70,27,26,15,1:19.083,79083
909,824,60,15,1:23.697,83697
1,9,43,5,1:29.427,89427
97,4,24,6,1:15.356,75356
23,20,43,9,1:27.286,87286
101,46,28,19,1:22.598,82598
16,20,12,9,1:15.630,75630
207,64,50,10,1:37.040,97040
28,17,63,10,1:23.335,83335
75,23,66,4,1:17.208,77208
147,35,74,4,1:20.508,80508
82,32,54,9,1:17.857,77857
167,14,47,2,1:13.886,73886
82,21,24,8,1:38.334,98334
153,14,15,3,1:20.256,80256
341,808,65,11,1:27.565,87565
153,14,4,3,1:19.399,79399
846,16,69,8,1:53.094,113094
939,154,7,13,1:54.175,114175
39,23,5,21,1:25.086,85086
114,8,1,3,1:27.418,87418
871,10,1,16,2:45.030,165030
101,22,6,19,1:15.714,75714
219,58,48,14,1:33.175,93175
236,64,1,12,2:13.049,133049
27,2,65,4,1:16.875,76875
956,817,39,4,1:10.403,70403
878,30,7,10,1:47.943,107943
94,14,37,12,1:19.387,79387
122,30,71,1,1:13.008,73008
47,29,32,20,1:33.075,93075
912,825,29,6,1:29.973,89973
851,67,19,14,1:29.569,89569
224,64,34,11,1:38.753,98753
903,813,27,16,1:45.616,105616
343,17,39,1,1:30.626,90626
887,3,14,2,1:36.743,96743
128,63,27,15,1:23.771,83771
890,807,50,13,1:30.368,90368
96,21,5,14,1:33.754,93754
958,832,27,9,1:26.735,86735
347,5,11,15,1:22.919,82919
904,817,21,3,1:32.300,92300
9,18,4,4,1:36.517,96517
978,20,28,4,1:32.149,92149
93,47,20,18,1:27.371,87371
942,828,16,12,1:58.109,118109
111,30,9,2,1:24.511,84511
121,14,15,7,1:23.130,83130
977,822,17,1,1:09.159,69159
219,77,24,8,1:26.860,86860
931,4,8,10,1:21.556,81556
114,21,77,10,1:17.791,77791
865,8,16,7,1:20.662,80662
195,74,45,17,1:27.928,87928
349,10,3,20,2:27.756,147756
855,18,39,2,1:36.984,96984
75,17,38,7,1:17.715,77715
208,55,33,7,1:20.149,80149
199,57,7,1,1:37.429,97429
