constructorresultsid,raceid,constructorid,points,status
4543,385,35,0.0,
725,86,17,1.0,
4087,361,1,0.0,
1348,147,16,3.0,
13776,519,59,0.0,
9874,763,105,0.0,
12404,594,32,0.0,
11242,688,167,3.0,
5345,440,54,0.0,
2047,210,25,0.0,
1035,117,18,0.0,
3342,310,25,0.0,
849,99,4,13.0,
14907,908,207,0.0,
4890,408,25,0.0,
13911,337,166,0.0,
10735,710,183,1.0,
12387,593,63,0.0,
4302,371,39,0.0,
5608,458,55,0.0,
1546,165,1,3.0,
1125,126,19,0.0,
3113,296,3,16.0,
1560,166,22,0.0,
4360,375,22,0.0,
13722,515,4,0.0,
3920,10,4,0.0,
1729,181,22,0.0,
6316,502,21,0.0,
11128,696,191,4.0,
13723,516,27,9.0,
14532,874,131,0.0,
5729,466,21,0.0,
15423,967,1,1.0,
12107,625,82,4.0,
13721,515,59,0.0,
14741,894,15,12.0,
12859,587,34,0.0,
4547,385,27,0.0,
3368,311,40,0.0,
14000,345,10,8.0,
3845,3,1,7.0,
1724,181,6,3.0,
714,85,6,0.0,
5250,434,32,0.0,
13347,557,1,9.0,
15212,948,210,8.0,
2278,231,6,0.0,
6493,514,57,0.0,
15253,952,6,33.0,
358,51,7,0.0,
13103,573,64,0.0,
2006,207,1,14.0,
10551,721,92,0.0,
2655,262,30,0.0,
862,100,15,3.0,
5004,417,22,0.0,
14123,355,3,0.0,
11824,654,63,1.0,
13720,515,60,0.0,
2395,242,17,0.0,
13253,551,57,0.0,
5700,464,45,0.0,
462,61,1,6.0,
2742,269,1,5.0,
697,83,9,0.0,
14578,878,15,0.0,
14002,345,6,4.0,
13001,566,56,0.0,
2037,209,24,0.0,
2375,240,17,0.0,
779,92,16,10.0,
12216,610,32,6.0,
2455,247,3,4.0,
13473,531,54,0.0,
2345,238,6,6.0,
14537,875,6,27.0,
6244,497,45,0.0,
3552,322,25,0.0,
3005,289,22,3.0,
10033,750,66,0.0,
14348,859,131,6.0,
13705,512,204,0.0,
14933,911,6,18.0,
13121,575,32,9.0,
2707,266,6,0.0,
3345,310,35,0.0,
11236,687,66,2.0,
893,103,4,0.0,
6378,506,45,0.0,
4866,406,18,0.0,
10946,704,183,4.0,
1062,120,6,1.0,
14680,887,3,0.0,
11785,650,198,0.0,
14549,876,6,26.0,
11127,696,6,9.0,
3801,335,41,0.0,
14744,894,1,5.0,
10,18,10,0.0,
1202,133,1,0.0,
6294,501,56,4.0,
13724,516,32,10.0,
5561,455,32,0.0,
949,109,6,11.0,
12142,628,81,0.0,
14727,892,206,0.0,
2368,240,25,0.0,
10758,713,183,3.0,
15554,980,210,6.0,
11778,650,187,4.0,
2392,242,1,2.0,
5980,482,1,6.0,
5104,424,51,0.0,
6338,504,27,10.0,
12324,618,1,9.0,
5074,422,34,0.0,
