resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
15744,637,280,200,26,17,4.0,4,4,3.0,67,,,,,,,11
13598,555,255,32,6,5,,R,16,0.0,34,,,,,,,3
21723,880,818,5,18,13,12.0,12,12,0.0,58,+1:23.857,5487082.0,50.0,2.0,1:29.498,213.309,1
13582,554,237,37,9,0,,F,30,0.0,0,,,,,,,81
16894,694,385,6,2,9,6.0,6,6,1.0,87,,,,,,,13
18100,747,456,170,14,12,,R,12,0.0,29,,,,,,,25
9518,408,77,22,20,2,10.0,10,10,0.0,41,,,,,,,12
12032,499,187,1,7,23,11.0,11,11,0.0,39,,,,,,,11
14853,601,235,32,2,22,,R,15,0.0,43,,,,,,,4
15893,643,357,32,10,14,5.0,5,5,2.0,79,,,,,,,11
9826,420,140,25,4,23,7.0,7,7,0.0,58,,,,,,,13
4993,250,55,6,27,2,,R,23,0.0,4,,,,,,,22
21387,866,807,10,12,13,12.0,12,12,0.0,70,+46.236,5595822.0,62.0,9.0,1:17.202,203.357,1
11214,471,203,6,27,0,,W,28,0.0,0,,,,,,,3
8971,387,145,22,19,8,,R,14,0.0,63,,,,,,,20
16803,689,374,66,8,11,5.0,5,5,2.0,63,,,,,,,12
13718,559,223,57,22,10,,R,14,0.0,43,,,,,,,5
5550,271,89,31,32,26,,R,24,0.0,3,,,,,,,20
1259,77,30,6,1,10,5.0,5,5,4.0,59,+50.445,5557093.0,19.0,6.0,1:31.503,202.537,1
21322,863,10,206,24,23,19.0,19,19,0.0,55,,,46.0,23.0,1:40.323,194.204,12
109,23,1,1,22,3,1.0,1,1,10.0,76,2:00:42.742,7242742.0,71.0,6.0,1:18.510,153.152,1
3856,200,56,6,4,8,4.0,4,4,3.0,71,+43.976,5487976.0,,,,,1
3608,188,70,3,5,18,,R,19,0.0,10,,,,,,,4
17061,702,347,183,34,11,,R,11,0.0,21,,,,,,,91
1697,99,22,6,2,10,3.0,3,3,6.0,70,+31.622,5449755.0,50.0,6.0,1:16.035,208.845,1
13048,536,230,63,19,25,9.0,9,9,0.0,75,,,,,,,11
16629,679,289,176,8,15,,R,17,0.0,6,,,,,,,3
14117,574,224,56,30,15,9.0,9,9,0.0,57,,,,,,,12
21777,882,821,15,12,17,,R,22,0.0,4,,,2.0,22.0,1:44.775,187.292,4
12756,526,224,56,14,23,7.0,7,7,0.0,54,,,,,,,15
19569,814,710,145,36,26,14.0,14,14,0.0,16,,,,,,,12
15240,617,224,32,1,4,2.0,2,2,6.0,55,+0.8,5357800.0,,,,,1
21441,868,10,206,24,20,18.0,18,18,0.0,51,,,50.0,16.0,1:37.422,217.687,11
20368,338,807,3,10,15,,R,22,0.0,0,,,,,,,4
7473,334,77,1,28,5,,R,13,0.0,56,,,,,,,4
3689,192,71,17,9,11,,D,12,0.0,70,,,,,,,2
9421,404,157,45,22,24,,R,14,0.0,29,,,,,,,5
1096,69,13,6,6,1,2.0,2,2,8.0,53,+16.151,5048564.0,37.0,3.0,1:33.296,224.073,1
7602,3,4,4,7,2,9.0,9,9,0.0,56,+1:24.309,7147794.0,38.0,9.0,1:54.481,171.413,1
15015,607,329,37,24,23,,N,16,0.0,65,,,,,,,62
12480,515,219,4,15,0,,W,26,0.0,0,,,,,,,54
22701,934,826,9,26,7,6.0,6,6,8.0,52,+1:03.955,5551684.0,28.0,7.0,1:37.910,216.603,1
4696,238,83,18,20,19,16.0,16,16,0.0,65,,,,,,,15
12871,530,178,3,27,8,7.0,7,7,0.0,79,,,,,,,11
23610,980,839,10,31,9,9.0,9,9,2.0,44,+38.154,5120974.0,37.0,14.0,1:49.721,229.804,1
9365,402,166,25,4,25,12.0,12,12,0.0,49,,,,,,,12
12448,514,172,27,26,6,,R,20,0.0,45,,,,,,,3
10141,432,94,18,29,24,12.0,12,12,0.0,38,,,,,,,15
23163,959,20,6,5,6,5.0,5,5,10.0,67,+32.570,5476770.0,48.0,2.0,1:18.710,209.203,1
21979,893,3,131,9,2,4.0,4,4,12.0,61,+51.155,7204287.0,51.0,6.0,1:50.353,165.233,1
4256,218,55,22,7,2,8.0,8,8,0.0,44,+1:42.008,5728725.0,,,,,1
6563,307,88,26,30,20,,R,23,0.0,2,,,,,,,20
9230,397,163,27,25,16,10.0,10,10,0.0,49,,,,,,,13
23195,960,835,4,30,13,15.0,15,15,0.0,44,+1:33.165,6384223.0,41.0,6.0,1:53.251,222.641,1
21873,887,817,5,19,5,8.0,8,8,4.0,52,+16.543,5595999.0,37.0,11.0,1:35.927,221.080,1
20864,844,153,5,19,17,16.0,16,16,0.0,57,,,57.0,2.0,1:29.894,213.771,11
476,40,16,12,20,19,,R,20,0.0,53,,,34.0,19.0,1:17.678,154.792,3
