qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
5283,873,30,131,7,9,1:49.546,1:47.823,
2821,266,103,27,25,18,1:22.038,,
5581,886,16,10,15,8,1:24.551,1:28.799,1:27.348
2728,263,30,22,5,3,1:16.707,,
5638,888,823,207,21,21,1:33.734,,
2438,250,84,27,26,13,1:58.314,,
2285,244,57,1,8,6,1:23.857,,
4261,99,4,4,8,1,1:13.698,,
3899,114,50,18,19,18,1:18.706,,
734,52,24,5,18,14,1:13.607,1:13.251,
4997,861,3,131,8,8,1:37.696,1:36.996,1:36.664
7289,976,817,9,3,10,1:42.857,1:42.215,1:43.414
5001,861,13,6,6,12,1:38.381,1:37.731,
6294,918,13,3,19,4,1:41.475,1:41.144,1:41.119
1132,70,24,5,20,16,1:12.855,1:12.861,
2858,268,71,3,0,3,1:24.158,,
881,59,14,9,14,7,1:15.090,1:13.687,1:16.426
4541,841,4,6,5,5,1:25.707,1:25.242,1:24.974
4249,98,4,4,8,9,1:11.185,,
670,49,20,5,19,16,1:47.581,,
6883,957,817,9,3,4,1:31.684,1:31.319,1:30.618
6605,942,817,9,3,3,1:56.495,1:57.969,
224,28,2,2,3,16,1:21.045,,
1454,125,59,21,21,16,1:38.284,,
6038,907,13,3,19,1,1:10.292,1:09.239,1:08.759
2931,270,115,33,19,24,1:27.168,,
5498,882,16,10,15,13,1:37.349,1:36.405,
2062,225,14,1,8,14,1:20.167,,
5872,900,20,9,1,13,1:31.931,1:44.688,
588,45,28,12,21,22,1:35.940,,
4993,861,17,9,2,4,1:37.172,1:37.375,1:36.461
1593,175,30,6,3,3,1:31.781,,
6065,908,1,131,44,6,1:41.058,1:34.870,1:39.232
4956,859,808,4,10,15,1:13.859,1:14.053,
3202,11,6,3,17,17,1:39.795,,
1731,199,21,22,5,10,1:25.654,,
5487,882,8,208,7,2,1:37.046,1:35.659,1:34.761
105,22,12,4,6,17,1:27.568,,
6872,956,832,5,55,15,1:07.618,,
943,62,21,4,2,3,1:12.287,1:11.200,1:11.920
5068,864,3,131,8,7,1:23.370,1:22.882,1:23.005
5447,880,3,131,9,6,1:43.380,1:36.194,1:28.523
3554,346,807,3,10,13,1:32.144,1:31.635,
4480,73,40,18,20,20,1:34.848,1:36.413,
4715,848,814,10,15,12,1:39.852,1:39.422,
5006,861,155,15,14,17,1:38.372,1:38.069,
5636,888,819,207,20,19,1:32.937,,
1860,209,65,15,16,8,1:26.564,,
910,60,32,9,15,14,1:22.773,1:21.990,
7405,982,822,131,77,6,1:43.137,1:41.409,1:40.810
4078,123,53,18,18,18,1:37.226,,
5504,882,824,206,22,19,1:38.780,,
98,22,14,9,9,10,1:26.939,1:26.520,1:29.959
242,29,17,9,10,14,1:38.559,1:38.515,
1096,69,30,6,5,2,1:31.279,1:28.954,1:29.711
139,24,10,7,12,11,1:18.321,1:18.031,
6269,917,815,10,11,17,1:12.076,,
6886,957,822,3,77,7,1:31.913,1:31.478,1:31.557
7068,965,828,15,9,16,1:38.040,1:39.356,
4710,848,3,131,8,7,1:39.266,1:38.373,1:38.231
4384,106,11,16,10,4,1:34.897,,
4826,854,1,1,3,4,1:47.014,1:46.829,1:44.809
2764,264,49,15,30,13,1:27.284,,
6757,951,830,5,33,9,1:38.123,1:37.510,1:37.583
1464,140,8,1,4,4,1:32.197,,
755,53,14,9,14,13,1:33.678,1:32.850,
3447,342,9,4,11,2,1:15.045,1:14.549,1:14.120
2080,226,56,6,2,10,1:32.058,,
3549,346,22,3,9,8,1:31.424,1:31.126,1:31.175
6916,958,831,15,12,16,1:37.772,1:27.063,
2231,242,71,3,5,4,1:27.512,,
1282,84,31,1,10,4,1:27.352,,
6246,916,815,10,11,12,1:39.200,1:38.554,
120,23,18,11,16,12,1:16.259,1:16.101,
2790,265,84,1,8,13,1:46.218,,
3195,11,9,2,5,10,1:38.806,1:38.747,1:40.512
7328,978,838,1,2,9,1:40.011,1:30.105,1:29.418
7410,982,835,4,30,11,1:42.472,1:42.107,
5348,876,1,1,4,3,1:26.516,1:25.816,1:25.544
5901,901,155,207,10,20,2:03.595,,
6647,944,8,6,7,5,1:12.185,1:12.243,1:12.144
4630,844,24,164,23,21,1:30.692,,
4400,106,13,15,12,20,,,
3108,7,22,23,23,3,1:27.371,1:27.418,1:28.579
1667,191,55,15,14,12,1:33.240,,
3058,4,9,2,5,13,1:33.495,1:33.487,
4576,842,22,3,11,15,1:38.163,1:37.496,
341,34,10,7,12,13,1:36.210,1:35.937,
1037,66,9,2,17,9,1:28.212,1:27.405,1:28.167
4314,101,21,15,11,14,1:15.395,,
6905,958,20,6,5,5,1:35.718,1:24.082,1:20.874
6095,909,821,15,21,14,1:18.739,1:18.787,
6134,911,13,3,19,9,2:08.403,2:08.833,2:09.178
7186,971,807,4,27,7,1:31.057,1:30.169,1:29.842
4806,852,811,4,9,7,2:05.047,2:04.452,1:51.121
