targetid,raceid,driverid,win
61969,756,550,0
11614,151,37,0
44594,823,746,0
65508,879,808,0
52555,681,383,0
55798,602,250,0
9414,277,117,1
21956,464,152,0
65716,887,13,0
64262,353,2,0
66507,270,106,0
29865,17,15,0
53207,634,327,0
67652,952,815,0
55283,619,298,0
66674,902,20,0
21223,442,184,0
67039,918,829,0
44274,820,663,0
52524,679,373,0
65019,863,30,0
7119,300,125,0
20838,431,163,0
62237,760,401,0
22578,481,177,0
52045,806,513,0
20546,424,140,0
55373,593,221,0
16037,325,152,0
46682,788,586,0
64830,857,16,0
58483,512,223,0
16395,335,94,0
66158,261,101,0
48766,691,358,0
53985,622,223,0
18536,365,146,0
11875,130,23,0
5147,229,83,0
47200,780,528,0
17443,315,140,0
65648,885,4,0
53672,672,358,0
68437,981,814,0
68224,972,832,0
56665,565,172,0
44856,810,804,0
58919,526,236,0
43727,827,534,0
66319,265,88,0
23260,496,203,0
56549,562,222,0
54328,631,262,0
67078,927,829,0
11397,142,2,0
59051,502,203,0
17198,309,102,0
22247,472,206,0
20736,427,95,0
54673,653,360,0
43226,834,686,0
64257,353,808,0
17594,319,103,0
59104,504,177,0
11957,134,56,0
43742,827,771,0
67864,960,837,0
19510,388,169,0
17083,305,81,0
46846,790,528,0
20688,426,163,0
