raceid,driverid,stop,lap,time,duration,milliseconds
918,818,2,30,17:58:48,22.761,22761
911,154,3,27,14:57:40,24.569,24569
949,807,2,16,18:31:10,24.930,24930
868,155,1,16,13:30:03,26.845,26845
974,838,1,43,14:58:56,24.768,24768
879,37,4,55,15:25:57,24.510,24510
861,815,3,41,18:22:19,24.543,24543
914,821,3,34,16:33:51,26.943,26943
863,811,3,38,16:08:29,22.796,22796
848,5,3,42,15:19:57,22.632,22632
914,16,4,32,16:30:14,24.314,24314
856,10,1,16,15:33:19,22.533,22533
960,822,2,9,14:24:46,16:38.328,998328
918,1,1,10,17:21:35,21.885,21885
844,67,2,23,15:40:07,22.128,22128
890,8,2,42,15:05:48,21.643,21643
914,8,1,2,15:06:28,18:55.276,1135276
949,1,1,13,18:25:20,24.512,24512
851,30,2,26,14:46:04,20.071,20071
888,154,3,40,15:13:03,19.591,19591
856,4,2,37,16:11:21,20.639,20639
970,826,3,5,14:15:46,17.324,17324
845,3,2,27,14:45:01,19.534,19534
962,825,2,17,20:37:54,28.759,28759
955,831,2,24,17:49:03,20.713,20713
902,820,2,28,18:53:21,27.233,27233
873,807,3,50,21:48:19,34.601,34601
875,155,2,7,15:17:22,13.986,13986
931,20,1,36,14:51:19,24.851,24851
928,833,1,17,14:34:51,25.938,25938
965,18,1,10,14:21:28,23.613,23613
887,822,2,38,14:11:48,31.851,31851
965,821,1,13,14:27:00,24.470,24470
907,815,2,55,15:11:39,21.960,21960
895,18,3,40,16:10:36,23.105,23105
885,154,2,62,15:58:00,39.980,39980
901,825,1,9,16:20:38,37.116,37116
862,817,2,33,16:01:52,22.318,22318
895,4,1,13,15:25:26,22.645,22645
942,18,2,27,14:57:21,24.689,24689
982,1,3,3,20:13:00,24.337,24337
854,18,1,14,20:30:49,30.169,30169
856,17,2,33,16:04:22,20.800,20800
950,832,3,33,15:04:13,24.269,24269
936,813,3,41,15:08:57,24.972,24972
870,13,2,43,15:10:12,19.917,19917
894,17,2,30,15:57:29,22.718,22718
929,829,1,19,18:37:18,26.103,26103
849,30,3,31,13:58:47,24.651,24651
873,818,1,12,20:27:44,30.499,30499
859,4,3,54,15:13:55,20.752,20752
890,814,1,9,14:17:18,22.754,22754
848,813,3,44,15:23:06,21.490,21490
944,828,3,53,15:13:28,25.102,25102
956,4,3,28,14:38:36,16.764,16764
931,13,2,39,14:58:08,24.970,24970
918,817,2,47,18:28:55,21.582,21582
904,825,1,19,14:33:31,21.894,21894
970,20,2,4,14:12:35,17.354,17354
971,840,1,8,18:16:59,24.915,24915
878,10,1,21,13:41:15,23.092,23092
880,824,3,50,18:23:42,22.669,22669
851,10,2,28,14:50:32,20.613,20613
970,154,5,35,15:08:45,23.211,23211
887,817,1,11,13:21:54,29.446,29446
849,813,3,35,14:05:42,23.869,23869
982,825,3,3,20:13:11,25.509,25509
872,808,1,19,14:32:59,22.182,22182
936,828,2,33,14:56:29,22.199,22199
911,824,2,23,14:50:34,23.918,23918
931,830,1,29,14:42:14,52.821,52821
898,154,1,29,13:57:05,23.876,23876
