team_id,team_name
1107,Албани (Нью-Йорк)
1112,Аризона
1113,Аризонский государственный университет
1124,Бейлор
1131,Бостонский университет
1142,Калифорниский политехнический институт в Сан-Луисобиспо
1147,Сентенариум
1149,Чарльстон Соя
1152,Чикаго-стрит
1158,Кол-Чарльстон
1159,Колгейт
1163,Коннектикут
1166,Крейтон
1173,Дэйтон
1187,Восточная Каролина
1196,Флорида
1202,Фурман
1211,Гонзага
1217,Хардвос
1235,Айова Стейт
1242,Кансас
1243,Канзас Стэйт
1246,Кентукки
1257,Луизвилл
1258,Лой-Мэримут
1261,Луизианский государственный университет
1272,Мемфис
1273,Мерсер
1276,Мичиган
1277,Мичиган Ст
1279,Миссисипи
1283,Миссури
1286,Монтана Стейт
1287,Мёрриленд-авеню
1288,Морган Стрит
1295,Северная Дакота
1301,НЦСИ
1314,Северная Каролина
1332,Орегон
1338,Питтсбург
1358,Сам Хьюстон Стрит
1361,Сан-Диего Стейт
1372,SF Остин
1379,Южный Мисс
1387,Сент-Луис
1390,Стэнфорд
1393,Сиракузы
1397,Теннесси
1400,Техас
1407,Троя
1416,УКФ
1417,УЦЛए
1437,Виллановелла
1438,Вирджиния
1451,Вебер-стрит
1455,Уичита Стрит
1458,Висконсин
1461,Уайоминг
