lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
488,baineha01,,baineha01h,1959.0,3.0,15.0,США,MD,Истон,,,,,,,Гарольд,Бэйнс,,Гарольд Дуглас,,175.0,74.0,L,L,4/10/1980,9/27/2001,,baineha01,baineha01,bainh001,baineha01,baineha01
751,bauerru01,,,1914.0,5.0,10.0,США,ЖИ,Городские районы,1995.0,1.0,21.0,США,Ил,Подгузники,Расс,Бауэры,,Рассел Ли,,195.0,75.0,L,Р,8/20/1936,5/6/1950,,bauerru01,bauerru01,bauer101,bauerru01,bauerru01
908,beltres01,,,1967.0,12.0,26.0,Д.Р.,,Кискея,,,,,,,Эстебан,Бельтр,,Эстебан (Валера),,155.0,70.0,Р,Р,9/3/1991,6/5/1996,,beltres01,beltres01,belte001,beltres01,beltres01
943,bensokr01,,,1974.0,11.0,7.0,США,ЖИ,Высший,,,,,,,Крис,Бенсон,,,,205.0,76.0,Р,Р,4/9/1999,,,bensokr01,bensokr01,bensk001,bensokr01,bensokr01
1896,burtoji01,,,1949.0,10.0,27.0,США,МИ,Королевский оук,,,,,,,Джим,Бёртон,,Джим Скотт,,195.0,75.0,Р,L,6/10/1975,9/17/1977,,burtoji01,burtoji01,burtj101,burtoji01,burtoji01
1975,cabrejo01,,,1969.0,3.0,24.0,Д.Р.,,Сантьяго,,,,,,,Хосе,Кабрера,,Хосе Альберто,,205.0,72.0,Р,Р,7/15/1997,9/25/2002,,cabrejo01,cabrejo01,cabrj001,cabrejo01,cabrejo01
2087,canizja01,,,1973.0,7.0,4.0,США,TX,Бомонт,,,,,,,Джей,Канизаро,,Джейсон Кайл,,170.0,69.0,Р,Р,4/28/1996,5/31/2002,Штат Оклахома,canizja01,canizja01,canij001,canizja01,canizja01
2492,clarkji03,,,1947.0,4.0,30.0,США,KS,Канзас-Сити,,,,,,,Джим,Кларк,,Джеймс Эдвард,,190.0,73.0,Р,Р,7/16/1971,8/3/1971,,clarkji03,clarkji03,clarj104,clarkji03,clarkji03
2520,clarkni01,,,1882.0,12.0,15.0,КАН,ВО ВСТРЕЧЕ,Амхерстбург,1949.0,6.0,15.0,США,МИ,Река &lt; &lt; Руж &gt; &gt;,Ниг,Кларк,,Джей Джастин,,165.0,68.0,L,Р,4/26/1905,4/24/1920,,clarkni01,clarkni01,clarn101,clarkni01,clarkni01
2829,coopegu01,,,1893.0,1.0,28.0,США,GA,Рим,1951.0,8.0,2.0,США,КА,Санта-Моника,Парень,Купер,,Парень Эванс,Повстанцы,185.0,73.0,B,Р,5/2/1914,9/24/1915,,coopegu01,coopegu01,coopg102,coopegu01,coopegu01
2895,costejo01,,,1960.0,12.0,24.0,США,Нью-Йорк,Бронкс,,,,,,,Джон,Костелло,,Джон Райли,,190.0,73.0,Р,Р,6/2/1988,10/5/1991,Мерсихёрст,costejo01,costejo01,costj001,costejo01,costejo01
3076,crowlbi01,,,1857.0,4.0,8.0,США,ПА,Филадельфия,1891.0,7.0,14.0,США,NJ,Глостер,Билл,Кроули,,Уильям Майкл,,159.0,67.0,Р,Р,4/26/1875,10/10/1885,,crowlbi01,crowlbi01,crowb101,crowlbi01,crowlbi01
3433,dehlmhe01,,,1852.0,,,США,Нью-Йорк,Бруклин,1885.0,3.0,13.0,США,ПА,Уилкс-Барре,Герман,Дельман,,Герман Джей.,Датч,,,,,5/2/1872,,,dehlmhe01,dehlmhe01,dehlh101,dehlmhe01,dehlmhe01
3487,dempsma01,,,1957.0,12.0,17.0,США,Ооо.,Дейтон,,,,,,,Марк,Демпси,,Марк Стивен,,220.0,78.0,Р,Р,9/4/1982,10/2/1982,Штат Огайо,dempsma01,dempsma01,dempm101,dempsma01,dempsma01
3536,devinha01,,,1893.0,4.0,11.0,США,МЭТ,Ньютон,1933.0,1.0,4.0,США,МЭТ,Вествуд,Хэл,Девиней,,Гарольд Джон,,,,Р,Р,7/30/1920,7/30/1920,,devinha01,devinha01,devih101,devinha01,devinha01
3757,dowseto01,,,1866.0,8.0,12.0,Италия,,,1946.0,12.0,14.0,США,КА,Риверсайд,Том,Dowse,,Томас Джозеф,,175.0,71.0,Р,Р,4/21/1890,10/12/1892,,dowseto01,dowseto01,dowst101,dowseto01,dowseto01
3960,eastepa01,,,1905.0,9.0,28.0,США,GA,Ридсвилль,1993.0,3.0,15.0,США,GA,Ридсвилль,Пол,Пасха,,Пол,,180.0,71.0,Р,Р,4/11/1928,5/11/1938,,eastepa01,eastepa01,eastp101,eastepa01,eastepa01
3987,edeleed01,,,1912.0,3.0,16.0,США,MD,Брайант,1982.0,2.0,1.0,США,MD,ЛаПлата,Эд,Эдельен,,Эдвард Джозеф,Док,191.0,72.0,Р,Р,8/20/1932,8/21/1932,,edeleed01,edeleed01,edele101,edeleed01,edeleed01
4032,ehrharu01,,,1894.0,11.0,20.0,США,Ил,Пчеловоды,1980.0,4.0,27.0,США,Ил,Чикагские высоты,Руба,Эрхардт,,Велтон Клод,,190.0,74.0,Р,Р,7/18/1924,10/5/1929,,ehrharu01,ehrharu01,ehrhr101,ehrharu01,ehrharu01
4277,farlebo01,,,1937.0,11.0,15.0,США,ПА,Ватсон-таун,,,,,,,Боб,Фарли,,Роберт Джейкоб,,200.0,74.0,L,L,4/15/1961,9/26/1962,,farlebo01,farlebo01,farlb101,farlebo01,farlebo01
4291,farredu01,,,1866.0,8.0,31.0,США,МЭТ,Окдейл,1925.0,2.0,15.0,США,МЭТ,Бостон,Дюк,Фаррелл,,Чарльз Эндрю,,208.0,73.0,B,Р,4/21/1888,6/13/1905,,farredu01,farredu01,farrd102,farredu01,farredu01
4315,federal01,,,1924.0,7.0,11.0,США,ПА,Бэрдфорд,,,,,,,Al,Федерофф,,Альфред,Уайти,165.0,70.0,Р,Р,9/27/1951,9/28/1952,,federal01,federal01,fedea101,federal01,federal01
4413,finlebi01,,,1863.0,10.0,4.0,США,Нью-Йорк,Нью-Йорк,1912.0,10.0,6.0,США,NJ,Парк Асбери,Билл,Финли,,Уильям Джеймс,,170.0,63.0,,,7/12/1886,9/27/1886,,finlebi01,finlebi01,finlb101,finlebi01,finlebi01
4463,fiskca01,,fiskca01h,1947.0,12.0,26.0,США,VT,Пусковые водопады,,,,,,,Карлтон,Фиск,,Карлтон Эрнест,Тужься,200.0,75.0,Р,Р,9/18/1969,6/22/1993,Нью-Гэмпшир,fiskca01,fiskca01,fiskc001,fiskca01,fiskca01
4567,foleyto02,,,1959.0,9.0,9.0,США,GA,Колумб,,,,,,,Том,Фоли,,Томас Майкл,,175.0,73.0,L,Р,4/9/1983,7/13/1995,&quot; Майами-Дейд Си &quot;,foleyto02,foleyto02,folet001,foleyto02,foleyto02
4624,fostele01,,,1951.0,2.0,2.0,США,KY,Ковингтон,,,,,,,Лео,Фостер,,Леонард Норрис,,165.0,71.0,Р,Р,7/9/1971,10/2/1977,,fostele01,fostele01,fostl101,fostele01,fostele01
4751,fritzla01,,,1949.0,2.0,14.0,США,ВНУТРЕННИЕ,Восточное Чикаго,,,,,,,Ларри,Фриц,,Лоуренс Джозеф,,225.0,74.0,L,L,5/30/1975,5/30/1975,,fritzla01,fritzla01,fritl101,fritzla01,fritzla01
4905,garcimi03,,,1968.0,5.0,11.0,США,КА,Риверсайд,,,,,,,Майк,Гарсия,,,,220.0,74.0,Р,Р,9/10/1999,5/20/2000,,garcimi03,garcimi03,garcm002,garcimi03,garcimi03
4955,garryji01,,,1869.0,9.0,21.0,США,МЭТ,Великий Баррингтон,1917.0,1.0,13.0,США,МЭТ,Питсфилд,Джим,Гэрри,,Джеймс Томас,,165.0,70.0,L,L,5/2/1893,5/2/1893,,garryji01,garryji01,garrj101,garryji01,garryji01
4967,gastomi01,,,1896.0,1.0,27.0,США,NJ,Парк Риджфилд,1996.0,4.0,26.0,США,МЭТ,Хианнис,Мельница,Гастон,,Натаниэль Милтон,,185.0,73.0,Р,Р,4/20/1924,9/26/1934,,gastomi01,gastomi01,gastm101,gastomi01,gastomi01
5279,goochjo01,,,1897.0,11.0,9.0,США,TN,Смирна,1975.0,5.0,15.0,США,TN,Нэшвилл,Джонни,Гух,,Джон Беверли,,175.0,71.0,B,Р,9/9/1921,9/12/1933,,goochjo01,goochjo01,goocj101,goochjo01,goochjo01
5705,hallir01,,,1918.0,10.0,7.0,США,MD,Альбертон,2006.0,12.0,12.0,США,MD,Балтимор,Ирв,Зал,,Ирвин Гладстоун,,160.0,70.0,Р,Р,4/20/1943,7/26/1946,,hallir01,hallir01,halli101,hallir01,hallir01
