id,lgid,teamid,franchid,name,park
1,AA,BL2,BLO,Балтимор Ориолс,Ньюингтонский парк
197,NL,CIN,CIN,Красные Цинциннати,Большой американский парк мячей
203,NL,CL4,CLV,Кливленд Паук,Парк I Лиги
122,FL,CHF,CHH,Чикагские киты,Филд Уригли
201,NL,CIN,CIN,Красные Цинциннати,Стадион &quot; Риверфронт &quot;
310,UA,PHU,PHK,Критерии Филадельфии,
277,NL,SLN,STL,Сент-Луис Браунс,Поле Робисон
210,NL,FLO,FLA,Флорида Марлинс,стадион &quot; Дельфин &quot;
57,AL,CLE,CLE,Индейцы Кливленда,Джейкобс Филд
283,NL,SLN,STL,Кардиналы Сент-Луиса,Парк IV для спортсменов
246,NL,NYN,NYM,Нью-Йорк Метс,Шейский стадион
64,AL,DET,DET,&lt; &lt; Тигры Детройта &gt; &gt;,Стадион Бриггс
298,PL,CHP,CHP,Чикагские пираты,
171,NL,BSN,ATL,Бостонские бунтари,South End Groups I
217,NL,HOU,HOU,Хьюстон Астрос,Энронное поле
86,AL,NYA,NYY,Нью-Йорк Янкиз,Стадион &lt; &lt; Янки &gt; &gt; III
121,FL,CHF,CHH,Чикаго Чи-Федералы,Филд Уригли
172,NL,BSN,ATL,Бостонские бунтари,South End Groups II
238,NL,NY1,SFG,Нью-Йорк Гиганты,Поло Земля II
291,NL,WAS,WSN,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Национальный парк
136,,CL1,CFC,Кливлендские лесные города,Национальная ассоциация &lt; &lt; Земля &gt; &gt;
270,NL,SFN,SFG,Сан-Франциско Гиганты,Парк AT&T
212,NL,FLO,FLA,Флорида Марлинс,Стадион Pro Player
15,AA,CN3,CKK,Убийца Цинциннати Келли,Ист-Энд Парк
252,NL,PHI,PHI,Филадельфия Филадельфия,Филадельфийские бейсбольные земли
36,AA,WS7,WST,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Атлетический парк
27,AA,PT1,PIT,Питтсбургские аллегени,Выставочный парк I
12,AA,CL6,CLS,Колумб Солоны,Парк отдыха II
145,,PH2,PWS,Филадельфия Уайтс,Земля Джефферсона
255,NL,PHI,PHI,Филадельфийские квакеры,Филадельфийские бейсбольные земли
276,NL,SL5,SLM,Сент-Луис Марунс,Парк I для спортсменов
173,NL,BSN,ATL,Бостонские бунтари,South End Groups II / Congress Street Groups / South End Groups III
59,AL,CLE,CLE,Индейцы Кливленда,Парк II/Кливлендский стадион Лиги
284,NL,SLN,STL,Кардиналы Сент-Луиса,Парк IV/Башский стадион II
113,AL,WS1,MIN,Сенаторы Вашингтона,Стадион Гриффита I
221,NL,IN3,IND,Индианаполис Хусье,Атлетический парк I
101,AL,TBA,TBD,Тампа-Бей Дьявол-Рэйс,Тропиканское поле
41,AL,BAL,BAL,Балтимор Ориолс,Парк Ориол в Камден-Ярдс
10,AA,CL3,CLV,Блюз Кливленда,Парк II Национальной лиги
25,AA,PH4,PHA,Филадельфия Атлетика,Парк Окдейл
208,NL,COL,COL,Колорадо Скалистые горы,Высший стадион Майл
61,AL,CLE,CLE,Кливленд Напс,Парк I Лиги
