playerid,awardid,yearid,lgid,tie,notes
mccovwi01,All-Star Game MVP,1969,ML,,
weisal01,Babe Ruth Award,1969,NL,,СС
cuellmi01,Cy Young Award,1969,AL,Y,
mclaide01,Cy Young Award,1969,AL,Y,
seaveto01,Cy Young Award,1969,NL,,
belanma01,Gold Glove,1969,AL,,СС
blairpa01,Gold Glove,1969,AL,,В ЛЮБОЙ ЧАСТИ
freehbi01,Gold Glove,1969,AL,,C
johnsda02,Gold Glove,1969,AL,,2B
kaatji01,Gold Glove,1969,AL,,Р
pepitjo01,Gold Glove,1969,AL,,1B
robinbr01,Gold Glove,1969,AL,,3B
stanlmi01,Gold Glove,1969,AL,,В ЛЮБОЙ ЧАСТИ
yastrca01,Gold Glove,1969,AL,,В ЛЮБОЙ ЧАСТИ
benchjo01,Gold Glove,1969,NL,,C
boyercl02,Gold Glove,1969,NL,,3B
clemero01,Gold Glove,1969,NL,,В ЛЮБОЙ ЧАСТИ
floodcu01,Gold Glove,1969,NL,,В ЛЮБОЙ ЧАСТИ
gibsobo01,Gold Glove,1969,NL,,Р
kessido01,Gold Glove,1969,NL,,СС
millafe01,Gold Glove,1969,NL,,2B
parkewe01,Gold Glove,1969,NL,,1B
rosepe01,Gold Glove,1969,NL,,В ЛЮБОЙ ЧАСТИ
kalinal01,Hutch Award,1969,ML,,
rosepe01,Lou Gehrig Memorial Award,1969,ML,,
killeha01,Most Valuable Player,1969,AL,,
mccovwi01,Most Valuable Player,1969,NL,,
pinielo01,Rookie of the Year,1969,AL,,
sizemte01,Rookie of the Year,1969,NL,,
blairpa01,TSN All-Star,1969,AL,,В ЛЮБОЙ ЧАСТИ
carewro01,TSN All-Star,1969,AL,,2B
cuellmi01,TSN All-Star,1969,AL,,LHP
freehbi01,TSN All-Star,1969,AL,,C
howarfr01,TSN All-Star,1969,AL,,В ЛЮБОЙ ЧАСТИ
jacksre01,TSN All-Star,1969,AL,,В ЛЮБОЙ ЧАСТИ
killeha01,TSN All-Star,1969,AL,,3B
mclaide01,TSN All-Star,1969,AL,,RHP
petrori01,TSN All-Star,1969,AL,,СС
powelbo01,TSN All-Star,1969,AL,,1B
aaronha01,TSN All-Star,1969,NL,,В ЛЮБОЙ ЧАСТИ
alouma01,TSN All-Star,1969,NL,,В ЛЮБОЙ ЧАСТИ
beckegl01,TSN All-Star,1969,NL,,2B
benchjo01,TSN All-Star,1969,NL,,C
carltst01,TSN All-Star,1969,NL,,LHP
colemje01,Babe Ruth Award,1950,AL,,2B
berrayo01,Baseball Magazine All-Star,1950,AL,,C
dimagjo01,Baseball Magazine All-Star,1950,AL,,CF
doerrbo01,Baseball Magazine All-Star,1950,AL,,2B
dropowa01,Baseball Magazine All-Star,1950,AL,,1B
