hofid,yearid,votedby,ballots,needed,votes,inducted,category
torrejo01h,1987,ББВАА,413.0,310.0,47.0,Н,Игрок
guidrro01h,2001,ББВАА,515.0,387.0,27.0,Н,Игрок
kuennha01h,1984,ББВАА,403.0,303.0,106.0,Н,Игрок
colliji01h,1936,ББВАА,226.0,170.0,58.0,Н,Игрок
gehrich01h,1948,ББВАА,121.0,91.0,52.0,Н,Игрок
gowdyha01h,1954,ББВАА,252.0,189.0,51.0,Н,Игрок
hermabi01h,1975,Ветераны,,,,Y,Игрок
blylebe01h,2008,ББВАА,543.0,408.0,336.0,Н,Игрок
saxst01h,2000,ББВАА,499.0,375.0,2.0,Н,Игрок
huggimi01h,1948,ББВАА,121.0,91.0,4.0,Н,Менеджер
mcgeewi01h,2006,ББВАА,520.0,390.0,12.0,Н,Игрок
chandha99h,1982,Ветераны,,,,Y,Пионер/Исполнительный
fernato01h,2007,ББВАА,545.0,409.0,4.0,Н,Игрок
faberre01h,1962,ББВАА,160.0,120.0,30.0,Н,Игрок
nehfar01h,1951,ББВАА,226.0,170.0,4.0,Н,Игрок
mattido01h,2005,ББВАА,516.0,387.0,59.0,Н,Игрок
schalra01h,1942,ББВАА,233.0,175.0,53.0,Н,Игрок
bluegos01h,1954,ББВАА,252.0,189.0,1.0,Н,Игрок
berrych02h,1955,ББВАА,251.0,189.0,1.0,Н,Игрок
martipe01h,1951,ББВАА,226.0,170.0,19.0,Н,Игрок
henrito01h,1964,ББВАА,201.0,151.0,13.0,Н,Игрок
raineti01h,2011,ББВАА,581.0,436.0,218.0,Н,Игрок
willicy01h,1948,ББВАА,121.0,91.0,1.0,Н,Игрок
maglisa01h,1968,ББВАА,283.0,213.0,11.0,Н,Игрок
munsoth01h,1992,ББВАА,430.0,323.0,32.0,Н,Игрок
cansejo01h,2007,ББВАА,545.0,409.0,6.0,Н,Игрок
traynpi01h,1938,ББВАА,262.0,197.0,3.0,Н,Игрок
haineje01h,1953,ББВАА,264.0,198.0,4.0,Н,Игрок
ramospe01h,1978,ББВАА,379.0,285.0,0.0,Н,Игрок
vaughar01h,1958,ББВАА,266.0,200.0,6.0,Н,Игрок
morriha02h,2006,ББВАА,520.0,390.0,5.0,Н,Игрок
thomsbo01h,1973,ББВАА,380.0,285.0,3.0,Н,Игрок
morrija02h,2009,ББВАА,539.0,405.0,237.0,Н,Игрок
perezto01h,2000,ББВАА,499.0,375.0,385.0,Y,Игрок
hermaba01h,1955,ББВАА,251.0,189.0,5.0,Н,Игрок
wilsoha01h,1939,ББВАА,274.0,206.0,1.0,Н,Игрок
brownga01h,1982,ББВАА,415.0,312.0,0.0,Н,Игрок
conceda01h,1997,ББВАА,473.0,353.0,60.0,Н,Игрок
hernake01h,2002,ББВАА,472.0,354.0,29.0,Н,Игрок
zimmech01h,1938,ББВАА,262.0,197.0,1.0,Н,Игрок
harribu01h,1939,ББВАА,274.0,206.0,1.0,Н,Менеджер
sullibi03h,1937,ББВАА,201.0,151.0,1.0,Н,Игрок
bakerfr01h,1939,ББВАА,274.0,206.0,30.0,Н,Игрок
woodwi01h,1986,ББВАА,425.0,319.0,23.0,Н,Игрок
tennefr02h,1937,ББВАА,201.0,151.0,5.0,Н,Игрок
dihigma99h,1977,Негритянская лига,,,,Y,Игрок
mcnalda01h,1982,ББВАА,415.0,312.0,5.0,Н,Игрок
longhe01h,1946,Выдвижение кандидатур,202.0,,1.0,Н,Игрок
tennefr01h,1946,Выдвижение кандидатур,202.0,,1.0,Н,Игрок
mazerbi01h,1990,ББВАА,444.0,333.0,131.0,Н,Игрок
rixeyep01h,1947,ББВАА,161.0,121.0,2.0,Н,Игрок
kellech01h,1964,ББВАА,201.0,151.0,12.0,Н,Игрок
gomezle01h,1946,Выдвижение кандидатур,202.0,,4.0,Н,Игрок
ringji01h,1949,ББВАА,153.0,115.0,1.0,Н,Игрок
coopemo01h,1960,ББВАА,269.0,202.0,1.0,Н,Игрок
hoytwa01h,1950,ББВАА,168.0,126.0,11.0,Н,Игрок
wardjo01h,1936,Ветераны,78.0,59.0,3.0,Н,Игрок
vaughar01h,1964,ББВАА,201.0,151.0,17.0,Н,Игрок
brocklo01h,1985,ББВАА,395.0,297.0,315.0,Y,Игрок
kinerra01h,1968,ББВАА,283.0,213.0,118.0,Н,Игрок
suttodo01h,1994,ББВАА,456.0,342.0,259.0,Н,Игрок
cepedor01h,1981,ББВАА,401.0,301.0,77.0,Н,Игрок
meadole01h,1958,ББВАА,266.0,200.0,2.0,Н,Игрок
coopewa01h,1971,ББВАА,360.0,270.0,7.0,Н,Игрок
schumha02h,1955,ББВАА,251.0,189.0,1.0,Н,Игрок
ehmkeho01h,1958,ББВАА,266.0,200.0,7.0,Н,Игрок
wilsoji01h,1962,ББВАА,160.0,120.0,4.0,Н,Игрок
sandbry01h,2004,ББВАА,506.0,380.0,309.0,Н,Игрок
luquedo01h,1952,ББВАА,234.0,176.0,1.0,Н,Игрок
suttebr01h,2000,ББВАА,499.0,375.0,192.0,Н,Игрок
jonesra01h,1988,ББВАА,427.0,321.0,0.0,Н,Игрок
torrejo01h,1992,ББВАА,430.0,323.0,62.0,Н,Игрок
doerrbo01h,1970,ББВАА,300.0,225.0,75.0,Н,Игрок
frymawo01h,1989,ББВАА,447.0,336.0,0.0,Н,Игрок
howarel01h,1982,ББВАА,415.0,312.0,40.0,Н,Игрок
sandbry01h,2003,ББВАА,496.0,372.0,244.0,Н,Игрок
