corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
219,Corp. Boston Sail MakersCorp., , ,,,,,2004-10-12T10:41:26,4,
272,Corp. Humble LightingCorp., , ,,,,,2004-10-12T10:41:26,2,
282,Corp. Imperial LightingCorp., , ,,,,,2004-10-12T10:41:26,1,
306,Corp. Apex PetroleumLtd., , ,,,,,2004-10-12T10:41:26,8,
352,Corp. Famous LightingLtd., , ,,,,,2004-10-12T10:41:26,1,
358,Corp. Famous RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,1,
376,Corp. Humble PetroleumLtd., , ,,,,,2004-10-12T10:41:26,2,
395,Corp. Just OperaLtd., , ,,,,,2004-10-12T10:41:26,1,
397,Corp. Just QuestsLtd., , ,,,,,2004-10-12T10:41:26,8,
405,Corp. Apex OperaAg., , ,,,,,2004-10-12T10:41:26,7,
424,Corp. Computer NeedleworkAg., , ,,,,,2004-10-12T10:41:26,3,
449,Corp. Expert Sail MakersAg., , ,,,,,2004-10-12T10:41:26,5,
475,Corp. Humble OperaAg., , ,,,,,2004-10-12T10:41:26,4,
479,Corp. Humble Sail MakersAg., , ,,,,,2004-10-12T10:41:26,6,
487,Corp. Imperial QuestsAg., , ,,,,,2004-10-12T10:41:26,7,
90,Corp. Imperial TransitInc., , ,,,,,2004-10-12T10:41:26,6,
156,Corp. Famous PetroleumCo., , ,,,,,2004-10-12T10:41:26,2,
230,Corp. Computer TransitCorp., , ,,,,,2004-10-12T10:41:26,3,
383,Corp. Imperial MachineryLtd., , ,,,,,2004-10-12T10:41:26,7,
485,Corp. Imperial OperaAg., , ,,,,,2004-10-12T10:41:26,1,
165,Corp. Giant OperaCo., , ,,,,,2004-10-12T10:41:26,1,
295,Corp. Just OperaCorp., , ,,,,,2004-10-12T10:41:26,6,
314,Corp. Boston NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,2,
329,Corp. Computer Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,5,
354,Corp. Famous NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,5,
364,Corp. Giant NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,5,
375,Corp. Humble OperaLtd., , ,,,,,2004-10-12T10:41:26,5,
379,Corp. Humble Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,4,
425,Corp. Computer OperaAg., , ,,,,,2004-10-12T10:41:26,1,
428,Corp. Computer RestaurantsAg., , ,,,,,2004-10-12T10:41:26,8,
441,Corp. Expert Key StonesAg., , ,,,,,2004-10-12T10:41:26,8,
452,Corp. Famous LightingAg., , ,,,,,2004-10-12T10:41:26,2,
47,Corp. Expert QuestsInc., , ,,,,,2004-10-12T10:41:26,4,
340,Corp. Driven TransitLtd., , ,,,,,2004-10-12T10:41:26,4,
389,Corp. Imperial Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,7,
