constructorresultsid,raceid,constructorid,points,status
3794,335,25,1.0,
2075,213,17,4.0,
3856,4,1,5.0,
13290,553,58,0.0,
5136,426,45,0.0,
10981,708,66,0.0,
4988,416,22,2.0,
4090,361,21,0.0,
13222,549,34,1.0,
4931,411,22,0.0,
11811,653,66,3.0,
2222,226,27,0.0,
12199,608,37,0.0,
13998,345,3,12.0,
776,91,17,0.0,
3773,334,6,15.0,
3749,332,34,0.0,
2039,209,20,0.0,
1972,203,24,0.0,
14175,844,164,0.0,
1979,204,25,0.0,
12820,585,1,9.0,
15050,929,1,0.0,
3598,324,34,0.0,
853,99,19,0.0,
707,84,3,0.0,
4022,357,49,0.0,
4440,379,25,0.0,
3162,299,32,3.0,
13763,518,4,0.0,
1871,194,25,0.0,
9667,775,105,0.0,
1388,150,19,0.0,
4676,393,49,0.0,
10213,741,172,4.0,
2404,243,6,4.0,
9650,772,66,0.0,
3756,333,1,9.0,
14219,848,15,0.0,
13110,574,37,2.0,
6351,504,57,0.0,
5549,454,54,0.0,
12822,585,25,4.0,
12896,589,3,0.0,
2823,275,1,10.0,
908,105,6,10.0,
2548,254,30,0.0,
13883,526,25,4.0,
13121,575,32,9.0,
6484,514,59,0.0,
3602,324,39,0.0,
1396,151,19,0.0,
14809,900,9,0.0,
12030,606,32,9.0,
12113,625,66,0.0,
183,35,11,0.0,
15444,969,5,6.0,
12107,625,82,4.0,
1697,178,18,0.0,
13455,530,60,0.0,
6111,489,53,0.0,
13611,539,57,0.0,
5170,429,1,9.0,
10384,735,97,0.0,
13493,532,56,0.0,
3411,314,22,0.0,
1764,185,1,16.0,
1488,159,15,0.0,
1782,186,20,0.0,
3270,306,34,0.0,
4128,363,27,0.0,
12108,625,37,2.0,
1567,167,6,4.0,
2201,224,29,0.0,
12424,596,64,4.0,
2566,256,18,1.0,
12205,609,32,4.0,
2637,261,31,0.0,
9614,767,87,3.0,
557,69,8,0.0,
3426,315,3,2.0,
14546,875,206,0.0,
3757,333,22,3.0,
14004,345,131,1.0,
14591,879,208,1.0,
5871,475,55,0.0,
15341,960,9,18.0,
10778,715,181,0.0,
15558,980,1,0.0,
863,100,19,1.0,
15220,949,6,18.0,
4116,362,39,0.0,
1431,154,18,0.0,
1638,173,21,0.0,
831,97,1,7.0,
3736,331,47,0.0,
14293,854,205,0.0,
4650,392,3,8.0,
3921,10,10,0.0,
4035,358,33,0.0,
5104,424,51,0.0,
517,66,11,6.0,
4321,373,1,15.0,
3091,294,17,0.0,
13372,558,64,0.0,
6485,514,3,0.0,
14594,879,164,0.0,
5671,462,55,0.0,
1359,148,1,4.0,
