resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
16143,653,320,187,6,11,6.0,6,6,1.0,88,,,,,,,12
12339,510,110,51,22,8,,R,18,0.0,8,,,,,,,5
20857,844,67,5,18,16,9.0,9,9,2.0,58,+1:09.394,5486952.0,44.0,14.0,1:31.360,210.341,1
17414,719,436,176,16,0,,W,20,0.0,0,,,,,,,54
3774,196,30,6,3,4,10.0,10,10,0.0,76,,,,,,,12
16181,654,341,63,17,8,,R,24,0.0,6,,,,,,,5
11373,477,177,3,6,10,5.0,5,5,2.0,54,+1:30.994,5704211.0,,,,,1
23327,966,831,15,12,19,15.0,15,15,0.0,70,,,58.0,15.0,1:23.657,185.213,11
2772,150,56,19,18,12,,R,18,0.0,54,,,,,,,5
21759,882,20,9,1,9,4.0,4,4,12.0,56,+12.525,5799470.0,53.0,1.0,1:36.808,202.706,1
17457,721,278,26,10,12,,R,14,0.0,29,,,,,,,103
17903,740,356,170,28,11,,R,17,0.0,12,,,,,,,5
15428,624,182,37,12,25,12.0,12,12,0.0,82,,,,,,,13
10435,443,160,45,24,26,,R,22,0.0,3,,,,,,,3
6610,309,131,25,4,9,2.0,2,2,6.0,69,+31.832,5963322.0,,,,,1
15459,625,338,32,6,22,18.0,18,18,0.0,34,,,,,,,86
8631,376,127,37,15,18,,R,15,0.0,54,,,,,,,6
16829,690,356,191,7,11,,R,12,0.0,17,,,,,,,6
17983,743,453,170,28,18,9.0,9,9,0.0,15,+5:23.7,8616100.0,,,,,1
6200,295,57,32,11,10,,R,20,0.0,35,,,,,,,6
576,45,21,4,3,13,10.0,10,10,0.0,59,,,48.0,12.0,1:34.893,195.302,11
15438,624,290,34,18,18,,R,22,0.0,28,,,,,,,6
11110,467,170,53,36,0,,F,31,0.0,0,,,,,,,81
18274,755,476,167,26,16,9.0,9,9,0.0,72,,,,,,,13
3201,170,65,19,8,9,8.0,8,8,0.0,44,+1:27.808,5382302.0,,,,,1
2639,144,35,16,10,11,,R,17,0.0,30,,,,,,,5
18886,784,622,105,10,11,4.0,4,4,1.5,92,,,,,,,16
9388,403,110,34,8,10,8.0,8,8,0.0,78,,,,,,,20
21870,887,8,208,7,8,5.0,5,5,10.0,52,+11.257,5590713.0,49.0,8.0,1:35.384,222.339,1
