raceid,driverid,lap,position,time,milliseconds
974,18,28,19,1:18.935,78935
33,2,58,9,1:20.523,80523
179,57,29,1,1:26.051,86051
160,15,30,8,1:29.357,89357
909,821,28,15,1:24.477,84477
887,819,7,19,1:41.596,101596
156,62,34,21,1:18.779,78779
183,69,29,19,1:16.422,76422
24,22,67,7,1:20.003,80003
957,18,30,12,1:38.605,98605
952,832,19,6,1:31.892,91892
5,6,51,9,1:27.259,87259
856,15,6,20,1:47.942,107942
866,154,52,4,1:17.952,77952
866,818,58,15,1:18.427,78427
166,18,8,11,1:22.691,82691
857,30,16,8,1:32.491,92491
885,813,22,18,1:22.898,82898
915,13,36,13,1:43.841,103841
156,49,23,14,1:16.682,76682
210,55,21,8,1:28.486,88486
877,4,4,4,1:49.521,109521
45,4,4,3,3:44.518,224518
187,65,20,12,1:27.063,87063
852,155,38,12,1:54.023,114023
210,57,3,10,1:32.541,92541
343,808,16,9,1:32.592,92592
977,13,52,9,1:08.713,68713
77,31,37,8,1:32.558,92558
108,42,40,12,1:37.947,97947
80,14,23,15,1:18.637,78637
979,840,53,15,1:22.830,82830
76,24,59,12,1:20.270,80270
845,153,52,18,1:29.132,89132
89,4,13,1,1:34.000,94000
159,18,31,9,1:17.757,77757
90,21,33,12,1:30.029,90029
85,42,42,4,1:23.633,83633
95,15,16,1,1:15.669,75669
144,30,20,7,1:28.170,88170
955,825,30,11,1:50.613,110613
233,49,20,10,1:33.873,93873
949,836,17,12,1:39.143,99143
978,830,18,3,1:33.803,93803
72,22,38,11,1:39.991,99991
861,13,53,16,1:43.264,103264
46,24,42,17,1:32.101,92101
898,3,51,9,1:41.133,101133
875,39,35,20,1:47.473,107473
862,814,7,12,1:44.438,104438
27,21,14,20,1:19.480,79480
853,815,32,7,1:34.022,94022
968,832,25,14,1:48.396,108396
907,154,32,17,1:14.696,74696
937,8,21,7,2:29.880,149880
104,22,9,9,1:25.079,85079
51,15,2,12,1:52.946,112946
901,822,8,10,1:49.794,109794
59,27,71,13,1:20.746,80746
120,53,22,17,1:28.647,88647
351,67,18,15,1:54.510,114510
951,815,4,18,1:47.931,107931
197,35,13,4,1:22.408,82408
194,64,12,15,1:33.652,93652
342,30,1,7,1:34.592,94592
910,826,35,16,1:30.022,90022
191,57,58,1,1:33.156,93156
57,2,36,12,1:35.018,95018
917,818,7,10,1:17.020,77020
344,153,61,13,1:20.948,80948
861,817,46,13,1:43.810,103810
226,58,31,14,3:13.130,193130
222,71,1,13,1:52.908,112908
8,6,9,4,1:22.233,82233
862,808,53,18,1:45.953,105953
981,826,27,14,1:26.709,86709
158,25,20,10,1:34.849,94849
172,65,19,6,1:19.091,79091
230,55,9,3,1:52.116,112116
176,35,43,6,1:30.722,90722
899,821,2,12,1:20.507,80507
883,3,1,1,1:44.359,104359
191,49,4,7,1:38.060,98060
141,50,20,16,1:33.780,93780
90,32,53,11,1:28.992,88992
194,44,23,6,1:31.569,91569
191,15,9,10,1:37.531,97531
969,835,15,16,1:44.405,104405
44,24,10,15,1:24.875,84875
43,11,29,16,1:18.514,78514
348,29,58,19,1:29.836,89836
