driverstandingsid,raceid,driverid,points,position,positiontext,wins
63989,346,153,3.0,16,16,0
66791,908,18,55.0,8,8,0
55705,600,252,1.0,18,18,0
54959,611,332,5.0,9,9,0
9628,285,71,58.0,2,2,3
45320,816,677,0.0,87,87,0
21555,451,77,0.0,22,22,0
47040,778,608,0.0,40,40,0
62441,763,535,0.0,46,46,0
48482,732,457,0.0,29,29,0
10359,247,79,0.0,20,20,0
57150,527,203,0.0,8,8,0
20166,411,170,2.0,11,11,0
49222,770,533,4.0,14,14,0
12029,137,18,11.0,7,7,0
54867,608,331,0.0,21,21,0
13710,40,25,2.0,12,12,0
16463,336,112,0.0,23,23,0
7201,303,122,3.0,13,13,0
44132,832,675,2.0,19,19,0
51223,704,356,3.0,10,10,0
54066,624,340,0.0,27,27,0
19214,379,131,0.0,27,27,0
19692,395,156,4.0,12,12,0
11791,126,8,4.0,5,5,0
44447,822,656,2.0,17,17,0
43217,833,640,0.0,18,18,0
10604,255,49,15.0,8,8,0
65529,880,824,0.0,15,15,0
47101,779,586,0.0,30,30,0
49354,772,541,0.0,52,52,0
11583,150,15,9.0,8,8,0
63613,726,444,0.0,46,46,0
43972,831,763,3.0,12,12,0
17643,320,128,0.0,32,32,0
4470,200,71,0.0,16,16,0
47184,780,611,8.0,4,4,1
51358,707,289,40.0,2,2,2
22778,484,177,0.0,15,15,0
53905,678,369,0.0,33,33,0
57338,533,175,1.0,16,16,0
64558,849,17,124.0,2,2,0
56220,584,289,0.0,22,22,0
10271,244,88,0.0,15,15,0
5343,238,73,0.0,18,18,0
48148,741,364,9.0,6,6,0
4515,202,25,17.0,6,6,0
44459,822,657,1.0,19,19,0
67108,929,832,6.0,12,12,0
49439,773,583,0.0,33,33,0
12071,139,37,0.0,20,20,0
3379,172,15,6.0,10,10,0
22557,480,137,20.0,8,8,1
58714,520,137,0.0,20,20,0
56556,562,199,0.0,23,23,0
20447,420,102,0.0,15,15,0
17341,312,65,0.0,28,28,0
65210,870,808,0.0,20,20,0
67223,934,1,194.0,1,1,5
52712,686,364,13.0,6,6,1
13929,50,13,80.0,4,4,3
56084,580,232,0.0,31,31,0
53744,674,334,0.0,27,27,0
65848,894,13,89.0,7,7,0
54216,629,328,27.0,3,3,2
10668,207,15,0.0,9,9,0
51539,801,498,6.5,4,4,0
46874,790,526,0.0,79,79,0
19845,400,167,0.0,26,26,0
6914,293,128,0.0,26,26,0
51922,805,681,0.0,72,72,0
3449,34,14,8.0,16,16,0
49202,770,456,3.0,18,18,0
10531,253,63,2.0,15,15,0
23273,496,201,1.0,20,20,0
12581,98,11,14.0,7,7,0
13701,40,15,4.0,10,10,0
29876,17,9,17.0,14,14,0
57122,575,279,0.0,50,50,0
23035,491,117,13.0,7,7,1
11226,184,22,10.0,8,8,0
20433,420,117,9.0,1,1,1
57771,544,223,1.0,9,9,0
58758,522,221,20.0,6,6,1
18895,370,102,60.0,2,2,6
9544,282,109,5.0,11,11,0
64281,354,37,6.0,17,17,0
