targetid,raceid,driverid,win
13725,41,22,0
5251,234,49,0
51821,804,680,0
11553,149,50,0
20266,414,160,0
63394,720,437,0
62196,760,557,0
16441,336,90,0
17727,3,12,0
48379,745,433,0
66461,269,104,0
22847,486,187,0
58908,526,222,0
3106,160,41,0
66229,263,102,0
20696,426,160,0
65026,864,1,0
19390,384,102,0
11887,130,59,0
64548,848,813,0
57895,548,254,0
55082,614,298,0
59167,506,178,0
43310,835,797,0
64162,351,18,0
55499,596,235,0
44019,831,726,0
19126,376,165,0
49406,772,437,0
64610,851,4,0
54787,605,290,0
68218,972,1,0
4482,200,74,0
59393,511,191,0
65088,866,13,0
16194,330,102,0
54789,605,309,0
49755,748,507,0
21297,445,158,0
44644,824,525,0
55221,618,330,0
48289,744,385,0
58254,556,200,0
54178,627,321,0
9385,275,112,0
51422,708,407,0
18464,363,160,0
54583,651,289,0
22770,484,192,0
9499,280,112,0
17999,11,7,0
48936,697,402,0
43637,825,704,0
22343,475,182,0
67471,943,18,0
65196,870,4,0
10563,254,87,0
54997,612,262,0
9663,286,105,0
57849,547,252,0
