id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
691,1971,0,0,0,MMP,Tom,Owens,,owensto01,South Carolina,ABA
860,1972,0,0,0,KEN,Cleveland,Hill,,,Nichols State,ABA
1229,1974,1,0,0,UTS,Joe,Meriweather,,meriwjo01,Southern Illinois,ABA
1337,1974,8,0,0,KEN,Len,Coulter,,,Morehead State,ABA
1600,1948,0,0,0,PRO,Otto,Snellbacher,,,Kansas,NBA
1714,1950,1,1,1,BOS,Charlie,Share,,sharech01,Bowling Green,NBA
1872,1951,4,9,38,PHW,Jud,Milhon,,,Ohio Wesleyan,NBA
2111,1953,0,0,0,SYR,Gerald,Nappy,,,Georgetown,NBA
2189,1954,5,6,42,SYR,Paul,Pottenburgh,,,Siena,NBA
2236,1954,10,9,89,MNL,John,Blever,,,Northwestern,NBA
2436,1957,1,2,2,DET,Charles,Tyra,,tyrach01,Louisville,NBA
2510,1957,11,1,76,CIN,Cliff,Hafer,,,North Carolina State,NBA
2621,1959,2,6,12,STL,Alan,Seiden,,,St. John's,NBA
2840,1961,5,7,48,STL,John,Berberich,,,UCLA,NBA
2966,1962,8,5,65,SYR,Jerry,Harkness,,harknje01,Loyola (IL),NBA
3051,1963,6,5,49,CIN,Jim,McCormack,,,West Virginia,NBA
3253,1965,8,3,64,BAL,Jim,Murphy,,,DePaul,NBA
3256,1965,8,6,67,CIN,Jim,Fox,,,South Carolina,NBA
3287,1965,14,2,98,PHI,Jack,Morgenthal,,,Houston,NBA
3895,1969,8,10,109,ATL,Bob,Christian,,chrisbo01,Grambling,NBA
4663,1972,13,4,178,BAL,Mike,Krawzyk,,,Loyola (Md.),NBA
4805,1973,8,2,122,BUF,Carl,Jackson,,,St. Bonaventure,NBA
4845,1973,10,11,162,CAP,Dick,Kelly,,,Bay College,NBA
4861,1973,12,4,178,CLE,Chris,McMurray,,,San Diego State,NBA
4871,1973,13,6,188,BOS,Scott,Koelzer,,,Montana State,NBA
4953,1974,4,5,59,HOU,Larry,Robinson,,,Texas,NBA
5128,1975,4,2,56,LAL,CJ,Kupec,,kupeccj01,Michigan,NBA
5383,1976,8,15,137,WSB,Merlin,Wilson,,,Georgetown,NBA
6068,1980,3,17,63,MIL,Al,Beal,,,Oklahoma,NBA
6296,1981,4,8,77,SDC,Lee,Raker,,,Virginia,NBA
6334,1981,5,23,115,BOS,Glen,Grunwald,,,Indiana,NBA
6430,1981,10,8,211,DEN,Derrick,Rowland,,rowlade01,Potsdam State,NBA
6653,1982,10,6,211,NYK,John,Leonard,,,Manhattan,NBA
7052,1984,7,20,159,MIL,Tony,William,,,Florida State,NBA
7234,1985,5,20,113,PHI,Carl,Wright,,,Southern Methodist,NBA
7782,1990,2,20,47,PHI,Derek,Strong,,stronde01,Xavier (OH),NBA
7843,1991,2,27,54,POR,Marcus,Kennedy,,,Eastern Michigan,NBA
8257,1999,1,21,21,GSW,Jeff,Foster,,fosteje01,Southwest Texas State,NBA
8499,2003,2,4,33,MIA,Jerome,Beasley,,beaslje01,North Dakota,NBA
8501,2003,2,6,35,MIL,Szymon,Szewczyk,,,Poland,NBA
8764,2008,1,1,1,CHI,Derrick,Rose,,rosede01,Memphis,NBA
8884,2010,1,1,1,WAS,John,Wall,,walljo01,Kentucky,NBA
8913,2010,1,30,30,WAS,Lazar,Hayward,,haywala01,Marquette,NBA
8998,2011,2,25,55,BOS,E'Twaun,Moore,,mooree_01,Purdue,NBA
