playerid,award,year,lgid,note,pos
abdulka01,All-Defensive Second Team,1970,NBA,,
abdulka01,All-NBA First Team,1970,NBA,,C
abdulka01,Finals MVP,1970,NBA,,
abdulka01,Most Valuable Player,1970,NBA,,
barryri01,All-ABA First Team,1970,ABA,,F
beatyze01,All-ABA Second Team,1970,ABA,tie,C
beatyze01,Finals MVP,1970,ABA,,
bingda01,All-NBA First Team,1970,NBA,,G
briskjo01,All-ABA Second Team,1970,ABA,,F
brownro01,All-ABA First Team,1970,ABA,,F
caldwjo01,All-ABA Second Team,1970,ABA,,F
calvima01,All-ABA First Team,1970,ABA,,G
cannola01,All-ABA Second Team,1970,ABA,,G
cowenda01,Rookie of the Year,1970,NBA,tie,
cunnibi01,All-NBA First Team,1970,NBA,,F
danieme01,All-ABA First Team,1970,ABA,,C
danieme01,Most Valuable Player,1970,ABA,,
debusda01,All-Defensive First Team,1970,NBA,,
fraziwa01,All-Defensive First Team,1970,NBA,,
fraziwa01,All-NBA Second Team,1970,NBA,,G
freemdo01,All-ABA Second Team,1970,ABA,,G
havlijo01,All-Defensive Second Team,1970,NBA,,
havlijo01,All-NBA First Team,1970,NBA,,F
isselda01,All-ABA Second Team,1970,ABA,tie,C
isselda01,Rookie of the Year,1970,ABA,tie,
johnsgu01,All-Defensive First Team,1970,NBA,,
johnsgu01,All-NBA Second Team,1970,NBA,,F
lovebo01,All-NBA Second Team,1970,NBA,,F
petrige01,Rookie of the Year,1970,NBA,tie,
reedwi01,All-NBA Second Team,1970,NBA,,C
roberos01,All-NBA Second Team,1970,NBA,,G
scottch01,All-ABA First Team,1970,ABA,,G
scottch01,Rookie of the Year,1970,ABA,tie,
silaspa01,All-Defensive Second Team,1970,NBA,,
sloanje01,All-Defensive Second Team,1970,NBA,,
thurmna01,All-Defensive First Team,1970,NBA,,
vanlino01,All-Defensive Second Team,1970,NBA,,
westje01,All-Defensive First Team,1970,NBA,,
westje01,All-NBA First Team,1970,NBA,,G
olajuha01,Finals MVP,1994,NBA,,
artesro01,All-NBA Third Team,2003,NBA,,F
robbire01,All-ABA Second Team,1969,ABA,,C
gilmoar01,All-ABA First Team,1972,ABA,,C
jabalwa01,Finals MVP,1968,ABA,,
sloanje01,All-Defensive First Team,1974,NBA,,
kiddja01,All-Defensive Second Team,2006,NBA,,
greerha01,All-NBA Second Team,1962,NBA,,G
lucasje01,All-NBA First Team,1965,NBA,,F
bryanko01,All-NBA Second Team,2000,NBA,,G
stoudda01,Rookie of the Year,1995,NBA,,
abdulka01,Most Valuable Player,1975,NBA,,
bayloel01,All-NBA First Team,1968,NBA,,F
cousybo01,All-NBA First Team,1955,NBA,,G
wisewi01,All-ABA Second Team,1971,ABA,,F
olajuha01,All-NBA Second Team,1985,NBA,,C
bellra01,All-Defensive Second Team,2007,NBA,,G
hillgr01,All-NBA Second Team,1999,NBA,,F
duncati01,All-NBA First Team,2002,NBA,,F
