playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
westje01,Jerry,Jerry,Alan,West,,,,"Mr. Clutch, Zeke from Cabin Creek",G-F,0,0,74.0,175,West Virginia,,1938-05-28,Cheylan,WV,USA,East Bank,East Bank,WV,USA,0000-00-00,W
stroujo01,John,John,Busby,Stroud,,,,,F,0,0,79.0,215,Mississippi,,1957-10-29,New Albany,MS,USA,West Union,Myrtle,MS,USA,0000-00-00,W
woodda01,David,David,Leroy,Wood,,,,,F,0,0,80.0,227,Nevada-Reno,Skagit Valley (WA),1964-11-30,Spokane,WA,USA,Hudson's Bay,Vancouver,WA,USA,0000-00-00,W
walshdo01,Donnie,Don,,Walsh,,,,,F,0,0,0.0,0,Gallagher Business,,0000-00-00,,,,,,,,0000-00-00,W
lawreed01,Edmund,Edmund,,Lawrence,,,,Ed,C,0,0,83.5,228,McNeese State,,1952-12-08,Lake Charles,LA,USA,W.O. Boston,Lake Charles,LA,USA,0000-00-00,B
swansge01,,George,,Swanson,,,,,G-F,0,0,0.0,0,Toledo,,0000-00-00,,,,,,,,0000-00-00,W
pattera01,,Raymond,Albert,Patterson,,,Jr.,Ray,F,0,0,74.0,195,Wisconsin,,1922-01-15,Lafayette,IN,USA,Wayland Academy,Beaver Dam,WI,USA,2011-08-03,W
johnsbu01,Buck,Alfonso,,Johnson,,,Jr.,Buck,F,0,0,79.0,190,Alabama,,1964-01-03,Birmingham,AL,USA,Hayes,Birmingham,AL,USA,0000-00-00,B
martica01,Cartier,Cartier,Alexander,Martin,,,,,F,0,0,79.0,220,Kansas State,,1984-11-20,Crockett,TX,USA,Nimitz,Houston,TX,USA,0000-00-00,B
gelabmi01,Mickael,Mickael,,Gelabale,,,,,F,0,0,79.0,215,none,,1983-05-22,Pointe Noire,,FRA,,,,,0000-00-00,B
willija02,Jason,Jason,Chandler,Williams,,,,"White Chocolate, Spring Break",G,0,0,73.0,190,Florida,Marshall,1975-11-18,Belle,WV,USA,Dupont,Belle,WV,USA,0000-00-00,W
harride02,Del,Del,,Harris,,,,,,0,0,76.0,205,Milligan College,,1937-06-18,,,,,,,,0000-00-00,
vaughra01,,Ralph,Lincoln,Vaughn,,,,,G-F,0,0,73.0,175,Southern California,,1918-02-12,Frankfort,IN,USA,Frankfort,Frankfort,IN,USA,1998-06-07,W
barrjo01,John,John,E.,Barr,,,,Johnny,F,0,0,75.0,205,Penn State,,1918-08-08,,,,Shamokin,Shamokin,PA,USA,2002-07-01,W
gentral01,Alvin,Alvin,,Gentry,,,,,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
rolliph01,Phil,Philip,Lee,Rollins,,,,"Phil, Flip",G,0,0,74.0,185,Louisville,,1934-01-19,Wickliffe,KY,USA,Wickliffe,Wickliffe,KY,USA,0000-00-00,W
thoresk01,Skip,Duane,W.,Thoren,,,,Skip,C,0,0,82.0,230,Illinois,,1943-04-05,Rockford,IL,USA,East,Rockford,IL,USA,0000-00-00,W
weissbo01,Bob,Robert,William,Weiss,,,,"Bob, Bobby",G,0,0,74.0,180,Penn State,,1942-05-07,Easton,PA,USA,Athens Area,Athens,PA,USA,0000-00-00,W
longjo01,John,John,Eddie,Long,,,,Johnny,G-F,0,0,77.0,195,Detroit,,1956-08-28,Romulus,MI,USA,Romulus,Romulus,MI,USA,0000-00-00,B
jolliho01,Howie,Howard,,Jolliff,,,,Howie,F-C,0,0,79.0,218,Ohio University,,1938-07-20,,,,South,Canton,OH,USA,0000-00-00,W
milicda01,Darko,Darko,,Milicic,,,,,F-C,0,0,84.0,245,none,,1985-06-20,Novi Sad,,SRB,Hemiska,Novi Sad,,SRB,0000-00-00,W
parkesm01,Smush,William,,Parker,,,,Smush,G,0,0,76.0,180,Fordham,Southern Idaho,1981-06-01,Newark,NJ,USA,Newtown,Elmhurst,NY,USA,0000-00-00,B
washipe01,Pearl,Dwayne,Alonzo,Washington,,,,Pearl,G,0,0,74.0,190,Syracuse,,1964-01-06,Brooklyn,NY,USA,Boys and Girls,Brooklyn,NY,USA,0000-00-00,B
powelji01,,Jim,,Powell,,,,,F,0,0,76.0,195,Denver,,0000-00-00,,,,,,,,0000-00-00,B
mcleoro01,Roshown,Roshown,,McLeod,,,,,F,0,0,80.0,221,Duke,St. John's (NY),1975-11-17,Jersey City,NJ,USA,St. Anthony's,Jersey City,NJ,USA,0000-00-00,B
sebasjo01,,John,,Sebastian,,,,Johnny,G,0,0,72.0,185,Southern Illinois,,0000-00-00,Odin,IL,USA,,,,,0000-00-00,W
toneyse01,Sedric,Sedric,Andre,Toney,,,,,G,0,0,74.0,178,Dayton,Phillips B.C./Nebraska WCC,1962-04-13,Columbus,MS,USA,Wilbur Wright,Dayton,OH,USA,0000-00-00,B
larusru01,Rudy,Rudolph,Anton,LaRusso,,,,Rudy,F-C,0,0,79.0,220,Dartmouth,,1937-11-11,Brooklyn,NY,USA,James Madison,Brooklyn,NY,USA,2004-07-09,W
crawffr01,Freddie,Frederick,Russell,Crawford,,,Jr.,"Freddie, Fred",G-F,0,0,76.0,189,St. Bonaventure,,1940-12-23,New York,NY,USA,Samuel Gompers,New York,NY,USA,0000-00-00,B
armstbj01,B.J.,Benjamin,Roy,Armstrong,,,Jr.,"B.J., The Kid",G,0,0,74.0,175,Iowa,,1967-09-09,Detroit,MI,USA,Brother Rice,Birmingham,MI,USA,0000-00-00,B
grayga01,Gary,Gary,Michael,Gray,,,,,G,0,0,73.0,185,Oklahoma City,,1945-02-23,,,,Fort Cobb,Fort Cobb,OK,USA,0000-00-00,W
calveer01,Ernie,Ernest,A.,Calverley,,,,Ernie,G,0,0,70.0,145,Rhode Island,,1924-01-30,Pawtucket,RI,USA,East,Pawtucket,RI,USA,2003-10-20,W
stricer01,Erick,Demerick,Montae,Strickland,,,,Erick,G,0,0,75.0,210,Nebraska,,1973-11-25,Opelika,AL,USA,West,Bellevue,NE,USA,0000-00-00,B
cunnidi01,Dick,Dick,,Cunningham,,,,Cement Mixer,C,0,0,82.0,240,Murray State,,1946-07-11,Canton,OH,USA,South Canton,Canton,OH,USA,0000-00-00,W
barrito01,Tom,Tom,,Barrise,,,,,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
filipad01,,Adam,,Filipczak,,,,Flip,G,0,0,70.0,170,Wayne State,,0000-00-00,,,,Northeastern,Detroit,MI,USA,0000-00-00,W
schreal01,,Albert,,Schrecker,,,,Al,F,0,0,73.0,160,none,,1917-07-23,,,,,,,,2000-01-04,W
widowpa01,,Paul,,Widowitz,,,,,F,0,0,73.0,170,Duquesne,,0000-00-00,,,,Fifth Avenue,Pittsburgh,PA,USA,0000-00-00,W
doubyqu01,Quincy,Quincy,,Douby,,,,,G,0,0,75.0,175,Rutgers,,1984-05-16,Brooklyn,NY,USA,St. Thomas More Prep / Grady,Oakdale / Brooklyn,CT / NY,USA,0000-00-00,B
englijo01,Jo Jo,Stephen,,English,,,,Jo-Jo,G,0,0,76.0,195,South Carolina,,1970-02-04,Frankfurt,,GER,Lower Richland,Hopkins,SC,USA,0000-00-00,B
crossch01,Chink,Francis,P.,Crossin,,,,"Chink, Fran",G,0,0,71.0,165,Pennsylvania,,1924-07-04,Luzerne,PA,USA,Luzerne,Luzerne,PA,USA,1981-01-10,W
stackry01,Ryan,Ryan,Eugene,Stack,,,,,F,0,0,83.0,215,South Carolina,,1975-07-24,Nashville,TN,USA,Cheatham County,Chapmansboro,TN,USA,0000-00-00,W
kennewa01,,Walter,,Kennedy,,,,Walt,,0,0,80.0,230,Florida A&M,,0000-00-00,,,,,,,,0000-00-00,B
cummipa01,Pat,Patrick,Michael,Cummings,,,,"Pat, Roadblock",F-C,0,0,81.0,230,Cincinnati,,1956-07-11,Johnstown,PA,USA,Johnstown,Johnstown,PA,USA,2012-06-26,W
minorma01,Mark,Mark,William,Minor,,,,,F,0,0,78.0,210,Ohio State,,1950-05-14,,,,Solon,Solon,OH,USA,0000-00-00,W
brownbo01,Bob,Robert,Edward,Brown,,,,"Bob, Bobby",F,0,0,76.0,205,Miami (OH),,1923-11-12,,,,,,,,0000-00-00,W
rogerca01,Carlos,Carlos,Deon,Rogers,,,,Bonz,C-F,0,0,82.0,220,Tennessee State,Arkansas-Little Rock,1971-02-06,Detroit,MI,USA,Mackenzie / Northwestern,Detroit,MI,USA,0000-00-00,B
paineal01,,Alva,L.,Paine,,,,Allie,G,0,0,72.0,165,Oklahoma,,1919-07-22,Harrah,OK,USA,Oklahoma City Central,Oklahoma City,OK,USA,2008-03-22,W
salvaal01,Al,Albert,Julian,Salvadori,,,,Al,F,0,0,81.0,215,South Carolina,,1945-05-06,Wheeling,WV,USA,Wheeling Central,Wheeling,WV,USA,0000-00-00,W
sittoch01,Charlie,Charles,E.,Sitton,,,,Charlie,F,0,0,80.0,210,Oregon State,,1962-07-03,McMinnville,OR,USA,McMinnville,McMinnville,OR,USA,0000-00-00,W
mcnabch01,Chet,Chester,D.,McNabb,,,,Chet,F,0,0,74.0,200,Arizona State,West Texas State,1920-09-19,,,,Tolleson,Tolleson,AZ,USA,1990-06-14,W
leverfa01,Fat,Lafayette,,Lever,,,,Fat,G,0,0,75.0,170,Arizona State,,1960-08-18,Pine Bluff,AR,USA,Pueblo,Tucson,AZ,USA,0000-00-00,B
roberto01,Tony,Darryl,,Robertson,,,,Tony,G,0,0,76.0,195,West Virginia,Eastern Arizona JC,1956-01-01,Detroit,MI,USA,Southwestern,Detroit,MI,USA,0000-00-00,B
radmavl01,Vladimir,Vladimir,,Radmanovic,,,,,F,0,0,82.0,227,none,,1980-11-19,Trebinje,,YUG,,,,,0000-00-00,W
briskjo01,John,John,,Brisker,,,,,F-G,0,0,77.0,210,Toledo,,1947-06-15,Detroit,MI,USA,Hamtramck,Hamtramck,MI,USA,0000-00-00,B
ortizjo01,Jose,Jose,Rafael,Ortiz Rijos,,,,Piculin,F-C,0,0,82.0,225,Oregon State,,1963-10-25,Albonito,PR,PUR,Benjamin Harrison,Cayey,PR,PUR,0000-00-00,W
tarkaje01,Jerry,Jerry,,Tarkanian,,,,,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
adelmri01,Rick,Richard,Leonard,Adelman,,,,Rick,G,0,0,73.0,175,Loyola (CA),,1946-06-16,Lynwood,CA,USA,St. Pius X,Downey,CA,USA,0000-00-00,W
redmoma01,Marlon,Marlon,Bernard,Redmond,,,,,G,0,0,78.0,188,San Francisco,,1955-04-15,San Francisco,CA,USA,Balboa,San Francisco,CA,USA,0000-00-00,B
thomaty01,Tyrus,Tyrus,Wayne,Thomas,,,,,F,0,0,81.0,215,Louisiana State,,1986-08-17,Baton Rouge,LA,USA,McKinley,Baton Rouge,LA,USA,0000-00-00,B
marbust01,Stephon,Stephon,Xzavior,Marbury,,,,Starbury,G,0,0,74.0,180,Georgia Tech,,1977-02-20,Brooklyn,NY,USA,Abraham Lincoln,Brooklyn,NY,USA,0000-00-00,B
greento01,Tommie,Tommie,L.,Green,,,,Tommy,G,0,0,74.0,185,Southern,,1956-04-08,Baton Rouge,LA,USA,McKinley,Baton Rouge,LA,USA,0000-00-00,B
sichtje01,Jerry,Jerry,Lee,Sichting,,,,,G,0,0,73.0,168,Purdue,,1956-11-29,Martinsville,IN,USA,Martinsville,Martinsville,IN,USA,0000-00-00,W
rivliju01,,Jule,L.,Rivlin,,,,"Julie, Jules",G,0,0,71.0,160,Marshall,,1917-02-02,Wheeling ?,WV,USA,Triadelphia,Triadelphia,WV,USA,2002-09-23,W
mauryfr01,,Frank,,Maury,,,,X,G,0,0,65.0,155,none,,0000-00-00,,,,,,,,0000-00-00,W
mayfike01,Ken,Kendall,,Mayfield,,,,"Ken, Kenny",G,0,0,74.0,185,Tuskegee,Coffeyville CC,1948-05-11,Chicago,IL,USA,Dunbar Vocational,Chicago,IL,USA,0000-00-00,B
