driverstandingsid,raceid,driverid,points,position,positiontext,wins
59292,509,200,4.0,15,15,0
57917,549,207,22.0,4,4,2
48206,742,459,0.0,34,34,0
58950,498,140,0.0,26,26,0
51846,804,690,0.0,92,92,0
46497,798,666,0.0,66,66,0
21022,436,95,0.0,13,13,0
21180,441,118,13.0,4,4,0
54838,607,250,0.0,22,22,0
46594,786,596,0.0,51,51,0
47214,780,526,0.0,64,64,0
65116,867,154,53.0,7,7,0
6989,296,105,5.0,8,8,0
53805,675,322,0.0,28,28,0
68234,972,828,0.0,21,21,0
20738,427,137,13.0,6,6,1
56628,564,172,7.0,7,7,0
49743,748,503,0.0,61,61,0
66090,259,94,0.0,16,16,0
64394,842,153,0.0,14,14,0
10538,253,44,8.0,11,11,0
65439,876,816,0.0,22,22,0
7184,303,119,56.0,2,2,1
7152,302,95,108.0,1,1,9
65823,893,8,149.0,4,4,1
43703,827,475,0.0,23,23,0
16401,335,90,6.0,11,11,0
23195,494,218,0.0,38,38,0
43297,835,559,0.0,26,26,0
50148,753,537,0.0,62,62,0
64178,351,810,0.0,21,21,0
58372,558,182,72.0,1,1,3
20819,430,158,0.0,21,21,0
288,31,20,23.0,9,9,1
58779,522,119,2.0,14,14,0
5206,232,44,11.0,7,7,1
58285,556,264,0.0,51,51,0
21146,440,173,12.0,5,5,0
56493,589,277,0.0,47,47,0
64279,354,67,8.0,16,16,0
67286,938,1,252.0,1,1,7
49385,772,555,0.0,55,55,0
10807,214,15,0.0,20,20,0
3381,172,50,5.0,12,12,0
67606,950,815,0.0,15,15,0
66680,903,825,20.0,9,9,0
54205,628,305,7.0,11,11,0
52731,686,390,0.0,22,22,0
49894,750,449,6.0,8,8,0
50108,753,364,0.0,33,33,0
65971,899,819,0.0,20,20,0
43286,835,687,0.0,56,56,0
20772,428,179,0.0,28,28,0
49441,773,585,0.0,62,62,0
54174,627,330,0.0,28,28,0
55524,596,315,0.0,42,42,0
19614,392,158,4.0,9,9,0
66392,267,107,0.0,31,31,0
48914,697,389,0.0,23,23,0
13068,64,21,49.0,4,4,1
5350,238,84,6.0,12,12,0
49215,770,587,0.0,64,64,0
50790,711,430,0.0,21,21,0
12617,100,22,74.0,2,2,0
63638,727,278,0.0,18,18,0
12151,111,14,19.0,2,2,1
51874,805,577,0.0,70,70,0
48424,730,427,0.0,22,22,0
5325,237,83,0.0,20,20,0
16222,330,109,0.0,26,26,0
62289,761,562,0.0,72,72,0
22313,474,181,2.0,20,20,0
51274,705,385,7.0,7,7,0
7021,297,123,0.0,24,24,0
57567,539,182,35.0,3,3,1
52668,685,304,37.0,1,1,2
13929,50,13,80.0,4,4,3
44634,824,725,0.0,78,78,0
62422,763,551,0.0,58,58,0
20225,413,123,0.0,15,15,0
64314,355,812,0.0,22,22,0
55814,602,298,0.0,35,35,0
9715,288,71,69.0,3,3,3
47262,781,516,0.0,40,40,0
55731,601,265,0.0,21,21,0
21695,456,190,0.0,27,27,0
45162,814,705,0.0,90,90,0
54268,630,309,23.0,5,5,0
3095,159,49,4.0,5,5,0
20873,432,172,10.0,11,11,0
12797,107,46,0.0,25,25,0
51212,703,420,0.0,20,20,0
52861,689,391,0.0,35,35,0
56694,566,254,0.0,23,23,0
45032,813,525,0.0,46,46,0
44419,821,747,0.0,76,76,0
22377,475,90,0.0,38,38,0
63499,724,401,1.0,15,15,0
47156,780,579,25.0,1,1,3
22781,484,213,0.0,24,24,0
21459,449,158,3.0,16,16,0
65970,899,824,0.0,19,19,0
52074,807,655,0.0,42,42,0
12015,136,14,34.0,5,5,1
12066,139,8,20.0,6,6,0
56695,566,250,1.0,16,16,0
51812,804,677,0.0,89,89,0
19055,374,114,0.0,13,13,0
12405,123,23,58.0,5,5,2
57129,575,242,0.0,52,52,0
23221,495,95,5.0,14,14,0
12444,91,11,0.0,11,11,0
44080,832,534,0.0,46,46,0
57594,539,243,0.0,24,24,0
64470,845,10,0.0,22,22,0
63431,722,289,9.0,5,5,1
67274,937,815,25.0,11,11,0
