constructorresultsid,raceid,constructorid,points,status
15040,928,10,0.0,
14717,892,9,40.0,
5193,430,50,0.0,
15296,956,131,37.0,
1535,164,22,4.0,
10054,753,167,0.0,
824,96,17,0.0,
6264,499,3,4.0,
4657,392,25,0.0,
2988,287,22,0.0,
2643,262,22,11.0,
4793,401,45,0.0,
67,24,7,8.0,
10782,716,170,6.0,
14718,892,6,30.0,
2510,251,3,0.0,
854,99,15,0.0,
2402,242,25,0.0,
5310,438,52,0.0,
1565,166,21,0.0,
17,19,4,1.0,
13873,525,27,0.0,
3246,305,22,4.0,
10241,744,172,0.0,
11180,681,176,0.0,
4571,386,44,0.0,
4729,397,49,0.0,
15543,979,1,9.0,
2157,220,18,0.0,
2599,258,25,0.0,
4957,413,25,0.0,
731,87,16,2.0,
15232,950,9,27.0,
14885,906,206,0.0,
1058,120,4,12.0,
1130,126,21,0.0,
14776,897,10,9.0,
21,19,8,0.0,
11183,681,167,0.0,
15480,973,6,18.0,
12360,591,63,3.0,
3622,325,42,0.0,
1538,164,16,0.0,
1046,118,19,0.0,
2515,252,6,5.0,
2645,262,6,7.0,
14391,863,9,37.0,
4479,381,39,0.0,
10793,717,181,4.0,
12879,588,75,0.0,
6369,506,51,2.0,
1364,148,18,0.0,
1315,144,6,4.0,
1770,185,3,0.0,
4992,416,45,0.0,
15007,918,9,32.0,
10232,743,95,0.0,
3384,312,39,0.0,
2445,246,17,1.0,
11160,679,183,2.0,
14719,892,15,10.0,
5483,450,51,1.0,
1048,119,3,10.0,
823,96,3,1.0,
12609,579,63,0.0,
15390,964,4,0.0,
3302,308,35,1.0,
6144,491,53,0.0,
780,92,4,8.0,
15461,971,9,10.0,
14271,852,5,0.0,
1299,142,18,0.0,
2538,254,3,10.0,
1633,173,1,10.0,
12099,624,37,2.0,
2435,245,18,0.0,
2171,221,17,0.0,
274,44,1,14.0,D
14473,869,206,0.0,
15359,961,15,0.0,
14418,865,1,10.0,
2156,220,22,0.0,
1978,204,22,0.0,
15252,952,9,37.0,
2721,267,32,0.0,
6489,514,4,0.0,
2111,216,21,0.0,
12080,623,1,2.0,
11846,632,34,0.0,
1905,197,1,0.0,
1162,129,19,0.0,
5867,475,51,0.0,
14534,874,206,0.0,
11864,634,63,1.0,
10342,731,172,9.0,
4807,402,33,0.0,
1335,146,1,10.0,
