constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
26569,958,6,224.0,2,2,0
22811,588,26,0.0,16,16,0
10512,454,34,15.0,2,2,1
5579,187,15,4.0,7,7,0
74,25,2,74.0,2,2,1
5129,247,31,0.0,11,11,0
18840,756,170,8.0,1,1,1
9309,380,3,7.0,6,6,0
17785,768,125,0.0,8,8,0
24894,868,207,0.0,10,10,0
20808,684,172,0.0,13,13,0
11369,502,51,2.0,11,11,0
22938,565,1,21.0,3,3,1
22547,581,57,0.0,17,17,0
10721,466,25,12.0,7,7,1
9311,380,49,0.0,18,18,0
20919,667,194,2.0,4,4,0
5073,243,27,1.0,7,7,0
22831,589,26,0.0,17,17,0
2556,236,28,0.0,11,11,0
9328,381,37,9.0,6,6,0
5479,178,18,0.0,11,11,0
19396,745,173,0.0,8,8,0
26037,909,206,2.0,9,9,0
19051,748,106,0.0,9,9,0
7836,332,22,40.0,4,4,0
20166,718,176,3.0,8,8,0
17831,773,127,0.0,9,9,0
2078,193,25,0.0,9,9,0
8677,6,5,5.0,9,9,0
22003,629,81,0.0,10,10,0
21923,623,34,1.0,8,8,0
10981,481,34,41.0,5,5,2
5740,152,20,4.0,9,9,0
23209,547,1,12.0,4,4,0
692,84,6,86.0,3,3,1
186,35,4,80.0,4,4,2
25454,220,20,20.0,6,6,0
9909,420,1,9.0,1,1,1
24204,525,25,24.0,5,5,0
22918,564,59,0.0,14,14,0
5729,151,20,3.0,8,8,0
22840,589,56,0.0,16,16,0
10444,449,27,3.0,10,10,0
704,85,3,54.0,5,5,0
10166,433,4,16.0,6,6,0
25116,878,5,22.0,9,9,0
678,82,17,11.0,9,9,0
8954,365,37,4.0,10,10,0
4779,284,25,0.0,13,13,0
10079,427,49,0.0,13,13,0
23508,531,56,6.0,5,5,0
1638,34,6,156.0,1,1,7
8752,15,23,156.0,1,1,8
10820,472,54,4.0,10,10,0
22406,602,58,7.0,8,8,0
8768,16,10,13.0,9,9,0
23590,535,21,8.0,7,7,0
26789,974,4,14.0,7,7,0
22977,567,1,31.0,3,3,2
26233,936,9,96.0,4,4,0
11349,500,45,0.0,15,15,0
8972,366,6,38.0,3,3,2
5801,124,3,6.0,2,2,0
2464,228,27,1.0,7,7,0
25633,265,33,2.0,11,11,0
23037,570,6,64.0,1,1,6
10510,453,51,0.0,14,14,0
21707,635,63,3.0,8,8,0
8259,306,3,6.0,3,3,0
26749,970,4,0.0,8,8,0
22310,597,34,10.0,5,5,1
23533,532,21,2.0,11,11,0
9585,397,37,1.0,12,12,0
23710,541,64,0.0,19,19,0
9341,382,33,0.0,11,11,0
26381,941,5,45.0,7,7,0
5573,187,22,16.0,6,6,0
9644,401,21,11.0,6,6,0
8472,317,42,0.0,19,19,0
22728,583,63,0.0,13,13,0
25713,271,25,13.0,6,6,0
5536,183,16,0.0,10,10,0
9799,411,49,0.0,11,11,0
24748,858,205,0.0,10,10,0
4691,278,27,11.0,4,4,0
20826,685,189,0.0,16,16,0
8374,312,41,0.0,14,14,0
24542,842,4,30.0,4,4,0
2468,228,28,0.0,11,11,0
25446,219,21,7.0,8,8,0
10984,481,57,0.0,15,15,0
11359,501,21,8.0,5,5,0
21967,626,82,9.0,6,6,0
6463,66,11,58.0,4,4,1
22718,583,37,1.0,10,10,0
2106,196,22,16.0,3,3,0
20917,667,167,0.0,6,6,0
11422,505,4,23.0,4,4,2
24847,864,164,0.0,12,12,0
24556,843,5,4.0,7,7,0
25674,268,18,5.0,10,10,0
2092,195,3,14.0,3,3,0
22338,598,78,0.0,16,16,0
9859,416,21,1.0,10,10,0
26734,969,131,33.0,2,2,0
10481,451,54,0.0,12,12,0
5908,134,19,3.0,8,8,0
23141,575,182,0.0,19,19,0
11247,494,54,1.0,13,13,0
11496,510,32,10.0,9,9,0
8511,319,36,0.0,17,17,0
84,26,1,72.0,3,3,3
22017,630,84,0.0,11,11,0
25482,222,21,9.0,8,8,0
3337,294,1,26.0,2,2,1
22371,600,57,0.0,15,15,0
25649,266,31,0.0,13,13,0
