targetid,raceid,driverid,win
52848,689,385,0
58761,522,173,0
50280,755,484,0
1429,82,14,0
57312,532,172,0
21642,454,177,0
3232,166,30,0
48198,742,376,0
67174,932,8,0
58445,559,232,0
1562,87,40,0
21488,449,140,0
49342,772,547,0
52607,683,340,0
51512,800,596,0
43556,839,589,0
20889,432,183,0
63797,339,153,0
58239,555,247,0
11133,179,70,0
48104,739,480,0
10827,215,78,0
54940,611,327,0
58824,524,224,0
6991,296,79,0
55567,597,315,0
13875,47,29,0
65194,870,1,1
51649,802,593,0
57499,537,233,0
58322,557,197,0
62449,763,511,0
10444,250,65,0
47328,782,555,0
67835,959,815,0
48924,697,383,0
63888,342,17,1
53455,641,346,0
5061,225,73,0
61956,756,456,0
44337,820,740,0
20936,433,187,0
18120,15,21,0
56889,570,281,0
7206,303,108,0
64987,860,3,0
13656,38,3,0
46278,796,646,0
49508,774,547,0
56166,582,294,0
47209,780,560,0
48668,736,465,0
46143,794,608,0
54917,610,197,0
17152,307,109,0
57358,533,158,0
63789,339,3,0
47314,782,427,0
55716,600,300,0
59149,505,200,0
59332,510,199,0
44920,811,632,0
43950,830,774,0
19606,392,123,0
9637,285,119,0
20454,420,183,0
64454,844,815,0
1394,80,40,0
67755,956,1,1
51990,806,597,0
66876,911,817,1
22340,475,117,0
