raceid,driverid,stop,lap,time,duration,milliseconds
944,826,2,39,14:54:15,23.630,23630
870,5,2,36,15:00:48,21.855,21855
929,826,1,15,18:29:32,25.421,25421
967,18,2,20,14:48:04,33:30.062,2010062
880,1,1,13,17:23:56,22.155,22155
913,20,1,12,20:26:56,30.147,30147
931,822,2,56,15:19:50,24.412,24412
841,1,2,36,17:59:29,23.199,23199
956,4,4,29,14:40:38,18.194,18194
861,807,2,15,17:30:50,23.549,23549
874,819,1,14,15:29:02,21.343,21343
953,831,3,48,15:21:45,45.700,45700
956,836,4,28,14:40:19,18.342,18342
962,832,1,1,20:06:25,25.973,25973
908,18,1,28,14:51:14,28.645,28645
879,39,3,51,15:19:00,23.625,23625
869,4,2,41,14:59:05,17.942,17942
940,826,1,8,14:17:26,23.316,23316
842,816,2,35,17:07:20,24.416,24416
914,8,3,23,16:12:06,32.466,32466
945,830,2,20,17:40:25,22.457,22457
963,839,2,31,15:59:29,33.338,33338
883,819,1,11,15:23:21,22.912,22912
978,154,2,43,14:16:53,28.998,28998
879,5,4,56,15:26:34,23.002,23002
869,807,3,46,15:06:33,18.365,18365
882,13,2,19,15:37:26,20.027,20027
878,5,1,21,13:41:14,22.713,22713
864,4,1,10,14:18:30,19.456,19456
865,10,2,54,15:17:48,36.503,36503
842,1,2,24,16:45:48,22.611,22611
862,813,1,11,15:23:09,21.569,21569
901,825,3,39,17:15:37,24.415,24415
854,817,1,1,20:06:48,44.170,44170
927,8,2,14,15:30:53,24.744,24744
887,822,2,38,14:11:48,31.851,31851
894,16,1,3,15:09:31,29.829,29829
869,154,2,24,14:37:20,20.388,20388
940,832,2,27,14:49:26,39.345,39345
980,838,2,30,15:01:43,26.187,26187
980,13,2,29,14:58:40,23.092,23092
907,1,2,39,14:51:40,22.555,22555
936,807,1,15,14:28:49,22.573,22573
866,10,1,24,14:36:31,25.520,25520
846,816,2,63,15:33:21,26.464,26464
933,828,3,45,15:04:13,22.449,22449
880,16,2,46,18:15:28,22.749,22749
950,825,1,4,14:10:58,23.158,23158
971,20,1,10,18:19:52,24.702,24702
858,3,2,48,18:29:04,19.907,19907
862,1,3,38,16:09:51,20.177,20177
903,3,1,13,15:26:51,23.277,23277
873,8,2,32,21:07:02,29.370,29370
882,4,3,41,16:14:58,21.012,21012
881,154,3,35,17:07:03,22.385,22385
948,831,1,10,16:23:19,22.701,22701
981,817,1,37,14:56:51,23.951,23951
951,828,2,28,15:55:13,30.433,30433
902,13,3,38,19:09:23,24.575,24575
895,820,1,11,15:22:39,23.648,23648
910,13,3,45,15:19:26,22.278,22278
962,8,1,1,20:06:21,24.874,24874
842,3,3,40,17:15:05,22.526,22526
865,155,1,1,14:04:47,28.390,28390
888,807,1,17,14:31:56,21.226,21226
945,832,2,28,17:54:59,22.063,22063
868,10,2,38,14:07:52,25.241,25241
871,813,1,1,14:06:36,21.842,21842
845,22,3,35,14:58:09,20.650,20650
908,3,1,18,14:33:49,28.329,28329
896,4,3,36,15:59:44,24.066,24066
918,3,2,34,18:05:35,24.083,24083
965,828,1,17,14:34:12,25.229,25229
949,807,4,51,19:29:43,26.595,26595
