raceid,driverid,lap,position,time,milliseconds
860,818,19,13,1:57.339,117339
949,837,40,17,1:39.935,99935
847,67,54,14,1:26.149,86149
15,17,5,19,1:56.823,116823
848,3,11,7,1:46.477,106477
233,14,3,9,1:31.901,91901
122,8,23,4,1:27.800,87800
71,21,57,1,1:27.724,87724
944,154,15,12,1:17.854,77854
72,13,20,11,1:37.252,97252
903,826,22,11,1:44.977,104977
118,30,53,4,1:23.942,83942
33,18,48,14,1:21.549,81549
871,30,40,7,1:55.085,115085
139,49,20,12,1:15.523,75523
847,20,8,1,1:41.724,101724
858,153,25,17,1:49.298,109298
872,20,29,6,1:31.059,91059
162,41,26,9,1:26.241,86241
338,37,9,12,1:48.156,108156
24,5,52,5,1:19.712,79712
203,74,10,14,2:41.869,161869
86,32,19,14,2:01.207,121207
231,50,9,10,1:26.126,86126
171,60,14,11,1:29.503,89503
349,155,1,12,2:05.769,125769
881,13,25,6,1:42.189,102189
107,35,48,10,1:13.335,73335
86,17,24,7,1:58.940,118940
11,15,25,14,1:41.913,101913
136,11,58,10,1:19.483,79483
961,13,12,8,1:28.921,88921
931,832,70,10,1:35.601,95601
84,21,6,3,1:26.962,86962
99,30,18,2,1:16.565,76565
354,9,39,11,1:17.744,77744
351,4,45,1,1:49.902,109902
20,5,53,5,1:34.047,94047
862,10,1,18,1:56.348,116348
134,23,36,4,1:17.189,77189
162,2,24,15,1:27.718,87718
108,31,33,1,1:29.384,89384
18,14,21,8,1:29.502,89502
350,10,25,19,1:49.511,109511
841,22,25,15,1:32.042,92042
177,49,32,5,1:31.899,91899
979,828,68,16,1:22.388,82388
957,817,19,5,1:45.076,105076
178,25,26,10,1:25.195,85195
5,6,19,13,1:25.888,85888
894,820,54,17,1:45.646,105646
942,815,8,5,2:03.044,123044
857,816,4,17,1:36.589,96589
970,839,17,12,1:40.343,100343
968,836,28,18,1:46.675,106675
179,22,61,7,1:28.198,88198
215,57,25,3,1:27.794,87794
872,816,7,15,1:32.200,92200
63,13,42,3,1:19.310,79310
50,23,7,12,2:12.693,132693
26,17,17,10,1:32.952,92952
871,817,43,9,1:55.380,115380
161,65,17,16,1:29.496,89496
940,829,5,16,1:44.580,104580
190,41,28,13,1:45.612,105612
884,813,58,14,1:28.543,88543
226,77,20,4,1:30.825,90825
68,26,50,15,1:39.987,99987
123,51,46,13,1:39.007,99007
951,830,27,6,1:42.614,102614
850,30,24,9,1:39.088,99088
870,811,61,7,1:26.935,86935
60,3,43,8,1:23.417,83417
33,22,21,10,1:21.620,81620
108,35,35,9,1:29.673,89673
81,30,24,5,1:26.868,86868
78,15,26,8,1:17.387,77387
115,15,2,19,2:25.366,145366
950,817,11,12,1:43.416,103416
146,44,34,5,1:12.663,72663
940,826,17,12,1:41.302,101302
189,70,9,14,1:46.516,106516
860,817,37,15,1:57.281,117281
875,37,9,19,1:49.861,109861
160,49,3,7,1:31.503,91503
45,3,2,18,2:50.950,170950
108,21,14,12,1:32.426,92426
861,10,45,19,1:45.916,105916
977,839,35,7,1:10.103,70103
23,1,14,3,1:39.365,99365
980,835,21,13,1:52.245,112245
87,35,11,16,1:15.980,75980
226,79,28,13,1:35.516,95516
931,828,68,13,1:29.848,89848
