qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
913,60,17,3,9,17,1:23.129,,
3143,8,16,10,20,18,1:19.909,,
6673,945,830,5,33,11,1:42.889,1:42.521,
4282,100,22,6,2,2,1:18.305,,
4811,852,155,15,16,12,2:07.194,2:04.757,
5201,869,10,206,24,22,1:19.291,,
4318,101,2,17,18,18,1:16.310,,
6245,916,813,208,13,11,1:38.608,1:38.467,
5418,879,1,1,4,1,1:15.075,1:13.398,1:12.458
5759,895,18,1,5,10,1:32.606,1:31.838,1:31.827
1987,215,57,1,9,3,1:21.797,,
4564,842,17,9,2,3,1:37.924,1:36.080,1:35.179
4386,106,15,7,16,6,1:35.213,,
1672,191,74,18,23,17,1:34.646,,
1191,79,41,7,17,13,1:11.754,,
1762,200,74,18,23,19,1:33.399,,
99,22,3,3,7,11,1:27.367,1:27.012,
6907,958,4,1,14,7,1:35.165,1:23.816,1:21.211
2330,246,71,3,5,1,1:17.225,,
4891,856,10,166,24,21,1:42.091,,
2638,258,91,15,29,19,1:13.855,,
2889,269,22,17,14,8,1:21.796,,
195,27,9,2,4,7,1:15.985,1:15.109,1:16.521
320,33,12,4,6,12,1:18.300,1:18.274,
1073,68,4,4,1,1,1:44.128,1:43.951,1:44.360
4456,72,35,15,11,16,1:34.887,1:38.108,
6976,961,13,3,19,11,1:23.489,1:22.967,
3003,1,21,10,21,18,1:26.677,,
3293,16,9,2,5,8,1:23.072,1:21.147,1:20.631
4852,855,17,9,2,6,1:33.135,1:31.576,1:31.156
1682,192,25,22,6,5,1:18.261,,
1720,193,73,25,20,21,1:30.437,,
5346,876,20,9,1,1,1:26.387,1:25.435,1:25.283
1437,109,51,18,18,19,1:40.599,,
1114,69,11,8,22,20,1:33.666,,
1158,77,27,18,21,20,1:36.239,,
3466,342,810,166,25,21,1:17.864,,
6174,913,4,6,14,5,1:46.889,1:46.328,1:45.907
2766,264,44,27,26,15,1:27.785,,
3058,4,9,2,5,13,1:33.495,1:33.487,
3794,108,21,17,11,13,1:29.344,,
502,42,4,1,1,2,1:12.416,1:11.926,1:12.500
3622,349,807,3,10,9,1:55.442,1:47.821,1:47.053
2143,229,35,3,6,10,1:21.963,,
7218,972,828,15,9,19,1:37.507,,
6775,952,8,6,7,5,1:23.796,1:23.504,1:23.113
7187,971,13,3,19,8,1:31.373,1:30.677,1:30.074
3503,344,3,131,4,10,1:16.350,1:16.001,1:16.071
4865,855,15,205,21,19,1:35.514,,
5348,876,1,1,4,3,1:26.516,1:25.816,1:25.544
6192,914,3,131,6,1,1:33.671,1:32.950,1:32.506
5344,875,10,206,24,22,1:41.371,,
4185,95,30,6,1,5,1:14.516,,
1513,158,23,3,9,11,1:32.220,,
2,18,9,2,4,2,1:26.103,1:25.315,1:26.869
5529,883,820,206,23,22,1:36.476,,
142,24,15,7,11,14,1:18.039,1:18.327,
3432,341,16,10,14,11,1:22.628,1:21.985,
5532,884,20,9,1,3,1:22.158,1:21.602,1:21.054
5289,873,817,5,16,15,1:49.023,1:48.774,
3079,5,1,1,1,14,1:20.991,1:20.805,
78,21,6,3,8,12,1:21.690,1:21.117,
1788,203,14,1,7,2,1:48.845,,
1552,161,18,3,10,6,1:26.733,,
3803,110,14,1,5,2,1:13.818,,
2794,265,104,29,9,17,1:47.102,,
6385,930,3,131,6,1,1:26.490,1:25.166,1:24.681
1376,88,31,1,10,18,,,
3836,111,42,19,15,15,1:24.147,,
887,59,18,11,12,13,1:15.085,1:14.982,
2113,228,30,6,1,1,1:26.890,,
4230,97,32,19,15,10,1:14.532,,
4201,96,30,6,1,1,1:28.351,,
4398,106,46,18,20,18,1:48.069,,
6722,949,815,10,11,18,1:32.911,,
5326,875,4,6,5,4,1:39.144,1:37.987,1:37.534
4663,846,3,131,8,8,1:15.858,1:14.741,1:15.766
975,63,32,9,15,13,1:16.921,1:16.433,
403,37,14,9,14,13,1:35.730,1:35.766,
1736,199,50,24,19,15,1:26.948,,
1597,175,21,22,9,7,1:32.540,,
6122,910,820,206,4,19,1:27.819,,
5856,899,819,207,20,19,1:27.843,,
4880,856,16,10,14,10,1:38.789,1:38.219,
6921,958,836,209,94,21,1:47.343,,
7180,971,822,131,77,1,1:31.041,1:29.555,1:28.769
6740,950,154,210,8,14,1:38.425,1:39.830,
6982,961,826,5,26,17,1:23.825,,
1199,80,4,4,5,1,1:14.412,,
5475,881,807,15,11,12,1:37.931,1:38.125,
1659,191,35,3,1,4,1:30.919,,
6491,936,13,3,19,8,1:23.895,1:23.598,1:23.537
6937,959,154,210,8,15,1:16.328,1:16.086,
5909,902,8,6,7,6,1:35.234,1:34.925,1:34.368
6902,958,1,131,44,2,1:34.210,1:24.836,1:20.108
4473,73,11,16,4,13,1:31.113,1:34.450,
4470,73,21,4,6,10,1:30.445,1:33.320,
5394,878,20,9,1,1,1:36.558,1:35.796,1:35.657
3224,12,154,4,8,19,1:46.359,,
1883,210,56,6,6,9,1:24.862,,
7315,977,835,4,30,16,1:06.345,,
