resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
16400,667,312,167,14,21,,R,21,0.0,4,,,,,,,44
18265,754,547,105,14,0,,W,17,0.0,0,,,,,,,69
19449,809,613,113,22,22,,R,18,0.0,169,,,,,,,44
18456,763,541,66,4,15,13.0,13,13,0.0,67,,,,,,,15
11163,469,202,6,28,9,,R,22,0.0,6,,,,,,,20
7706,8,9,2,5,12,13.0,13,13,0.0,59,,,41.0,14.0,1:22.182,225.202,11
7607,3,21,10,21,20,14.0,14,14,0.0,55,,,37.0,18.0,1:56.239,168.821,11
13164,540,182,34,1,4,1.0,1,1,9.0,40,1:07:04.54,4024540.0,,,,,1
21824,885,17,9,2,4,3.0,3,3,15.0,78,+6.314,8278370.0,77.0,4.0,1:18.262,153.637,1
4519,230,50,29,17,13,,R,7,0.0,47,,,,,,,20
11960,496,205,53,35,0,,F,27,0.0,0,,,,,,,81
14989,606,327,25,4,9,10.0,10,10,0.0,38,,,,,,,12
5942,286,57,1,7,3,,R,22,0.0,32,,,,,,,20
170,26,2,2,3,5,2.0,2,2,8.0,60,+1:08.577,6018017.0,21.0,2.0,1:32.719,199.609,1
10505,446,181,54,14,13,,R,11,0.0,31,,,,,,,6
17573,725,437,92,36,0,,W,30,0.0,0,,,,,,,54
16754,686,370,167,8,13,10.0,10,10,0.0,84,,,,,,,16
9860,421,123,21,18,10,,R,16,0.0,28,,,,,,,10
16713,684,364,190,9,5,,R,14,0.0,34,,,,,,,8
4490,228,85,28,23,22,,F,22,0.0,0,,,,,,,77
15861,642,346,66,14,6,2.0,2,2,6.0,59,+40.062,6272053.0,,,,,1
6110,292,110,25,4,11,,R,26,0.0,2,,,,,,,5
17473,722,404,94,32,9,9.0,9,9,0.0,49,,,,,,,14
14077,572,250,204,8,3,,R,25,0.0,4,,,,,,,5
4285,219,71,21,1,14,,R,15,0.0,46,,,,,,,5
11641,486,176,57,14,21,9.0,9,9,0.0,59,,,,,,,11
14175,576,200,1,2,13,14.0,14,14,0.0,50,,,,,,,13
16805,689,306,187,22,14,7.0,7,7,0.0,63,,,,,,,12
16518,674,365,26,18,18,10.0,10,10,0.0,14,+10:11.4,8954600.0,,,,,1
1261,77,31,1,10,5,7.0,7,7,2.0,59,+58.173,5564821.0,42.0,10.0,1:31.807,201.866,1
19103,794,653,113,15,10,3.0,3,3,4.0,200,+3:32.36,14251890.0,,,,,1
8352,368,131,34,8,11,14.0,14,14,0.0,69,,,,,,,12
18302,756,476,95,6,12,,R,14,0.0,1,,,,,,,4
14749,598,305,1,33,6,7.0,7,7,0.0,79,,,,,,,11
16722,685,356,191,1,7,2.0,2,2,6.0,15,+38.5,7594200.0,,,,,1
5686,276,105,26,21,0,,F,26,0.0,0,,,,,,,81
584,45,18,11,7,17,,R,18,0.0,2,,,2.0,18.0,2:20.041,132.338,20
10183,434,140,6,28,16,4.0,4,4,3.0,74,,,,,,,11
7925,357,138,32,12,24,,N,14,0.0,46,,,,,,,62
7922,357,65,22,20,23,11.0,11,11,0.0,56,,,,,,,12
22966,950,13,3,19,10,6.0,6,6,8.0,56,+1:15.511,6009402.0,34.0,16.0,1:41.815,192.737,1
23276,964,807,10,27,9,8.0,8,8,4.0,53,+59.177,5262510.0,39.0,10.0,1:37.351,214.740,1
15409,623,327,25,2,12,,N,18,0.0,70,,,,,,,62
14304,581,172,3,21,23,,R,17,0.0,18,,,,,,,6
22009,894,822,3,17,17,12.0,12,12,0.0,55,+47.049,6240750.0,44.0,14.0,1:43.869,194.610,1
13138,539,172,27,26,6,8.0,8,8,0.0,74,,,,,,,11
4835,244,69,18,24,16,,R,11,0.0,68,,,,,,,22
15652,633,328,25,11,4,1.0,1,1,9.0,75,1:49:03.4,6543400.0,,,,,1
17821,736,386,66,5,2,,R,14,0.0,35,,,,,,,5
20088,835,796,158,27,29,22.0,22,22,0.0,123,,,,,,,112
12902,531,199,6,11,1,8.0,8,8,0.0,74,,,,,,,11
4761,241,81,29,9,12,,R,15,0.0,43,,,,,,,10
17286,713,360,170,9,6,,R,22,0.0,7,,,,,,,6
17954,742,418,170,42,16,11.0,11,11,0.0,71,,,,,,,14
2332,130,49,21,20,12,6.0,6,6,1.0,77,,,,,,,11
8130,362,163,27,25,18,,R,25,0.0,14,,,,,,,6
1059,67,13,6,6,4,9.0,9,9,0.0,53,+45.995,4537970.0,41.0,3.0,1:23.003,251.253,1
13666,557,238,25,3,5,16.0,16,16,0.0,56,,,,,,,13
5546,271,94,18,23,16,,R,20,0.0,10,,,,,,,4
4621,235,35,3,6,3,1.0,1,1,10.0,77,1:46:21.134,6381134.0,,,,,1
3065,164,56,19,7,10,4.0,4,4,3.0,78,+1:05.924,6634137.0,,,,,1
6816,315,90,22,19,8,4.0,4,4,3.0,44,+37.310,5274979.0,,,,,1
22320,908,155,207,10,22,15.0,15,15,0.0,50,,,31.0,18.0,1:41.462,209.020,12
22542,926,831,15,12,10,5.0,5,5,10.0,58,+1:35.149,5609216.0,46.0,9.0,1:32.612,206.137,1
16221,657,328,196,7,4,1.0,1,1,9.0,90,2:16:54.0,8214000.0,,,,,1
20967,848,39,164,22,24,24.0,24,24,0.0,54,,,32.0,24.0,1:47.708,181.123,13
11344,476,117,4,15,8,6.0,6,6,1.0,76,+41.636,5775448.0,,,,,1
21065,853,18,1,4,3,2.0,2,2,18.0,53,+9.590,4855762.0,52.0,2.0,1:26.207,241.915,1
20316,728,341,6,3,4,,R,17,0.0,43,,,,,,,5
9742,417,95,3,5,2,1.0,1,1,9.0,70,1:37:21.900,5841900.0,,,,,1
11316,475,187,1,7,11,9.0,9,9,0.0,71,,,,,,,11
8748,380,127,37,15,10,8.0,8,8,0.0,43,,,,,,,11
1869,107,10,17,19,17,15.0,15,15,0.0,69,,,68.0,16.0,1:13.905,209.896,12
12031,499,200,21,30,16,10.0,10,10,0.0,39,,,,,,,11
3731,194,71,17,9,7,10.0,10,10,0.0,57,,,,,,,9
5915,285,102,1,8,4,,R,21,0.0,8,,,,,,,4
4980,250,83,18,23,17,10.0,10,10,0.0,44,+1:19.789,5887664.0,,,,,1
4287,219,65,15,16,12,,R,17,0.0,38,,,,,,,4
14735,597,289,26,26,19,,R,20,0.0,16,,,,,,,6
12804,527,212,32,25,0,,F,25,0.0,0,,,,,,,81
13270,543,254,58,17,21,,R,20,0.0,2,,,,,,,6
3010,161,48,18,20,21,14.0,14,14,0.0,59,,,,,,,11
13586,555,224,56,28,17,4.0,4,4,3.0,74,,,,,,,11
17651,730,341,26,28,11,4.0,4,4,3.0,99,,,,,,,11
11811,491,205,53,35,0,,F,26,0.0,0,,,,,,,81
19024,790,620,105,8,7,,R,15,0.0,3,,,,,,,38
5653,275,87,27,26,21,,R,19,0.0,20,,,,,,,20
10027,428,123,21,18,15,4.0,4,4,3.0,67,+55.279,5786616.0,,,,,1
15871,642,278,82,11,8,12.0,12,12,0.0,57,,,,,,,12
19489,811,578,6,14,7,6.0,6,6,0.0,35,,,,,,,11
22735,936,807,10,27,11,,R,20,0.0,41,,,38.0,13.0,1:28.074,179.072,33
22033,895,16,10,15,22,14.0,14,14,0.0,52,,,29.0,14.0,1:37.367,214.705,11
17127,705,424,66,25,0,,F,20,0.0,0,,,,,,,81
10104,431,117,1,2,5,1.0,1,1,9.0,51,1:17:59.451,4679451.0,,,,,1
2440,135,14,1,3,9,5.0,5,5,2.0,66,,,,,,,11
9377,402,122,37,16,20,,R,24,0.0,13,,,,,,,3
8181,363,162,42,32,0,,F,37,0.0,0,,,,,,,97
15298,619,306,66,20,14,9.0,9,9,0.0,58,,,,,,,11
19638,816,660,125,26,30,,R,29,0.0,7,,,,,,,69
1703,99,17,19,14,12,9.0,9,9,0.0,70,+52.394,5470527.0,53.0,4.0,1:15.956,209.063,1
22493,916,18,1,22,12,12.0,12,12,0.0,55,,,33.0,13.0,1:44.255,190.367,11
6049,290,91,37,16,19,,R,25,0.0,0,,,,,,,4
16881,693,346,167,20,11,,N,13,0.0,70,,,,,,,62
21046,852,16,10,14,15,7.0,7,7,6.0,44,+59.713,5264606.0,33.0,10.0,1:52.591,223.946,1
8910,385,140,27,26,21,,R,15,0.0,62,,,,,,,36
14682,595,230,37,10,15,,R,22,0.0,0,,,,,,,4
17340,716,394,66,30,15,8.0,8,8,0.0,77,,,,,,,11
23537,976,826,5,26,11,,R,19,0.0,9,,,9.0,18.0,1:48.394,199.372,84
19514,812,619,87,38,12,11.0,11,11,0.0,55,,,,,,,15
7168,325,109,46,36,22,,R,17,0.0,46,,,,,,,5
20827,843,17,9,2,18,3.0,3,3,15.0,56,+7.555,5825781.0,,0.0,,,1
2674,146,35,16,10,12,8.0,8,8,0.0,70,,,,,,,11
22708,934,829,209,28,19,13.0,13,13,0.0,49,,,28.0,14.0,1:41.919,208.082,13
20518,345,22,3,9,9,4.0,4,4,12.0,57,+25.627,6055198.0,56.0,5.0,1:39.489,196.085,1
