orderid,productid,unitprice,quantity,discount
10659,40,18.4,24,0.0
10855,65,21.05,15,0.0
10614,39,18.0,5,0.0
10413,76,14.4,14,0.0
10944,56,38.0,18,0.0
10471,7,24.0,30,0.0
10406,1,14.4,10,0.0
10436,64,26.6,30,0.0
10565,64,33.25,18,0.0
10769,62,49.3,15,0.0
10680,31,12.5,20,0.0
10278,44,15.5,16,0.0
10861,18,62.5,20,0.0
10337,72,27.8,25,0.0
10573,34,14.0,40,0.0
10404,26,24.9,30,0.0
10930,21,10.0,36,0.0
10281,35,14.4,4,0.0
10635,5,21.35,15,0.0
10936,36,19.0,30,0.0
10299,19,7.3,15,0.0
10727,56,38.0,10,0.0
10401,30,20.7,18,0.0
10312,75,6.2,10,0.0
10365,11,16.8,24,0.0
10824,41,9.65,12,0.0
10682,66,17.0,4,0.0
10916,32,32.0,6,0.0
10593,20,81.0,21,0.0
10644,43,46.0,20,0.0
10788,75,7.75,40,0.0
10965,51,53.0,16,0.0
10999,41,9.65,20,0.0
10904,62,49.3,35,0.0
10291,13,4.8,20,0.0
10329,19,7.3,10,0.0
10977,63,43.9,20,0.0
10576,31,12.5,20,0.0
10954,45,9.5,30,0.0
10893,24,4.5,10,0.0
10597,24,4.5,35,0.0
11032,36,19.0,35,0.0
10763,22,21.0,6,0.0
10528,33,2.5,8,0.0
10572,75,7.75,15,0.0
11031,64,33.25,20,0.0
10967,49,20.0,40,0.0
10855,31,12.5,14,0.0
10716,51,53.0,7,0.0
10834,29,123.79,8,0.0
10697,19,9.2,7,0.0
10711,19,9.2,12,0.0
10830,60,34.0,30,0.0
10605,60,34.0,70,0.0
10897,30,25.89,36,0.0
10515,33,2.5,16,0.0
10918,60,34.0,25,0.0
10626,60,34.0,20,0.0
10707,70,15.0,28,0.0
10942,49,20.0,28,0.0
10444,35,14.4,8,0.0
11064,17,39.0,77,0.0
11013,42,14.0,4,0.0
10592,15,15.5,25,0.0
10319,76,14.4,30,0.0
10657,60,34.0,30,0.0
10966,56,38.0,12,0.0
11077,41,9.65,3,0.0
10479,53,26.2,28,0.0
11066,19,9.2,42,0.0
10708,5,21.35,4,0.0
