orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10278,BERGS,8,1996-08-12T00:00:00,1996-09-09T00:00:00,1996-08-16T00:00:00,2,92.69,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden
10281,ROMEY,4,1996-08-14T00:00:00,1996-08-28T00:00:00,1996-08-21T00:00:00,1,2.94,Romero y tomillo,"Gran Va, 1",Madrid,,28001,Spain
10291,QUEDE,6,1996-08-27T00:00:00,1996-09-24T00:00:00,1996-09-04T00:00:00,2,6.4,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10299,RICAR,4,1996-09-06T00:00:00,1996-10-04T00:00:00,1996-09-13T00:00:00,2,29.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10312,WANDK,2,1996-09-23T00:00:00,1996-10-21T00:00:00,1996-10-03T00:00:00,2,40.26,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10319,TORTU,7,1996-10-02T00:00:00,1996-10-30T00:00:00,1996-10-11T00:00:00,3,64.5,Tortuga Restaurante,Avda. Azteca 123,Mxico D.F.,,5033,Mexico
10329,SPLIR,4,1996-10-15T00:00:00,1996-11-26T00:00:00,1996-10-23T00:00:00,2,191.67,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10337,FRANK,4,1996-10-24T00:00:00,1996-11-21T00:00:00,1996-10-29T00:00:00,3,108.26,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
10365,ANTON,3,1996-11-27T00:00:00,1996-12-25T00:00:00,1996-12-02T00:00:00,2,22.0,Antonio Moreno Taquera,Mataderos 2312,Mxico D.F.,,5023,Mexico
10401,RATTC,1,1997-01-01T00:00:00,1997-01-29T00:00:00,1997-01-10T00:00:00,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10404,MAGAA,2,1997-01-03T00:00:00,1997-01-31T00:00:00,1997-01-08T00:00:00,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10406,QUEEN,7,1997-01-07T00:00:00,1997-02-18T00:00:00,1997-01-13T00:00:00,1,108.04,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil
10413,LAMAI,3,1997-01-14T00:00:00,1997-02-11T00:00:00,1997-01-16T00:00:00,2,95.66,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10436,BLONP,3,1997-02-05T00:00:00,1997-03-05T00:00:00,1997-02-11T00:00:00,2,156.66,Blondel pre et fils,"24, place Klber",Strasbourg,,67000,France
10444,BERGS,3,1997-02-12T00:00:00,1997-03-12T00:00:00,1997-02-21T00:00:00,3,3.5,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden
10471,BSBEV,2,1997-03-11T00:00:00,1997-04-08T00:00:00,1997-03-18T00:00:00,3,45.59,B-s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10479,RATTC,3,1997-03-19T00:00:00,1997-04-16T00:00:00,1997-03-21T00:00:00,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10515,QUICK,2,1997-04-23T00:00:00,1997-05-07T00:00:00,1997-05-23T00:00:00,1,204.47,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10528,GREAL,6,1997-05-06T00:00:00,1997-05-20T00:00:00,1997-05-09T00:00:00,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10565,MEREP,8,1997-06-11T00:00:00,1997-07-09T00:00:00,1997-06-18T00:00:00,2,7.15,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10572,BERGS,3,1997-06-18T00:00:00,1997-07-16T00:00:00,1997-06-25T00:00:00,2,116.43,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden
10573,ANTON,7,1997-06-19T00:00:00,1997-07-17T00:00:00,1997-06-20T00:00:00,3,84.84,Antonio Moreno Taquera,Mataderos 2312,Mxico D.F.,,5023,Mexico
10576,TORTU,3,1997-06-23T00:00:00,1997-07-07T00:00:00,1997-06-30T00:00:00,3,18.56,Tortuga Restaurante,Avda. Azteca 123,Mxico D.F.,,5033,Mexico
10592,LEHMS,3,1997-07-08T00:00:00,1997-08-05T00:00:00,1997-07-16T00:00:00,1,32.1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10593,LEHMS,7,1997-07-09T00:00:00,1997-08-06T00:00:00,1997-08-13T00:00:00,2,174.2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10597,PICCO,7,1997-07-11T00:00:00,1997-08-08T00:00:00,1997-07-18T00:00:00,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10605,MEREP,1,1997-07-21T00:00:00,1997-08-18T00:00:00,1997-07-29T00:00:00,2,379.13,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10614,BLAUS,8,1997-07-29T00:00:00,1997-08-26T00:00:00,1997-08-01T00:00:00,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10626,BERGS,1,1997-08-11T00:00:00,1997-09-08T00:00:00,1997-08-20T00:00:00,2,138.69,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden
10635,MAGAA,8,1997-08-18T00:00:00,1997-09-15T00:00:00,1997-08-21T00:00:00,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10644,WELLI,3,1997-08-25T00:00:00,1997-09-22T00:00:00,1997-09-01T00:00:00,2,0.14,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10657,SAVEA,2,1997-09-04T00:00:00,1997-10-02T00:00:00,1997-09-15T00:00:00,2,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10659,QUEEN,7,1997-09-05T00:00:00,1997-10-03T00:00:00,1997-09-10T00:00:00,2,105.81,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil
10680,OLDWO,1,1997-09-24T00:00:00,1997-10-22T00:00:00,1997-09-26T00:00:00,1,26.61,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10682,ANTON,3,1997-09-25T00:00:00,1997-10-23T00:00:00,1997-10-01T00:00:00,2,36.13,Antonio Moreno Taquera,Mataderos 2312,Mxico D.F.,,5023,Mexico
10697,LINOD,3,1997-10-08T00:00:00,1997-11-05T00:00:00,1997-10-14T00:00:00,1,45.52,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10707,AROUT,4,1997-10-16T00:00:00,1997-10-30T00:00:00,1997-10-23T00:00:00,3,21.74,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10708,THEBI,6,1997-10-17T00:00:00,1997-11-28T00:00:00,1997-11-05T00:00:00,2,2.96,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10711,SAVEA,5,1997-10-21T00:00:00,1997-12-02T00:00:00,1997-10-29T00:00:00,2,52.41,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10716,RANCH,4,1997-10-24T00:00:00,1997-11-21T00:00:00,1997-10-27T00:00:00,2,22.57,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
10727,REGGC,2,1997-11-03T00:00:00,1997-12-01T00:00:00,1997-12-05T00:00:00,1,89.9,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10763,FOLIG,3,1997-12-03T00:00:00,1997-12-31T00:00:00,1997-12-08T00:00:00,3,37.35,Folies gourmandes,"184, chausse de Tournai",Lille,,59000,France
