constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
11382,503,56,9.0,6,6,0
26745,970,9,37.0,3,3,0
20963,670,167,0.0,9,9,0
17783,768,32,0.0,6,6,0
1643,34,8,0.0,11,11,0
10835,473,25,10.0,8,8,0
24446,351,164,0.0,11,11,0
26788,974,5,29.0,5,5,0
25450,219,26,0.0,12,12,0
25145,880,207,0.0,11,11,0
25777,40,6,56.0,1,1,3
8646,7,3,11.5,6,6,0
9582,397,34,6.0,8,8,0
25832,45,6,111.0,1,1,5
18854,758,170,14.0,1,1,1
23642,538,6,35.0,4,4,3
21365,664,167,0.0,7,7,0
3358,295,34,0.0,14,14,0
9164,372,44,0.0,13,13,0
23543,533,58,2.0,10,10,0
25582,261,30,0.0,14,14,0
5202,253,25,2.0,8,8,0
10020,425,4,12.0,5,5,0
23445,527,55,0.0,15,15,0
22455,576,32,0.0,7,7,0
6234,99,7,8.0,7,7,0
20407,702,182,0.0,8,8,0
21703,635,25,24.0,2,2,2
17827,773,66,15.0,4,4,0
21708,635,34,0.0,9,9,0
24244,338,6,70.0,1,1,1
6333,54,9,1.0,8,8,0
25656,267,17,14.0,5,5,0
5538,184,17,38.0,3,3,1
652,80,6,69.0,3,3,1
23332,555,58,13.0,8,8,1
11021,482,1,69.0,2,2,4
19114,754,32,28.0,2,2,1
24499,355,131,214.0,4,4,0
24563,843,164,0.0,12,12,0
25300,895,208,264.0,4,4,1
23175,545,32,4.0,7,7,0
1469,160,3,7.0,5,5,0
2480,229,17,8.0,6,6,0
21750,639,1,6.0,7,7,0
3329,293,33,0.0,13,13,0
10209,435,34,26.0,5,5,1
1627,174,20,0.0,11,11,0
26090,914,5,29.0,7,7,0
23346,555,64,0.0,13,13,0
26011,907,3,85.0,5,5,0
19580,735,66,37.0,1,1,3
22802,587,63,0.0,14,14,0
6102,120,15,9.0,9,9,0
19351,742,172,17.0,2,2,1
6399,60,9,8.0,8,8,0
20917,667,167,0.0,6,6,0
2581,239,6,70.0,2,2,3
7652,322,41,0.0,13,13,0
22119,612,34,11.0,5,5,0
23103,573,182,0.0,18,18,0
24094,519,59,0.0,12,12,0
20492,708,184,0.0,13,13,0
9689,404,34,0.0,6,6,0
22867,561,1,7.0,3,3,0
6048,115,1,76.0,2,2,2
25817,43,8,4.0,7,7,0
1621,173,19,3.0,9,9,0
26202,932,15,21.0,6,6,0
22882,562,58,4.0,4,4,0
7635,321,45,0.0,12,12,0
23427,559,69,0.0,21,21,0
26402,943,1,27.0,9,9,0
23033,570,1,43.0,3,3,3
21339,661,167,0.0,7,7,0
9146,371,45,0.0,17,17,0
8433,315,35,5.0,7,7,0
5784,156,20,4.0,9,9,0
25905,51,8,4.0,9,9,0
10299,440,52,0.0,10,10,0
17833,774,87,31.0,3,3,2
11337,500,56,4.0,6,6,0
23536,532,60,0.0,17,17,0
9329,381,49,0.0,18,18,0
23180,545,25,4.0,6,6,0
24246,338,9,18.0,5,5,0
22060,609,37,0.0,9,9,0
10375,445,25,0.0,15,15,0
1535,166,3,17.0,4,4,0
6432,63,9,11.0,7,7,0
11467,508,4,38.0,4,4,3
24686,853,5,29.0,8,8,0
1537,166,22,18.0,3,3,0
23024,569,56,3.0,11,11,0
4044,1,2,0.0,7,7,0
22772,586,26,0.0,16,16,0
23461,528,60,0.0,15,15,0
10131,431,32,54.0,3,3,2
26542,956,4,6.0,9,9,0
20494,708,176,2.0,8,8,0
5154,249,15,9.0,7,7,0
19104,753,170,48.0,1,1,6
26616,962,210,28.0,8,8,0
19134,755,106,0.0,9,9,0
20716,697,11,0.0,13,13,0
2564,237,15,10.0,7,7,0
9917,420,45,0.0,9,9,0
