resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
1797,104,18,16,9,6,3.0,3,3,6.0,53,+10.197,4528645.0,13.0,6.0,1:22.671,252.262,1
7856,16,1,1,1,17,3.0,3,3,6.0,71,+18.944,5562025.0,59.0,6.0,1:14.345,208.654,1
5790,280,105,26,21,0,,F,26,0.0,0,,,,,,,81
1342,81,23,7,17,8,8.0,8,8,1.0,60,+1:19.2,5148788.0,46.0,6.0,1:21.960,225.812,1
6859,316,84,34,7,19,13.0,13,13,0.0,52,,,,,,,11
21482,870,807,10,12,10,11.0,11,11,0.0,69,+57.283,6122786.0,60.0,15.0,1:26.073,183.235,1
6625,309,117,6,27,4,,R,17,0.0,27,,,,,,,6
6591,308,119,3,6,3,,R,17,0.0,42,,,,,,,20
1020,65,4,4,1,15,,R,14,0.0,51,,,50.0,14.0,1:29.408,176.400,30
11040,465,175,6,27,6,,R,16,0.0,67,,,,,,,20
11236,472,194,54,10,20,,R,18,0.0,22,,,,,,,26
5987,288,111,18,23,22,,R,17,0.0,34,,,,,,,20
22243,905,4,6,14,5,4.0,4,4,12.0,78,+32.452,6600113.0,54.0,5.0,1:19.727,150.814,1
19259,800,509,113,38,28,,R,28,0.0,110,,,,,,,3
10166,433,176,34,8,7,13.0,13,13,0.0,62,,,,,,,101
21718,880,16,10,15,12,7.0,7,7,6.0,58,+1:05.068,5468293.0,49.0,13.0,1:30.710,210.459,1
18386,760,501,66,8,3,4.0,4,4,3.0,74,,,,,,,11
21185,858,4,6,5,5,2.0,2,2,18.0,55,+8.457,5840343.0,41.0,6.0,1:43.914,192.412,1
2565,141,55,20,22,14,9.0,9,9,0.0,57,,,,,,,11
10015,427,177,3,6,1,,R,18,0.0,21,,,,,,,43
7252,327,129,45,14,0,,F,31,0.0,0,,,,,,,97
1745,101,15,4,7,6,11.0,11,11,0.0,66,+1:10.258,5105106.0,9.0,6.0,1:14.386,221.364,1
12003,498,223,57,14,15,,N,10,0.0,44,,,,,,,62
11028,465,110,51,22,14,4.0,4,4,3.0,76,+34.396,5840261.0,,,,,1
10735,454,118,53,35,9,,R,24,0.0,14,,,,,,,5
20318,728,413,172,7,12,,R,19,0.0,3,,,,,,,5
8594,375,114,33,29,22,9.0,9,9,0.0,64,,,,,,,13
3069,164,2,20,15,18,8.0,8,8,0.0,77,,,,,,,11
8233,365,84,34,7,15,12.0,12,12,0.0,75,,,,,,,12
9047,390,166,25,4,23,9.0,9,9,0.0,39,,,,,,,14
8229,365,139,22,20,25,8.0,8,8,0.0,76,,,,,,,11
14869,601,324,34,32,0,,F,31,0.0,0,,,,,,,81
10852,459,163,6,28,1,1.0,1,1,9.0,70,1:48:31.838,6511838.0,,,,,1
6652,310,65,32,12,25,10.0,10,10,0.0,65,,,,,,,12
21756,882,4,6,3,3,1.0,1,1,25.0,56,1:36:26.945,5786945.0,46.0,4.0,1:39.506,197.210,1
20856,844,808,4,10,7,8.0,8,8,4.0,58,+1:08.168,5485726.0,48.0,8.0,1:30.618,212.063,1
13063,536,212,32,25,21,,R,24,0.0,15,,,,,,,6
18484,765,475,87,14,7,1.0,1,1,8.0,80,2:19:33.7,8373700.0,,,,,1
11235,472,158,27,25,16,,R,17,0.0,27,,,,,,,44
12292,508,177,56,21,0,,F,28,0.0,0,,,,,,,81
13193,540,177,59,32,0,,F,30,0.0,0,,,,,,,97
6046,290,102,1,1,6,,R,22,0.0,11,,,,,,,7
3125,166,50,21,19,20,,R,20,0.0,25,,,,,,,7
19338,804,641,6,4,13,6.0,6,6,0.0,21,,,,,,,11
10452,444,105,6,27,9,,R,12,0.0,54,,,,,,,20
16244,658,306,196,8,3,,R,10,0.0,20,,,,,,,86
14495,588,294,75,23,6,,R,23,0.0,1,,,,,,,3
3485,183,64,15,12,16,6.0,6,6,1.0,71,+1:10.933,5363371.0,,,,,1
22637,931,20,6,5,3,2.0,2,2,18.0,78,+4.486,6562906.0,75.0,4.0,1:18.854,152.347,1
19186,797,608,6,20,10,,R,21,0.0,16,,,,,,,7
16256,659,356,182,11,8,6.0,6,6,1.0,90,+1:10.81,7672890.0,,,,,1
12976,533,119,21,35,8,,R,22,0.0,21,,,,,,,5
15731,636,349,200,28,22,,N,14,0.0,46,,,,,,,62
23411,970,835,4,30,20,13.0,13,13,0.0,55,,,47.0,14.0,1:38.181,199.871,11
23430,971,826,5,26,11,12.0,12,12,0.0,56,,,45.0,9.0,1:34.985,205.118,11
9509,408,95,3,5,5,1.0,1,1,9.0,43,1:27:57.925,5277925.0,,,,,1
22948,949,838,1,47,12,10.0,10,10,1.0,56,,,44.0,12.0,1:36.121,202.694,11
21023,851,67,5,18,23,8.0,8,8,4.0,69,,,65.0,15.0,1:25.977,183.439,11
16656,681,388,176,18,13,7.0,7,7,0.0,88,,,,,,,12
4842,244,89,29,10,26,,R,18,0.0,27,,,,,,,6
1345,81,17,3,7,11,11.0,11,11,0.0,59,,,16.0,15.0,1:23.291,222.204,11
11234,472,172,27,26,18,,R,16,0.0,29,,,,,,,64
8868,384,118,21,17,10,4.0,4,4,3.0,70,+1:07.419,5928377.0,,,,,1
17303,714,309,176,27,18,14.0,14,14,0.0,10,,,,,,,3
4406,225,57,1,7,7,4.0,4,4,3.0,70,,,,,,,11
5139,257,30,22,5,2,1.0,1,1,10.0,71,1:35:39.2,5739200.0,,,,,1
20110,836,780,105,40,17,11.0,11,11,0.0,35,,,,,,,17
9264,398,112,33,30,23,,R,18,0.0,37,,,,,,,20
15173,614,309,1,8,6,4.0,4,4,3.0,72,+1:09.13,6021580.0,,,,,1
19592,815,578,6,26,7,3.0,3,3,4.0,65,+1:35.96,10990360.0,,,,,1
7842,15,9,2,5,9,9.0,9,9,0.0,53,+11.777,5312220.0,44.0,7.0,1:33.334,223.982,1
4099,211,63,25,19,14,5.0,5,5,2.0,61,,,,,,,11
17985,743,408,172,33,22,11.0,11,11,0.0,14,,,,,,,11
11261,473,117,4,15,1,,N,12,0.0,54,,,,,,,62
1041,66,26,5,21,17,13.0,13,13,0.0,57,,,43.0,10.0,1:29.933,213.679,11
19165,796,661,105,26,10,,R,16,0.0,2,,,,,,,67
11201,471,184,21,30,26,,R,15,0.0,51,,,,,,,37
12356,511,163,4,16,6,7.0,7,7,0.0,58,,,,,,,11
18219,752,427,117,19,21,11.0,11,11,0.0,72,,,,,,,15
755,53,26,5,21,16,13.0,13,13,0.0,56,,,45.0,9.0,1:33.108,209.253,11
5857,283,70,32,11,21,,R,15,0.0,45,,,,,,,6
17284,713,305,176,14,12,,R,20,0.0,17,,,,,,,108
12412,513,219,4,15,7,10.0,10,10,0.0,39,,,,,,,11
11653,486,177,56,20,15,,R,21,0.0,14,,,,,,,5
11911,495,152,51,23,10,8.0,8,8,0.0,50,,,,,,,12
23336,967,3,131,6,2,2.0,2,2,18.0,71,+11.455,10872790.0,47.0,6.0,1:26.222,179.912,1
476,40,16,12,20,19,,R,20,0.0,53,,,34.0,19.0,1:17.678,154.792,3
927,61,18,11,12,8,9.0,9,9,0.0,69,,,21.0,13.0,1:18.001,201.274,11
13269,543,246,63,18,18,,R,19,0.0,18,,,,,,,3
22322,908,813,208,13,20,17.0,17,17,0.0,49,,,48.0,16.0,1:40.314,211.412,13
6058,291,55,6,27,6,4.0,4,4,3.0,70,,,,,,,11
17565,725,432,170,64,0,,F,22,0.0,0,,,,,,,81
18475,764,573,168,14,14,,R,11,0.0,13,,,,,,,23
