raceid,year,round,circuitid,name,date,time,url
25,2008,8,8,French Grand Prix,2008-06-22,12:00:00,http://en.wikipedia.org/wiki/2008_French_Grand_Prix
60,2006,8,9,British Grand Prix,2006-06-11,12:00:00,http://en.wikipedia.org/wiki/2006_British_Grand_Prix
64,2006,12,10,German Grand Prix,2006-07-30,14:00:00,http://en.wikipedia.org/wiki/2006_German_Grand_Prix
107,2004,18,18,Brazilian Grand Prix,2004-10-24,,http://en.wikipedia.org/wiki/2004_Brazilian_Grand_Prix
114,2003,7,6,Monaco Grand Prix,2003-06-01,,http://en.wikipedia.org/wiki/2003_Monaco_Grand_Prix
115,2003,8,7,Canadian Grand Prix,2003-06-15,,http://en.wikipedia.org/wiki/2003_Canadian_Grand_Prix
135,2002,12,10,German Grand Prix,2002-07-28,,http://en.wikipedia.org/wiki/2002_German_Grand_Prix
139,2002,16,19,United States Grand Prix,2002-09-29,,http://en.wikipedia.org/wiki/2002_United_States_Grand_Prix
140,2002,17,22,Japanese Grand Prix,2002-10-13,,http://en.wikipedia.org/wiki/2002_Japanese_Grand_Prix
173,2000,16,22,Japanese Grand Prix,2000-10-08,,http://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix
180,1999,6,7,Canadian Grand Prix,1999-06-13,,http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix
186,1999,12,13,Belgian Grand Prix,1999-08-29,,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix
192,1998,2,18,Brazilian Grand Prix,1998-03-29,,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix
205,1998,15,20,Luxembourg Grand Prix,1998-09-27,,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix
208,1997,2,18,Brazilian Grand Prix,1997-03-30,,http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix
222,1997,16,22,Japanese Grand Prix,1997-10-12,,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix
231,1996,8,7,Canadian Grand Prix,1996-06-16,,http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix
232,1996,9,8,French Grand Prix,1996-06-30,,http://en.wikipedia.org/wiki/1996_French_Grand_Prix
238,1996,15,27,Portuguese Grand Prix,1996-09-22,,http://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix
246,1995,7,8,French Grand Prix,1995-07-02,,http://en.wikipedia.org/wiki/1995_French_Grand_Prix
259,1994,3,21,San Marino Grand Prix,1994-05-01,,http://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix
263,1994,7,8,French Grand Prix,1994-07-03,,http://en.wikipedia.org/wiki/1994_French_Grand_Prix
