targetid,raceid,driverid,win
44238,819,593,0
12225,114,21,0
52903,657,356,0
49739,748,501,0
20035,407,175,0
9728,288,88,0
18940,371,129,0
17207,309,92,0
46594,786,596,0
4301,192,14,0
48245,743,435,0
68223,972,815,0
50256,755,404,0
5195,231,50,0
46454,798,529,0
56197,583,292,0
44643,824,656,0
67920,963,20,0
58554,515,187,0
65869,895,20,1
138,25,4,0
59133,505,178,1
56802,568,280,0
63528,724,429,0
55532,597,306,0
22436,477,119,0
45001,812,804,0
9469,279,71,0
56430,588,205,0
51801,804,676,0
49797,749,347,0
49205,770,590,0
46289,796,496,0
12789,107,14,0
16400,335,146,0
58514,513,231,0
55537,597,224,0
11272,186,68,0
5356,238,21,0
10342,246,96,0
12238,115,35,0
55682,600,308,0
68451,982,4,0
9418,277,109,0
46965,791,486,0
58444,559,229,0
51216,704,373,1
3401,173,49,0
57581,539,172,0
65410,875,154,0
17518,317,133,0
43259,835,686,0
64731,853,24,0
19427,385,168,0
47262,781,516,0
6993,296,110,0
67214,933,830,0
23302,497,117,0
58884,525,209,0
13071,64,34,0
50019,752,418,0
67804,958,13,0
54017,623,238,0
57518,537,244,0
46399,797,449,0
44919,811,693,0
53101,665,351,0
4599,205,64,0
10673,208,77,0
58042,552,251,0
66689,903,16,0
51329,706,412,0
7107,300,55,0
55250,619,290,0
58157,554,239,0
53208,634,307,0
66232,263,50,0
12104,140,22,0
66085,259,55,0
48332,745,480,0
52924,658,340,0
48094,739,476,1
11979,135,56,0
54662,653,280,0
68175,969,154,0
11007,222,77,0
5218,232,14,0
51612,802,643,0
51714,803,449,0
11150,180,63,0
53975,621,338,0
68291,975,807,0
12960,60,18,0
53147,632,235,0
56327,586,297,0
12084,139,59,0
