constructorresultsid,raceid,constructorid,points,status
1447,156,17,3.0,
5072,422,3,2.0,
1139,127,19,0.0,
3888,7,2,2.0,
14450,867,164,0.0,
1470,158,22,2.0,
14616,881,207,0.0,
13319,555,1,0.0,
1949,201,18,0.0,
10538,720,176,0.0,
3131,297,32,1.0,
10963,706,176,1.0,
12851,587,64,3.0,
2702,266,25,2.0,
11945,642,199,0.0,
3321,309,27,0.0,
10942,703,11,0.0,
3463,317,18,3.0,
13105,573,56,0.0,
5507,451,50,0.0,
10604,726,172,4.0,
1883,195,18,0.0,
11902,638,34,1.0,
168,34,2,7.0,
4701,395,18,0.0,
5068,422,32,9.0,
10633,728,176,0.0,
151,32,9,2.0,
12037,606,63,0.0,
10773,715,6,9.0,
15293,955,4,0.0,
3915,10,9,6.0,
195,36,12,0.0,
15274,954,131,35.0,
11353,676,187,9.0,
14962,913,15,0.0,
14179,845,131,14.0,
6172,493,51,0.0,
15521,977,6,28.0,
14474,869,164,0.0,
13925,339,131,15.0,
14667,886,208,2.0,
14775,897,6,14.0,
11753,647,66,0.0,
1662,175,15,0.0,
10372,734,100,0.0,
226,39,12,0.0,
15107,936,1,12.0,
63,23,7,0.0,
14350,859,4,1.0,
5656,461,32,0.0,
11365,677,11,4.0,
15451,970,9,27.0,
9929,761,66,2.0,
15565,981,210,0.0,
5049,420,18,0.0,
3439,315,29,0.0,
5460,448,51,0.0,
13259,551,37,0.0,
3834,2,2,4.0,
5675,463,6,15.0,
920,106,16,11.0,
13029,568,37,0.0,
10904,699,176,0.0,
6076,487,55,0.0,
11244,688,11,0.0,
14896,907,5,0.0,
4470,381,32,0.0,
6282,500,25,0.0,
14942,912,3,27.0,
13455,530,60,0.0,
3303,308,27,0.0,
461,61,6,12.0,
12427,596,26,1.0,
5005,417,21,0.0,
14906,908,206,0.0,
4974,415,26,5.0,
5724,466,51,6.0,
15311,957,5,5.0,
2915,282,22,8.0,
296,46,6,8.0,
4606,389,6,4.0,
3806,335,42,0.0,
10057,754,171,3.0,
10577,724,172,6.0,
12277,613,80,0.0,
1703,179,16,0.0,
4561,386,33,0.0,
11877,635,201,0.0,
4813,402,37,0.0,
573,71,3,4.0,
14089,352,164,0.0,
13964,342,131,6.0,
12516,602,34,2.0,
