targetid,raceid,driverid,win
65545,881,18,0
18608,367,117,1
19501,388,140,0
53179,633,341,0
19096,375,141,0
50094,753,498,0
49684,746,501,0
20245,414,137,1
62538,764,565,0
57146,527,231,0
16071,326,92,0
68296,975,840,0
45211,815,675,0
19811,399,145,0
48187,742,478,0
21239,443,156,0
15933,323,90,0
58045,552,237,0
19140,377,158,0
46138,794,577,0
6920,293,122,0
55285,619,314,0
44290,820,627,0
63642,727,436,0
49365,772,589,0
15992,324,150,0
54914,610,309,0
56370,587,294,0
13213,70,2,0
21584,452,160,0
48854,695,289,0
44376,821,513,0
50858,714,341,1
52766,687,386,0
1463,83,33,0
7086,299,84,0
20010,406,119,0
17880,7,2,0
18730,369,162,0
13042,63,33,0
18061,13,24,0
20809,430,172,0
1579,88,32,0
58518,513,163,0
63513,724,436,0
59149,505,200,0
10302,245,49,0
45221,815,659,0
54976,612,304,0
12476,93,31,0
66434,268,110,0
48218,742,487,0
19276,381,114,0
11161,181,37,0
63856,341,812,0
48797,692,399,0
46324,796,657,0
10827,215,78,0
46622,787,624,0
49735,748,499,0
7034,298,95,1
18365,361,157,0
