raceid,driverid,lap,position,time,milliseconds
186,14,2,1,1:55.192,115192
967,3,15,2,2:12.345,132345
119,2,4,10,1:19.761,79761
166,63,14,10,1:23.258,83258
975,825,50,15,1:16.756,76756
90,23,12,6,1:44.227,104227
83,31,35,3,1:22.585,82585
19,22,21,14,1:38.001,98001
63,26,29,14,1:40.155,100155
36,4,44,1,1:26.499,86499
31,7,33,19,1:38.291,98291
842,67,2,12,1:47.232,107232
71,15,50,9,1:29.937,89937
69,11,33,19,1:36.431,96431
202,71,27,9,1:21.808,81808
205,74,55,17,1:24.305,84305
978,13,34,11,1:33.813,93813
14,22,21,9,1:59.542,119542
100,2,43,15,2:22.739,142739
891,154,8,12,1:58.248,118248
232,63,14,13,1:22.007,82007
931,832,8,15,1:22.448,82448
25,21,28,14,1:18.884,78884
144,31,18,5,1:28.674,88674
32,21,36,14,1:50.883,110883
938,13,33,4,1:28.132,88132
352,4,36,4,1:36.122,96122
76,30,26,13,2:03.434,123434
82,22,1,13,1:34.954,94954
55,2,46,4,1:28.151,88151
93,22,46,7,1:22.229,82229
900,815,51,11,1:35.098,95098
339,5,16,19,1:46.663,106663
19,15,15,6,1:36.709,96709
124,31,15,1,1:32.951,92951
344,807,64,13,1:18.912,78912
888,821,30,14,1:39.932,99932
867,807,48,5,1:44.751,104751
932,826,65,9,1:18.084,78084
936,829,52,19,1:33.612,93612
903,818,18,13,1:44.010,104010
54,24,5,20,1:38.601,98601
853,10,17,14,1:32.885,92885
937,154,30,4,1:56.019,116019
899,3,49,5,1:16.465,76465
890,8,37,3,1:27.058,87058
844,808,5,8,1:34.877,94877
32,6,25,12,1:49.565,109565
888,20,12,3,1:37.345,97345
42,18,49,15,1:15.730,75730
199,30,17,3,1:41.358,101358
348,22,33,5,1:26.985,86985
348,20,40,3,1:25.036,85036
43,27,28,17,1:20.793,80793
226,14,55,7,1:34.846,94846
875,813,14,9,1:47.567,107567
20,21,16,11,1:36.216,96216
930,832,9,11,1:34.526,94526
19,18,5,11,1:41.232,101232
197,22,44,3,1:22.239,82239
941,8,48,5,1:40.294,100294
902,824,31,20,1:48.900,108900
230,49,59,4,1:51.797,111797
85,22,40,9,1:24.349,84349
59,36,25,21,1:24.846,84846
102,44,52,11,1:41.272,101272
861,20,31,4,1:58.269,118269
858,16,20,7,1:46.358,106358
54,31,35,4,1:36.431,96431
35,8,55,3,1:14.475,74475
219,35,9,5,1:26.959,86959
873,17,52,11,1:52.955,112955
111,43,22,11,1:25.804,85804
223,63,41,16,1:25.786,85786
842,3,45,15,1:41.778,101778
219,56,15,9,1:27.458,87458
91,18,7,5,1:35.654,95654
872,815,42,4,1:27.888,87888
929,8,34,2,1:39.450,99450
6,2,70,12,1:21.005,81005
12,2,8,6,1:48.728,108728
94,43,65,13,1:20.135,80135
954,832,53,9,1:16.809,76809
971,1,44,3,1:32.887,92887
126,62,1,19,1:38.472,98472
354,808,40,17,1:17.590,77590
933,815,38,7,1:17.809,77809
153,4,14,16,1:22.470,82470
24,10,26,7,1:20.611,80611
910,813,21,19,1:34.342,94342
879,17,6,6,1:27.490,87490
161,55,6,14,1:30.633,90633
101,32,40,10,1:16.084,76084
344,153,43,12,1:23.139,83139
909,18,8,6,1:23.278,83278
167,57,5,1,1:14.641,74641
21,11,48,13,1:26.155,86155
136,23,38,3,1:18.108,78108
182,64,20,10,1:31.271,91271
138,22,18,1,1:24.207,84207
890,824,4,21,1:32.652,92652
4,22,4,6,1:35.365,95365
28,18,30,12,1:23.688,83688
864,808,39,17,1:31.145,91145
902,820,31,19,1:42.130,102130
886,818,51,6,1:18.874,78874
159,57,12,2,1:16.562,76562
41,22,25,5,1:53.363,113363
145,4,17,18,1:52.000,112000
937,831,19,13,1:57.595,117595
