constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
146,31,9,26.0,7,7,0
22408,602,79,0.0,14,14,0
21946,624,1,23.0,2,2,1
26135,918,15,0.0,10,10,0
21670,655,25,0.0,11,11,0
4691,278,27,11.0,4,4,0
10219,436,21,1.0,6,6,0
24973,869,10,46.0,8,8,0
24779,861,6,35.0,3,3,1
5057,242,6,23.0,2,2,0
11243,494,4,39.0,3,3,2
20736,679,170,6.0,2,2,0
20761,681,191,18.0,1,1,1
25157,882,208,60.0,3,3,1
25840,45,9,16.0,5,5,0
10475,451,34,38.0,4,4,2
11416,505,6,5.0,10,10,0
21548,644,82,3.0,5,5,0
22844,589,66,0.0,15,15,0
2213,206,3,38.0,3,3,0
21005,673,6,25.0,2,2,1
8500,319,39,0.0,16,16,0
2444,226,29,1.0,8,8,0
24319,343,131,100.0,4,4,0
5257,207,21,0.0,8,8,0
11162,490,54,0.0,14,14,0
22779,586,64,25.0,4,4,1
7647,322,34,2.0,6,6,0
7927,336,42,0.0,18,18,0
8314,309,32,3.0,9,9,0
21079,677,170,0.0,17,17,0
8871,360,46,0.0,16,16,0
23457,528,34,10.0,2,2,0
10864,474,21,2.0,12,12,0
123,29,7,41.0,4,4,0
9934,421,3,2.0,5,5,0
23391,558,37,0.0,13,13,0
21724,637,34,0.0,9,9,0
25484,222,25,2.0,10,10,0
25073,875,207,0.0,11,11,0
22778,586,34,51.0,2,2,2
26290,940,131,506.0,1,1,11
24270,340,9,73.0,3,3,1
2164,201,24,5.0,6,6,0
22836,589,6,72.5,1,1,6
24681,852,164,0.0,11,11,0
5080,243,29,0.0,12,12,0
22884,562,1,9.0,3,3,0
9665,402,33,3.0,9,9,0
7769,328,35,0.0,14,14,0
22540,581,1,26.5,2,2,2
9820,413,21,0.0,9,9,0
23984,512,59,0.0,10,10,0
25312,896,6,309.0,3,3,2
9480,390,37,0.0,14,14,0
22945,565,73,1.0,13,13,0
25128,879,5,26.0,9,9,0
8268,307,22,6.0,4,4,0
23182,545,1,9.0,3,3,0
8506,319,29,0.0,18,18,0
23377,557,34,27.0,5,5,0
20366,700,176,0.0,9,9,0
9717,406,6,3.0,6,6,0
26042,910,1,97.0,6,6,0
5939,137,3,86.0,2,2,1
10891,476,55,0.0,15,15,0
21694,634,1,6.0,5,5,0
24725,856,166,0.0,12,12,0
25795,41,8,4.0,7,7,0
8417,314,26,1.0,11,11,0
6215,97,17,5.0,7,7,0
21551,644,187,12.0,2,2,0
11224,493,55,1.0,12,12,0
24375,347,166,0.0,12,12,0
137,30,10,0.0,10,10,0
10501,453,21,3.0,5,5,0
2477,229,29,1.0,9,9,0
10649,462,52,0.0,15,15,0
24089,518,61,0.0,17,17,0
5473,178,3,7.0,5,5,0
10100,429,4,15.0,6,6,0
19850,723,86,0.0,13,13,0
10984,481,57,0.0,15,15,0
24123,520,51,0.0,15,15,0
5249,256,29,5.0,8,8,0
21002,672,170,0.0,15,15,0
11356,501,6,2.0,11,11,0
20642,692,181,1.0,6,6,0
26740,969,15,0.0,8,8,0
25893,50,11,2.0,8,8,0
24446,351,164,0.0,11,11,0
25052,874,9,324.0,1,1,5
24641,850,10,20.0,7,7,0
22940,565,58,4.0,6,6,0
24041,516,204,1.0,7,7,0
19911,727,97,0.0,13,13,0
4786,285,29,4.0,9,9,0
22035,605,6,3.0,3,3,0
84,26,1,72.0,3,3,3
24668,841,3,0.0,9,9,0
9018,368,32,9.0,7,7,0
6431,63,3,10.0,8,8,0
7713,325,32,1.0,8,8,0
9025,368,34,6.0,10,10,0
