driverstandingsid,raceid,driverid,points,position,positiontext,wins
57899,548,233,1.0,14,14,0
22157,469,203,0.0,27,27,0
64013,347,16,35.0,10,10,0
49821,749,507,0.0,66,66,0
10262,243,50,0.0,23,23,0
56409,588,238,4.0,14,14,0
47265,781,593,0.0,46,46,0
55059,614,199,8.0,7,7,0
66724,905,825,21.0,9,9,0
21508,450,112,0.0,30,30,0
7158,302,100,4.0,11,11,0
12693,103,21,18.0,10,10,0
56139,582,199,22.0,2,2,0
63803,339,811,0.0,20,20,0
53241,635,334,0.0,28,28,0
3240,166,2,0.0,18,18,0
67806,958,807,27.0,12,12,0
19536,389,110,0.0,21,21,0
43759,828,589,0.0,19,19,0
21402,448,137,24.0,5,5,2
57932,549,254,1.0,18,18,0
1542,86,25,6.0,16,16,0
53563,668,340,0.0,11,11,0
43569,839,792,0.0,70,70,0
11408,142,57,1.0,7,7,0
43699,827,763,3.0,9,9,0
23135,493,176,4.0,15,15,0
67208,933,807,18.0,9,9,0
12412,123,43,10.0,13,13,0
20712,426,170,0.0,26,26,0
22707,482,110,5.0,17,17,0
64745,854,67,13.0,15,15,0
44411,821,686,0.0,25,25,0
17511,317,95,59.0,2,2,4
56913,571,172,16.0,7,7,0
62012,757,556,0.0,20,20,0
51935,805,581,0.0,85,85,0
67470,943,815,68.0,9,9,0
62375,762,536,0.0,81,81,0
48279,744,289,1.0,17,17,0
18400,362,105,6.0,7,7,0
54448,647,362,0.0,22,22,0
50937,716,370,0.0,37,37,0
53705,673,278,10.0,6,6,0
4336,194,65,1.0,10,10,0
18468,363,88,0.0,43,43,0
5106,227,22,5.0,7,7,0
43349,836,626,0.0,52,52,0
10556,253,99,0.0,32,32,0
44288,820,717,0.0,55,55,0
3158,162,60,0.0,21,21,0
49576,774,360,0.0,23,23,0
44451,822,629,0.0,37,37,0
66788,907,817,83.0,3,3,1
56605,563,178,0.0,20,20,0
22859,486,201,0.0,26,26,0
66294,265,22,10.0,5,5,0
57689,541,208,0.0,40,40,0
56866,570,231,38.0,2,2,3
50036,752,506,0.0,27,27,0
54462,647,339,0.0,32,32,0
66854,910,817,131.0,3,3,2
18618,367,112,0.0,32,32,0
53159,632,346,0.0,20,20,0
13702,40,5,3.0,11,11,0
54869,608,333,0.0,16,16,0
65766,890,154,49.0,8,8,0
66051,257,107,0.0,27,27,0
67639,951,838,1.0,17,17,0
12290,118,14,33.0,7,7,1
64012,347,9,89.0,7,7,0
53273,636,347,0.0,32,32,0
19807,399,119,2.0,17,17,0
109,23,13,34.0,3,3,2
17282,311,57,2.0,14,14,0
10430,249,90,0.0,30,30,0
55319,591,307,0.0,12,12,0
57841,547,222,23.0,1,1,1
49644,775,596,0.0,80,80,0
59323,510,222,2.0,19,19,0
43574,839,794,1.0,22,22,0
22783,484,203,0.0,21,21,0
55533,597,221,11.0,7,7,0
5125,228,83,0.0,17,17,0
22360,475,119,19.0,4,4,1
55279,619,187,0.0,36,36,0
21585,453,137,9.0,2,2,1
3208,164,65,0.0,21,21,0
46477,798,657,1.0,25,25,0
58872,525,222,51.0,1,1,3
91,23,1,38.0,1,1,2
16056,326,148,0.0,16,16,0
22807,485,152,0.0,18,18,0
49605,775,583,0.0,36,36,0
21783,459,196,0.0,19,19,0
53127,666,369,0.0,30,30,0
12132,109,52,0.0,13,13,0
9678,287,102,63.0,3,3,4
56133,581,295,0.0,30,30,0
57093,575,222,49.0,3,3,1
65138,868,808,0.0,20,20,0
10903,218,77,21.0,5,5,1
54261,630,280,0.0,26,26,0
56874,570,239,0.0,29,29,0
53205,634,224,2.0,10,10,0
52037,806,693,0.0,27,27,0
18504,364,148,0.0,39,39,0
44610,823,756,0.0,88,88,0
11686,154,37,1.0,18,18,0
49914,750,528,0.0,46,46,0
11475,145,31,6.0,7,7,0
