qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
6507,937,154,208,8,4,1:49.353,1:48.981,1:48.561
1816,207,55,22,7,8,1:32.593,,
4204,96,8,1,6,4,1:29.137,,
6233,915,813,208,13,20,1:43.205,,
2173,230,83,18,20,18,1:25.274,,
5782,896,817,5,19,11,1:25.673,1:25.519,
6545,939,817,9,3,2,1:46.166,1:45.291,1:44.428
177,26,13,6,2,9,1:20.676,1:20.086,1:23.305
3007,2,15,7,9,2,1:34.745,1:33.990,1:35.273
301,32,17,9,10,13,1:45.493,1:45.212,
3150,9,1,1,1,5,1:31.473,1:39.149,1:32.616
2909,270,71,3,0,2,1:22.892,,
122,23,6,3,8,14,1:16.756,1:16.479,
3677,351,16,10,14,16,1:48.496,1:48.899,
2195,240,92,30,16,20,1:25.127,,
4028,121,14,1,5,8,1:22.471,,
7253,974,1,131,44,14,1:13.640,1:14.106,
7168,970,826,5,26,9,1:34.440,1:34.034,1:33.719
4491,74,23,7,17,11,1:20.994,1:24.422,
2861,268,44,27,26,6,1:25.455,,
3869,113,42,19,15,8,1:10.045,,
3926,116,15,4,7,6,1:31.976,,
3800,108,51,18,18,19,,,
3537,345,5,205,19,20,1:40.882,,
4718,848,813,3,12,15,1:39.690,1:39.645,
5087,865,17,9,2,2,1:16.013,1:15.035,1:14.381
6343,927,18,1,22,17,1:41.636,,
2633,258,79,25,3,14,1:13.013,,
4793,851,67,5,18,18,1:24.070,,
3928,116,4,4,8,8,1:32.424,,
3849,112,14,1,5,8,1:19.128,,
4666,846,808,4,10,11,1:16.378,1:15.815,
7281,976,822,131,77,2,1:43.026,1:41.502,1:41.027
1227,81,23,7,17,9,1:21.191,,
7324,978,830,9,33,5,1:38.912,1:29.431,1:28.130
2836,267,14,3,2,7,2:22.359,,
1125,70,9,2,17,9,1:12.040,1:11.589,1:12.131
3976,118,2,15,9,16,1:23.844,,
3558,346,67,5,16,17,1:31.901,1:32.012,
4668,846,155,15,16,13,1:16.513,1:15.973,
1707,193,25,22,6,8,1:27.198,,
7054,965,3,131,6,2,1:36.397,1:36.351,1:35.215
6872,956,832,5,55,15,1:07.618,,
6105,910,20,9,1,2,1:25.662,1:23.606,1:23.201
6892,957,154,210,8,13,1:32.283,1:32.050,
3112,7,13,6,3,7,1:27.508,1:27.349,1:28.858
3228,13,8,6,4,3,1:23.349,1:23.426,1:24.523
1264,83,4,4,5,6,1:21.141,,
661,49,17,9,15,7,1:47.084,1:46.426,1:47.524
2201,240,93,31,11,26,1:28.106,,
536,43,17,9,15,14,1:15.746,1:15.806,
1423,109,22,6,2,5,1:37.579,,
3480,343,16,10,14,11,1:27.951,1:27.525,
4922,858,17,9,2,4,1:40.167,1:38.821,1:38.858
1826,207,63,25,19,18,1:34.229,,
2714,262,94,18,23,15,1:28.847,,
4469,73,8,1,9,9,1:30.594,1:32.930,
746,53,4,4,1,4,1:32.433,1:31.215,1:31.702
954,62,27,13,19,14,1:12.711,1:12.854,
3794,108,21,17,11,13,1:29.344,,
6229,915,154,208,8,16,1:42.526,1:41.397,
